"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1327198	0.2333287	0.6115578	0.4050169	0.6833025	0.0446434	0.8233655	0.4482713	0.0209781	0.4444552	0.0100010	0.3763635	0.0324615	0.0445502	0.0142645	0.1171886	0.4560162	0.5625285	0.0671657	0.0037981	0.0477092	0.2062211	0.0952464	0.1172247	0.1025321	0.5379978	0.4905850	0.4194282	0.2112488	0.3886755	0.1896894	0.0202550	0.2099085	0.1273324	0.6553707	0.6260134	0.6154540	0.0984644	0.0691489	0.6381308	0.0291053	0.6338781	0.8377187	0.5578457	0.6840688	0.6485192	0.7658590	0.7232045	0.4435595	0.1565150	0.5618422	0.6677572	0.5304043	0.2550179	0.5021598	0.2524450	0.4150622	0.1993078	0.1311881	0.2754288	0.0162244	0.3694409	0.6759673	0.4122395	0.6523995	0.2352028	0.3499743	0.4874266	0.4382075	0.0350342	0.1536225	0.0344894	0.0651200	0.0598320	0.3828289	0.6229946	0.0171454	0.1753997	0.2504681	0.0422615	0.3517511	0.1372152	0.6953477	0.1714219	0.5966252	0.1983899	0.1351228	0.0534944	0.0318659	0.6601281	0.7047505	0.4367945	0.7024286	0.4877570	0.4523171	0.6259671	0.3064505	0.6165397	0.5758422	0.7262527
50	0.2120173	0.3009152	0.4730644	0.3337898	0.5993334	0.0112429	0.6925776	0.4238999	0.0179298	0.4878139	0.0188239	0.4415776	0.0341750	0.0577931	0.0213889	0.0922929	0.3778254	0.5670722	0.0471109	0.0006957	0.0207680	0.1560931	0.0350903	0.1474865	0.1342296	0.2397834	0.5525138	0.1397514	0.2574286	0.4071279	0.5967712	0.0092923	0.2256308	0.0904077	0.6344914	0.6820741	0.6747227	0.1452130	0.0434375	0.4015659	0.0523010	0.3983611	0.4304203	0.4359460	0.6642318	0.6362980	0.5507882	0.6036694	0.4701516	0.1370988	0.6829226	0.8461102	0.6105079	0.2819200	0.4807891	0.4052910	0.2273208	0.2231073	0.1225086	0.1912420	0.0122509	0.3217192	0.7411708	0.4389171	0.1741874	0.3401674	0.2536371	0.3252573	0.5218982	0.0059972	0.2046119	0.0144002	0.0269978	0.0531746	0.4464258	0.5759137	0.3003656	0.0467373	0.1444832	0.0466335	0.5583447	0.0770227	0.6197631	0.1568234	0.5886673	0.0248595	0.1380307	0.1022137	0.0530513	0.4593455	0.7228563	0.4906814	0.6760137	0.4522564	0.6547693	0.5966477	0.3373876	0.7016887	0.6139024	0.8123603
100	0.2373746	0.3122891	0.4210823	0.4345126	0.5991858	0.0213277	0.6948345	0.4743556	0.0090994	0.4735871	0.0125666	0.5015289	0.0429542	0.1042628	0.0241767	0.0975483	0.3358413	0.6575312	0.0400761	0.0006787	0.0291767	0.1139219	0.0189336	0.0692776	0.1921581	0.3535327	0.6157985	0.0476401	0.0956328	0.3268400	0.6103722	0.0159423	0.2709147	0.1682048	0.5471081	0.6729441	0.6294771	0.1523203	0.0342943	0.2508462	0.0483580	0.3021859	0.2153912	0.4940830	0.6032034	0.7890062	0.6137381	0.6215895	0.4084868	0.1196708	0.6473326	0.6608065	0.6068805	0.2069710	0.5322216	0.3015428	0.2830597	0.1906774	0.0846324	0.2753575	0.0383604	0.2864922	0.5964487	0.4498638	0.1247192	0.5078826	0.2007475	0.3956204	0.4314644	0.0374613	0.1958988	0.0202706	0.0120060	0.0520462	0.4124866	0.5906205	0.3683567	0.0628924	0.1820588	0.0285987	0.6478108	0.0252397	0.5967753	0.1832426	0.5671061	0.0029510	0.1741186	0.0707872	0.0619914	0.4443924	0.7309822	0.4766003	0.6899489	0.4254422	0.7437672	0.6569463	0.3267663	0.5582280	0.5607145	0.6358615
150	0.2213816	0.2702365	0.5954808	0.4341038	0.6912529	0.0331957	0.7940700	0.4844335	0.0147709	0.4114505	0.0200602	0.3988746	0.0222015	0.0990286	0.0087578	0.0734376	0.3756507	0.7272546	0.0670232	0.0001995	0.0652140	0.1523086	0.0028393	0.0621587	0.1207247	0.3438274	0.6439908	0.0609871	0.1002111	0.3112630	0.5389836	0.0025454	0.3009663	0.2103870	0.5988582	0.7060921	0.5143411	0.0957822	0.0560472	0.2433762	0.0708206	0.3225412	0.1427180	0.4683836	0.6429424	0.5905872	0.5682603	0.5063328	0.3871936	0.1598847	0.6992242	0.6450079	0.5290791	0.1814389	0.5014680	0.3396017	0.2534426	0.2186762	0.1111700	0.3439197	0.0390680	0.3242644	0.6506343	0.4477327	0.0486391	0.5696989	0.2190113	0.4240583	0.4661884	0.0316591	0.1889185	0.0192283	0.0290275	0.0981652	0.4454008	0.6902485	0.3206713	0.0194401	0.1537211	0.0212754	0.6592623	0.0409196	0.6194658	0.1926788	0.5642832	0.0000000	0.1307504	0.0498731	0.0427170	0.3987734	0.6225501	0.5459434	0.6170155	0.4196662	0.5450362	0.6617287	0.2494774	0.8830936	0.5573859	0.8505347
200	0.2621511	0.3266765	0.4948624	0.4493456	0.7516826	0.0742045	0.7736208	0.5112254	0.0283027	0.4514277	0.0132311	0.3229155	0.0201013	0.0923916	0.0073456	0.1551170	0.4102406	0.7838166	0.0612316	0.0009118	0.0213492	0.1465926	0.0086667	0.0636841	0.1876703	0.3129720	0.6788085	0.0311759	0.0766842	0.2266732	0.4915157	0.0278662	0.3194273	0.2778910	0.5414604	0.6799019	0.6163035	0.1060189	0.0629571	0.1529696	0.1228987	0.2498595	0.1903499	0.4068152	0.5088880	0.6673600	0.7243137	0.6049313	0.3903527	0.2080192	0.6355963	0.6464092	0.5973201	0.1824277	0.5535222	0.3981958	0.2379065	0.3035057	0.0657586	0.2282367	0.0139000	0.2294335	0.6590449	0.3682727	0.0330859	0.6259633	0.1959947	0.4396291	0.5201107	0.0291771	0.1460481	0.0149519	0.0522027	0.1096516	0.5053463	0.6512450	0.5338867	0.0172686	0.1764696	0.0132238	0.6708776	0.0600236	0.7417607	0.1326678	0.6570733	0.0001376	0.1288055	0.0539703	0.0230831	0.3600722	0.7294530	0.5433350	0.6218085	0.5356044	0.6033207	0.6290716	0.2556407	0.5922879	0.5769502	0.6445584
250	0.2428334	0.2744140	0.5083384	0.3939948	0.7001954	0.0167021	0.5960672	0.4343945	0.0106185	0.3841797	0.0288258	0.3822617	0.0337151	0.0811349	0.0045112	0.1243068	0.3777578	0.5458988	0.0410747	0.0015602	0.0639976	0.1699674	0.0085322	0.0609605	0.1349678	0.2513420	0.6639995	0.0433625	0.0995396	0.1721449	0.7311991	0.0227079	0.3807546	0.4178836	0.6532437	0.5544158	0.7297293	0.1094034	0.0555248	0.1864554	0.1302496	0.2115733	0.1983791	0.4250649	0.4818225	0.6701101	0.7752952	0.6909119	0.5182042	0.2023109	0.6424929	0.6068185	0.5983980	0.2204382	0.4501657	0.3958637	0.2609169	0.2680936	0.1016433	0.2489077	0.0300403	0.2490369	0.6410306	0.3514381	0.0236227	0.6862547	0.2005860	0.4305757	0.5473922	0.0183243	0.1563017	0.0114590	0.0513749	0.1250314	0.4777105	0.7326790	0.3665634	0.0252716	0.1653527	0.0588437	0.6549020	0.0694034	0.6830311	0.1539781	0.6704970	0.0012287	0.1867954	0.0709008	0.0349152	0.3603414	0.6940768	0.4506055	0.6196686	0.4538635	0.5296922	0.6777571	0.3154834	0.5603637	0.6626310	0.7003333
300	0.2430197	0.2477421	0.5328247	0.4142602	0.6187682	0.0190933	0.7208816	0.4664223	0.0152730	0.5038200	0.0137051	0.2941423	0.0541537	0.0812279	0.0042413	0.1321196	0.3436786	0.7318240	0.0462672	0.0000000	0.0471600	0.1152508	0.0355655	0.0995027	0.1268223	0.2722763	0.5955995	0.0218798	0.1010405	0.2134759	0.6229791	0.0094818	0.5406698	0.2907301	0.6098163	0.6409146	0.6267805	0.1036938	0.0510825	0.1997749	0.1807166	0.2105964	0.1735465	0.4364229	0.6415831	0.5614744	0.6251613	0.5899559	0.4650250	0.1435584	0.6192716	0.5618032	0.6251766	0.2285335	0.5114296	0.5080384	0.2287490	0.2521738	0.1103430	0.2117940	0.0150553	0.2113185	0.6993553	0.4515474	0.0150001	0.7022512	0.1806550	0.4971581	0.5025559	0.0155571	0.1434343	0.0203048	0.0349950	0.0909771	0.3902429	0.6265306	0.4145589	0.0273864	0.1567413	0.0293345	0.5762252	0.0497410	0.5907471	0.1797915	0.6418666	0.0000597	0.1479299	0.0410845	0.0395814	0.3538018	0.6052290	0.4016933	0.5950065	0.4074498	0.5530373	0.6868030	0.3736306	0.5668157	0.7011556	0.7304201
350	0.3093301	0.3160655	0.5910729	0.5267978	0.8126456	0.0253718	0.6438921	0.4839251	0.0208948	0.5424126	0.0196051	0.3614737	0.0485181	0.1083942	0.0028564	0.1292160	0.4248378	0.6817539	0.0578216	0.0046284	0.0362075	0.0983741	0.0041596	0.0857232	0.1319527	0.3810226	0.6103582	0.0241547	0.0834513	0.1659489	0.6245806	0.0375182	0.4342642	0.3171767	0.6158134	0.5473792	0.6349614	0.0972336	0.0817562	0.1999474	0.1440279	0.2270569	0.1943446	0.3574191	0.6307726	0.6956216	0.6906204	0.5201399	0.4534111	0.2337472	0.6297733	0.6845413	0.6450307	0.1903170	0.5484891	0.3851121	0.2931433	0.3561328	0.0658966	0.2653878	0.0348023	0.1920464	0.6546120	0.3839009	0.0242438	0.6869661	0.2076950	0.5204828	0.3931088	0.0209765	0.2033108	0.0195109	0.0409172	0.0843252	0.4260160	0.5554795	0.4123648	0.0360859	0.1762148	0.0373330	0.6172608	0.0600221	0.6521532	0.1956462	0.6695604	0.0000267	0.1246924	0.0466588	0.0348183	0.4500951	0.6814163	0.5934947	0.7043285	0.4536720	0.5984721	0.6170575	0.2549797	0.6066980	0.5538208	0.7098502
400	0.2938219	0.3161798	0.5335720	0.5234957	0.7695341	0.0257574	0.6263564	0.4170148	0.0152707	0.5189872	0.0405498	0.3465877	0.0411357	0.0664804	0.0072347	0.2044055	0.4820446	0.7407616	0.0473885	0.0004121	0.0524544	0.1540100	0.0169405	0.0571446	0.1155109	0.3316740	0.6001810	0.0214211	0.0962053	0.1757163	0.5862326	0.0728966	0.4429592	0.3607281	0.7264606	0.6774384	0.6392487	0.1213055	0.0430405	0.2276445	0.1111066	0.2428904	0.2218237	0.3519481	0.5869069	0.7546095	0.6416849	0.4600423	0.4270019	0.2748673	0.7249468	0.6938432	0.5980550	0.1781265	0.4745612	0.3759603	0.2517871	0.2566436	0.0789598	0.2764432	0.0126342	0.1676676	0.4905988	0.3723011	0.0204891	0.6506416	0.1746990	0.4538189	0.4645919	0.0270886	0.1807039	0.0145433	0.0350590	0.0624616	0.3180361	0.6371933	0.2957420	0.0239250	0.1735786	0.0249697	0.5780046	0.0807605	0.7237205	0.1304571	0.5846406	0.0003863	0.1397129	0.1005322	0.0865960	0.4344110	0.6607579	0.4281999	0.6860969	0.4480157	0.6825020	0.7681274	0.2171341	0.7313843	0.5050292	0.6269503
