"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1177571	0.2724510	0.5008820	0.3298548	0.7120147	0.0373805	0.6486796	0.4702015	0.0086119	0.3768861	0.0055237	0.3434411	0.0222161	0.0200154	0.0140041	0.0984636	0.3518135	0.4868853	0.0620775	0.0002527	0.0548840	0.1283056	0.1067002	0.1559601	0.1535833	0.5620771	0.4274854	0.3662667	0.2429857	0.4911874	0.1423512	0.0136513	0.1993664	0.1339728	0.5956114	0.6802020	0.6224748	0.1343115	0.0760416	0.5726824	0.0546395	0.6285600	0.6311687	0.5461400	0.6421149	0.7383631	0.5904877	0.5955144	0.4430995	0.1532408	0.5949199	0.6604494	0.4068773	0.2962757	0.4467167	0.3003433	0.2023108	0.2672227	0.0853406	0.3372085	0.0175595	0.3075907	0.6815275	0.4780796	0.5571761	0.2548479	0.4146303	0.3634097	0.4530849	0.0511324	0.2100868	0.0105633	0.0555894	0.0783266	0.4062772	0.6933043	0.0314459	0.0620834	0.1957924	0.0402181	0.3772101	0.1126345	0.7158717	0.1758339	0.6365035	0.2553432	0.1346013	0.0612975	0.0386498	0.6176334	0.6602204	0.5005411	0.5867542	0.5159433	0.3599716	0.5861124	0.2908960	0.7912249	0.5005963	0.7273337
50	0.1087093	0.3577623	0.4581312	0.4349505	0.6348885	0.0407701	0.6205647	0.2885592	0.1809279	0.2893102	0.0241305	0.3388375	0.0386143	0.0211807	0.0037898	0.0878686	0.5443765	0.5654089	0.0503685	0.0043503	0.1546835	0.1812633	0.1049087	0.2218297	0.1039635	0.1291627	0.4105804	0.0982461	0.2224119	0.4393779	0.1554838	0.0224624	0.1527115	0.2178895	0.6080244	0.5596974	0.5942441	0.0385181	0.0343337	0.6460270	0.0549204	0.6287821	0.5912762	0.4233410	0.6762004	0.2843373	0.6997217	0.5201283	0.3336448	0.1630098	0.5398759	0.6274282	0.3377093	0.2168856	0.5597235	0.0525924	0.4058117	0.2484990	0.0773915	0.2042979	0.0175508	0.3101269	0.7409182	0.5054085	0.4964622	0.3262783	0.4185133	0.3812097	0.4440157	0.0080851	0.2076098	0.0379130	0.0382915	0.0486188	0.3434242	0.6685079	0.4136972	0.0388756	0.1747849	0.0019775	0.4101896	0.1012916	0.5201364	0.1173812	0.5075106	0.1543862	0.1293383	0.1073957	0.0968232	0.5736186	0.5548096	0.5968458	0.1967217	0.3454294	0.5618640	0.7288963	0.2597400	0.7512026	0.5555856	0.5494119
100	0.1223714	0.3705799	0.5331358	0.5067833	0.7034639	0.0574771	0.5547865	0.3522366	0.2598862	0.2002549	0.0230835	0.2947806	0.0679481	0.0296646	0.0034274	0.0725031	0.5577617	0.4743482	0.0442380	0.0038364	0.3288594	0.3032392	0.0942472	0.2265233	0.1423954	0.0843627	0.1166002	0.0522585	0.1142148	0.2698780	0.1634250	0.0275068	0.2104515	0.2726356	0.6652415	0.6925389	0.6244785	0.0075045	0.0781156	0.7215033	0.0432864	0.6947077	0.6374517	0.4126330	0.5601190	0.1375039	0.6601995	0.3783781	0.3140720	0.2053783	0.4425618	0.5103671	0.1191582	0.1869393	0.5649230	0.0462041	0.5550904	0.3614152	0.0724675	0.1464936	0.0062692	0.2502554	0.5687480	0.5000455	0.5040709	0.2664851	0.4012549	0.4343583	0.4655045	0.0276861	0.2493862	0.0263671	0.0404674	0.0676722	0.2711758	0.6557309	0.4554057	0.0129607	0.1688849	0.0011413	0.3680338	0.1090367	0.4546890	0.1765388	0.5243219	0.2702327	0.1482542	0.0936740	0.0858686	0.5449343	0.6174121	0.4578042	0.0566943	0.1552652	0.4692513	0.6990639	0.2891570	0.6459237	0.6267814	0.6239328
150	0.1286878	0.3181323	0.4691530	0.3936594	0.7143847	0.0397053	0.6305308	0.2497848	0.2507033	0.1326450	0.0159363	0.3464231	0.0692100	0.0098720	0.0007079	0.0802264	0.6506263	0.4192729	0.0942006	0.0041198	0.2121988	0.2624406	0.0957458	0.3065508	0.1568323	0.0554852	0.0372796	0.0248512	0.0255098	0.1132566	0.0874724	0.0610230	0.3441086	0.3265918	0.5745468	0.8142673	0.5953424	0.0026693	0.0693113	0.6628967	0.0576901	0.7574699	0.6178734	0.3790140	0.6246149	0.0884764	0.7225942	0.3264285	0.3542030	0.2041644	0.3326795	0.4703125	0.0376459	0.1687636	0.7577129	0.0614048	0.5491367	0.3222488	0.0398407	0.1307242	0.0032151	0.2397299	0.6993893	0.5192511	0.5298499	0.3030131	0.3381934	0.4069412	0.4615184	0.0281952	0.1448045	0.0111033	0.0580912	0.0581152	0.3551139	0.7278023	0.4997692	0.0284805	0.1197531	0.0002711	0.3420338	0.1099573	0.4395309	0.2199649	0.5300179	0.2440462	0.1567528	0.1120193	0.1045930	0.5008123	0.5650488	0.4068600	0.0251043	0.0472063	0.5350031	0.6895719	0.2516132	0.6339512	0.5303451	0.6243648
200	0.1268894	0.3981794	0.4982451	0.5668513	0.6518773	0.0406226	0.6062737	0.2974534	0.2969252	0.0852755	0.0055087	0.5096244	0.0364857	0.0056485	0.0031575	0.0508444	0.5261082	0.2155639	0.0811586	0.0053288	0.3170704	0.5015716	0.0824946	0.3373971	0.1578624	0.0919773	0.0109396	0.0065859	0.0224160	0.0884996	0.0558519	0.2217155	0.3081871	0.5680437	0.4179973	0.6879526	0.3017316	0.0034204	0.0617470	0.7222343	0.0552455	0.5551318	0.6847510	0.3739550	0.5694165	0.1393686	0.6197121	0.3286741	0.4012900	0.2431023	0.3325806	0.2410830	0.0241811	0.2828980	0.6631042	0.0224858	0.6584975	0.3331800	0.0387731	0.0665536	0.0019860	0.2251341	0.6371578	0.4879480	0.5397641	0.3942381	0.3414951	0.4490254	0.4695190	0.0206310	0.1858483	0.0228537	0.0210172	0.1134167	0.3452159	0.6402181	0.4623341	0.0104929	0.1480792	0.0009294	0.5464455	0.1695899	0.4333345	0.2325660	0.4869879	0.2707641	0.1576695	0.1068675	0.1314513	0.4682203	0.4940225	0.5281413	0.0263008	0.0655321	0.4364890	0.7278899	0.2628673	0.6244627	0.6292504	0.5257114
250	0.3613805	0.3940197	0.5729166	0.3944828	0.6955383	0.1023062	0.6030412	0.3255584	0.2330907	0.1245627	0.0240414	0.3589839	0.0299473	0.0098327	0.0066560	0.0482847	0.5934171	0.1743214	0.0668854	0.0070700	0.2967646	0.4701374	0.0678641	0.2565417	0.1514695	0.0805290	0.0045055	0.0067437	0.1436195	0.0889890	0.0856183	0.2642921	0.3822132	0.6092541	0.3287104	0.6284485	0.2665649	0.0041857	0.0596380	0.7110903	0.0378318	0.7226239	0.6528089	0.4285768	0.6599995	0.0717907	0.5818855	0.2636111	0.3262242	0.1658978	0.2330592	0.2635629	0.0147651	0.2067232	0.7280065	0.0209113	0.7801001	0.5580654	0.0570729	0.1138542	0.0178507	0.2792246	0.6138639	0.3944888	0.4097855	0.4371446	0.3770002	0.4903510	0.4420724	0.0131510	0.2556224	0.0456428	0.0566857	0.1161628	0.4506977	0.6780369	0.4984709	0.0226325	0.1175228	0.0004063	0.4586711	0.0719143	0.5759249	0.2095499	0.5999765	0.2168798	0.1681811	0.0843992	0.1539488	0.5069389	0.5467934	0.4780352	0.0045964	0.0385843	0.5074991	0.5825234	0.3048601	0.6830846	0.5509618	0.6532536
300	0.3735635	0.2968643	0.5825232	0.5778666	0.5877727	0.0570007	0.6339577	0.4107332	0.2982758	0.0898923	0.0313989	0.3403042	0.0273812	0.0074192	0.0082109	0.0400672	0.6456396	0.1482916	0.0449892	0.0027960	0.3189513	0.3050600	0.1652822	0.3385615	0.0962995	0.1077388	0.0030378	0.0016878	0.2146348	0.1046429	0.0387051	0.3891308	0.2786928	0.5768495	0.3588432	0.8216188	0.1513514	0.0032802	0.0474715	0.8237672	0.0800531	0.7561690	0.6836885	0.3070432	0.6405312	0.1581869	0.5009469	0.2885107	0.3278859	0.2014051	0.1845856	0.3235620	0.0182562	0.2135716	0.6176992	0.0381451	0.6948423	0.5533510	0.0797040	0.0781024	0.0189701	0.3375125	0.5467597	0.4746779	0.3922458	0.3941758	0.3587360	0.4693075	0.3573640	0.0272042	0.3903557	0.1009244	0.0812259	0.4615858	0.4140468	0.7632815	0.5181916	0.0045337	0.1717039	0.0133511	0.3763955	0.0941731	0.4537470	0.1496976	0.4762620	0.1913215	0.2360463	0.1348580	0.1676811	0.5601104	0.4678060	0.4383997	0.0064620	0.0783885	0.5066455	0.6993230	0.2669041	0.6793322	0.5794633	0.6482892
350	0.4487492	0.4523526	0.6512295	0.5924830	0.6284272	0.0568202	0.6554145	0.3752176	0.2824802	0.0785838	0.0212120	0.3759527	0.0422237	0.0084667	0.0229875	0.0275947	0.7028219	0.0820721	0.0501680	0.0051866	0.2727915	0.4145555	0.2367881	0.3416035	0.1790110	0.1092076	0.0111621	0.0047631	0.2950792	0.0558074	0.0272816	0.3233720	0.4338999	0.5426788	0.4269539	0.5800809	0.1224546	0.0052107	0.0250197	0.5606421	0.0367634	0.6573405	0.7497013	0.2753507	0.8035278	0.1014969	0.5446004	0.1379700	0.3562577	0.1904707	0.2146325	0.1532580	0.0266239	0.2048245	0.5930767	0.0169107	0.5061416	0.4473597	0.0361069	0.1070284	0.0352387	0.4104998	0.5436078	0.4832689	0.3983034	0.4885937	0.3425042	0.5193880	0.1952209	0.0223196	0.4137297	0.1938960	0.1001143	0.3996039	0.5913675	0.7535923	0.4317908	0.0269948	0.1067544	0.0004124	0.3858691	0.0785257	0.4581715	0.1524912	0.4418986	0.1991329	0.1963362	0.0554863	0.1295824	0.6964595	0.5391188	0.4411415	0.0033393	0.0542856	0.3713064	0.6936467	0.1950799	0.5767934	0.4400007	0.7019120
400	0.4844287	0.3374145	0.6260531	0.7486417	0.7021345	0.0503528	0.6665909	0.3910531	0.2156633	0.1145686	0.0129477	0.3886492	0.0261044	0.0089514	0.0064637	0.0161605	0.4825602	0.0782002	0.0530891	0.0000000	0.3648548	0.4312223	0.2574303	0.4489951	0.1330696	0.0452319	0.0102285	0.0021565	0.3167344	0.0495560	0.0211652	0.3726677	0.2947457	0.5785079	0.3273556	0.7434031	0.0562502	0.0013098	0.0421314	0.6956652	0.0536253	0.6432641	0.5619413	0.2937605	0.6210633	0.0458101	0.3883077	0.0861980	0.2688907	0.1715062	0.2304419	0.1884597	0.0457101	0.1973210	0.5195204	0.0189049	0.7012821	0.3250136	0.0410985	0.1154557	0.0212573	0.5116975	0.6383836	0.4612068	0.4921441	0.3396477	0.3073334	0.5097588	0.1004324	0.0098100	0.5672313	0.4285772	0.2269807	0.6200497	0.6100351	0.5456728	0.5016924	0.0167649	0.1466471	0.0061896	0.2916539	0.1017249	0.4033078	0.1560965	0.6341030	0.1538578	0.1098810	0.1265412	0.2333264	0.6678581	0.5297829	0.5436860	0.0124898	0.0432463	0.3968584	0.6176884	0.2260327	0.6163863	0.5895539	0.6618748
