"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1313185	0.2754624	0.5425188	0.3682734	0.6912983	0.0525988	0.6233764	0.4333086	0.0193504	0.4520502	0.0119140	0.3974240	0.0590147	0.0086982	0.0143827	0.0900409	0.3936196	0.5332792	0.0726195	0.0028443	0.0732540	0.1808972	0.1640252	0.0951128	0.1349859	0.6775368	0.4583669	0.4490943	0.1487427	0.4821971	0.1892248	0.0200679	0.2074816	0.0889680	0.6693940	0.7939184	0.6256538	0.1465786	0.0786856	0.6514739	0.0366035	0.6110185	0.6928153	0.6135370	0.5862216	0.7032559	0.5630130	0.6326137	0.3779880	0.1300221	0.6156423	0.6244194	0.3909299	0.1767878	0.5684156	0.2338773	0.2959328	0.2342124	0.0740007	0.2819670	0.0174319	0.2734400	0.6816765	0.5590308	0.5121177	0.4025591	0.3162758	0.4747386	0.4825051	0.0340336	0.1377261	0.0232040	0.0213505	0.0668222	0.4409745	0.6250313	0.0117005	0.0886374	0.2298609	0.0322077	0.3807055	0.1418425	0.5876617	0.1640964	0.5494105	0.2085824	0.1376445	0.0698974	0.0229862	0.5927319	0.7169967	0.4283368	0.7450644	0.4689218	0.5089894	0.6418658	0.2325365	0.5766186	0.5280393	0.6242679
50	0.1111160	0.2478076	0.5195187	0.2929191	0.6753852	0.0623474	0.6631087	0.4881552	0.1748007	0.4435614	0.0005244	0.2645456	0.0263166	0.0153713	0.0024999	0.2289949	0.3259023	0.6672771	0.0716955	0.0033678	0.0628114	0.3168121	0.1168016	0.2461820	0.0142817	0.6526516	0.4609197	0.3081148	0.1779033	0.4082143	0.4589644	0.0108982	0.1710640	0.1477488	0.6270177	0.7126977	0.6251224	0.1147989	0.1434093	0.7071218	0.0366591	0.6977587	0.7608583	0.5577976	0.6263198	0.6805160	0.5174353	0.6766526	0.3511987	0.3925271	0.6491766	0.5807812	0.3922761	0.3090496	0.4569927	0.3643159	0.2589888	0.2591456	0.0854612	0.2379366	0.2111567	0.2707556	0.5323295	0.5174939	0.3086895	0.1176237	0.2806091	0.4083008	0.4755076	0.0044164	0.0343504	0.0203632	0.0340965	0.0617115	0.3802472	0.7884470	0.2738492	0.0216925	0.2348474	0.0001170	0.5155521	0.1094427	0.5378760	0.2769241	0.6445594	0.1695017	0.0922678	0.0958683	0.3942491	0.4502117	0.5199353	0.4637865	0.6408977	0.6406141	0.4905239	0.5526451	0.2259762	0.6476227	0.5184629	0.5364844
100	0.1217003	0.1952263	0.5361549	0.3109211	0.7407772	0.0502457	0.6364283	0.4908799	0.2139092	0.5153086	0.0000249	0.2991190	0.0365684	0.0095336	0.0092613	0.2519268	0.3486861	0.6106461	0.0524632	0.0002496	0.0647882	0.4010526	0.1440713	0.2248046	0.0041140	0.6552192	0.5897077	0.2488257	0.1123864	0.6745811	0.4373880	0.0002629	0.1674955	0.1075848	0.7661952	0.7139982	0.5919542	0.1180411	0.1269604	0.5470935	0.0252271	0.7218531	0.6280371	0.5701047	0.7270373	0.7241171	0.5666743	0.5873647	0.4417704	0.4531731	0.5605815	0.6801340	0.4513728	0.2190563	0.5204910	0.3559628	0.2678675	0.2091291	0.1068101	0.2414271	0.2638797	0.2506970	0.5291224	0.5048824	0.3540124	0.0675324	0.2681129	0.3599480	0.4485452	0.0002405	0.0371597	0.0141862	0.0608278	0.0545118	0.4935549	0.6047562	0.3790505	0.0221394	0.1217175	0.0001990	0.4780858	0.1594768	0.7009020	0.1607721	0.6466863	0.1985718	0.0803332	0.0851328	0.4457190	0.7012076	0.5436210	0.4375203	0.6543220	0.6129971	0.4279086	0.6689796	0.2922582	0.6731257	0.6095862	0.6157284
150	0.2174661	0.2179161	0.4516694	0.3781251	0.6101245	0.0788213	0.1651599	0.5052302	0.1521371	0.4084430	0.0000499	0.2498047	0.0219809	0.0152469	0.0052812	0.3398797	0.3291655	0.6540618	0.0476829	0.0018454	0.0622935	0.3320427	0.1535159	0.1865117	0.0000247	0.5252645	0.5338285	0.3193491	0.1526240	0.4091703	0.4798564	0.0007345	0.2039979	0.1306170	0.5702821	0.6407644	0.5782385	0.0939463	0.1039377	0.6642244	0.0496125	0.6467925	0.7852679	0.6005686	0.6431617	0.7831561	0.7215711	0.6342738	0.4098929	0.4626774	0.6060641	0.6194859	0.4316527	0.2334807	0.4617083	0.2921568	0.2332321	0.2577981	0.0975927	0.2036022	0.2460135	0.3540399	0.5214149	0.4341456	0.3346018	0.0130023	0.2818617	0.3912141	0.5349665	0.0002641	0.0173687	0.0161195	0.0955692	0.0830204	0.3398257	0.7098289	0.4550043	0.0364523	0.1912875	0.0031028	0.3197535	0.0981978	0.6229955	0.1559914	0.6848434	0.1964862	0.0377760	0.0722664	0.5419484	0.4801319	0.5839357	0.5121845	0.7176612	0.7541069	0.5370570	0.6119580	0.1929014	0.7433893	0.5433858	0.6070303
200	0.1167201	0.2386183	0.6300604	0.3858345	0.5776757	0.0691899	0.0442458	0.4874017	0.1850976	0.3772855	0.0007778	0.2536705	0.0395094	0.0109514	0.0068212	0.3422170	0.2821247	0.6608905	0.1262699	0.0003387	0.0601495	0.3601963	0.1500165	0.2880088	0.0002292	0.6500347	0.6642956	0.3041088	0.1549480	0.3806413	0.4538817	0.0006293	0.1881534	0.1057407	0.7249553	0.7327358	0.5766316	0.0723040	0.0899017	0.7264139	0.0350074	0.5234989	0.6337216	0.4618763	0.6296926	0.7439407	0.5857723	0.6362197	0.4853433	0.5591451	0.7034547	0.6796226	0.4406790	0.2926562	0.6207370	0.3999561	0.2404823	0.1718383	0.0633651	0.2652573	0.3254974	0.2690999	0.4873010	0.4353509	0.2727216	0.0100960	0.2093501	0.4564179	0.4967796	0.0011743	0.0128372	0.0157999	0.0364284	0.0595319	0.4021080	0.6540608	0.3921384	0.0585364	0.1860598	0.0006886	0.3541055	0.0729787	0.6945800	0.1313652	0.5787541	0.2781641	0.0776163	0.0701067	0.5159071	0.5984200	0.4702371	0.3727629	0.7113248	0.6449359	0.4916106	0.6139231	0.2744642	0.6582434	0.6047563	0.5388591
250	0.1726118	0.1707883	0.4635839	0.3442017	0.6094965	0.0246343	0.0949172	0.3953149	0.1982677	0.4967561	0.0002400	0.2006713	0.0230869	0.0279617	0.0288007	0.2207828	0.3736352	0.7128168	0.1047827	0.0071277	0.0816605	0.3065553	0.0838781	0.2297817	0.0000032	0.6738119	0.6074045	0.2405332	0.1680796	0.4694387	0.4191650	0.0000254	0.2275186	0.1331027	0.6203370	0.6102538	0.5043844	0.1257095	0.1216476	0.6274030	0.0387595	0.6370578	0.6670585	0.5247259	0.6375292	0.7240099	0.5462756	0.6148138	0.3850681	0.4993359	0.6085353	0.6701636	0.4160807	0.2217049	0.5448247	0.2747212	0.2601685	0.2653359	0.0568102	0.2176752	0.3142320	0.3534084	0.6336979	0.4541369	0.3317877	0.0091440	0.2417001	0.5377987	0.3965378	0.0000494	0.0067407	0.0194669	0.0411390	0.0987294	0.2982286	0.7357040	0.3563880	0.0159842	0.1783490	0.0030793	0.4237346	0.0965934	0.5658410	0.1713353	0.5382068	0.2028621	0.0300560	0.0742146	0.4917032	0.6256633	0.3883145	0.4292718	0.5848706	0.5300044	0.4818279	0.6511961	0.3142580	0.5723385	0.5763736	0.6288716
300	0.1293762	0.2052327	0.5818417	0.3635289	0.5859172	0.0503321	0.0125294	0.3643422	0.1967843	0.4534751	0.0000033	0.2764039	0.0635465	0.0267875	0.0306756	0.2463912	0.4075763	0.5916480	0.1294927	0.0025847	0.0934709	0.3967410	0.1327755	0.2325881	0.0000040	0.5793760	0.6589628	0.2099488	0.1428052	0.3364121	0.5339356	0.0000808	0.2141592	0.0771109	0.5918425	0.7124220	0.6460922	0.1058806	0.1822631	0.6133994	0.0396712	0.6736109	0.6044290	0.4626364	0.6893066	0.7638302	0.6037046	0.6286967	0.4851979	0.4355842	0.5238590	0.5767611	0.4296320	0.2136309	0.4664098	0.3161101	0.2048819	0.2881324	0.0454072	0.1941556	0.3090222	0.4088213	0.7172062	0.4731766	0.3964599	0.0023360	0.3043128	0.4454621	0.3900745	0.0040193	0.0087408	0.0388533	0.0324352	0.0589560	0.2648131	0.5656337	0.3528984	0.0451323	0.2477388	0.0004756	0.3459047	0.1433339	0.7000999	0.2058548	0.4899869	0.1414104	0.0735838	0.0928087	0.4180322	0.6733419	0.5379990	0.3121848	0.7210111	0.5318507	0.3638908	0.6662693	0.2293196	0.5641653	0.6812721	0.5469321
350	0.1748833	0.2216418	0.4604260	0.2967553	0.5881059	0.0512336	0.0222284	0.4026021	0.2247831	0.4336896	0.0006857	0.2259404	0.0355053	0.0136679	0.0188024	0.2437575	0.3928865	0.7158462	0.0839099	0.0001466	0.0517975	0.2900262	0.1265895	0.2977855	0.0002673	0.6726979	0.6395681	0.2684898	0.1333053	0.4747449	0.5226823	0.0006406	0.2743505	0.0984495	0.7421442	0.6143863	0.6324329	0.0701922	0.1946332	0.7970830	0.0751520	0.6693834	0.5910683	0.5067419	0.6130318	0.6278585	0.5439152	0.5886680	0.3882837	0.5778774	0.6150399	0.6333247	0.4024550	0.2284726	0.5141733	0.4289525	0.1862770	0.2475753	0.0858961	0.2345651	0.2825346	0.2859301	0.6638369	0.4431854	0.3579019	0.0053596	0.2749109	0.5080047	0.3997034	0.0004936	0.0067054	0.0645391	0.0350308	0.0638878	0.4257663	0.7227727	0.3080008	0.0190315	0.1813943	0.0000000	0.3904171	0.0991549	0.6357491	0.1628611	0.4730257	0.2449418	0.0453761	0.0543216	0.4919979	0.5424874	0.6762051	0.3735205	0.7097632	0.6636160	0.4301876	0.5563140	0.3112011	0.7755219	0.5927787	0.7083891
400	0.2424233	0.1599285	0.5262719	0.3053028	0.6007315	0.0294931	0.0029858	0.3999538	0.2160355	0.3818641	0.0012135	0.2679596	0.0329323	0.0177099	0.0271377	0.2509082	0.3619565	0.6911991	0.0622103	0.0016817	0.0993804	0.3551204	0.1439176	0.1909522	0.0000042	0.7538032	0.6228920	0.3479537	0.1637595	0.4776779	0.4917621	0.0000789	0.2246685	0.0863924	0.6087521	0.6347788	0.6413096	0.0556513	0.1679328	0.6939563	0.0667203	0.7773976	0.6317358	0.5343535	0.6335854	0.7056255	0.7037862	0.5194507	0.4679867	0.4794828	0.5996384	0.6047833	0.4726100	0.1844145	0.4271840	0.3759264	0.1824800	0.2384007	0.0954891	0.2939147	0.3310530	0.3087407	0.6117842	0.4646955	0.4446696	0.0042360	0.3386022	0.4809491	0.4290154	0.0001954	0.0180110	0.0164479	0.0269454	0.0784880	0.3766413	0.6603446	0.4005186	0.0123681	0.1661509	0.0003178	0.4371013	0.1021509	0.7186638	0.1747040	0.6640264	0.2065858	0.0430127	0.0986782	0.4387603	0.5323174	0.5151877	0.4369664	0.6807088	0.5425243	0.4272652	0.6205498	0.3189722	0.6087351	0.4971742	0.6916119
