"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6139072	0.1028825	0.0582708	0.0028347	0.2289460	0.5559125	0.3035684	0.0263244	0.3920525	0.2199502	0.3809109	0.7982474	0.4104849	0.1411291	0.4425467	0.6622229	0.1628972	0.5826241	0.3603582	0.7288885	0.0736440	0.4749154	0.1449833	0.3979617	0.3968802	0.1455018	0.3659541	0.2525222	0.4031262	0.4344223	0.2228858	0.7427831	0.4552107	0.6828422	0.6378381	0.2438535	0.5528522	0.6482528	0.4418494	0.4179478	0.2838115	0.5243701	0.4782075	0.6107162	0.5029705	0.1285341	0.3378097	0.0384030	0.7248746	0.2946734	0.5781128	0.2911071	0.0600069	0.3254769	0.3338687	0.2390946	0.2526156	0.0048430	0.1535167	0.0965994	0.3025386	0.5424248	0.5948518	0.6276738	0.2376901	0.8225314	0.4100140	0.4698500	0.3391198	0.2816765	0.2736776	0.2271224	0.5598675	0.0348399	0.1659718	0.6650492	0.0447815	0.3793953	0.3159907	0.6520076	0.2330441	0.3263580	0.0183537	0.0974540	0.6742808	0.7658130	0.2285053	0.2420293	0.4087680	0.0518825	0.6999440	0.5626401	0.7133626	0.7450172	0.3380873	0.6659930	0.8431037	0.1397381	0.7320291	0.7736458
50	0.5162797	0.0702666	0.0690037	0.0010865	0.2305945	0.5229697	0.3469324	0.0280907	0.4580622	0.2184710	0.2251329	0.4190201	0.3446952	0.1522263	0.4132592	0.6594310	0.0422672	0.7667408	0.3483429	0.7718862	0.0789583	0.5689826	0.1785225	0.4537930	0.3945384	0.1998211	0.2833089	0.2321797	0.4479134	0.4504226	0.5211520	0.7019745	0.4597400	0.5503698	0.6727736	0.2711210	0.6559695	0.2298537	0.4010874	0.4615815	0.1789570	0.4901312	0.4753266	0.5362194	0.5727151	0.1799931	0.5145974	0.0804864	0.2475510	0.4850102	0.7350408	0.2322780	0.0969268	0.2671728	0.2103269	0.3166115	0.4130639	0.0000786	0.2047603	0.3066751	0.3164198	0.6316033	0.7647731	0.6551652	0.2373662	0.6721469	0.4003483	0.4340372	0.3946203	0.1607633	0.3821717	0.2068589	0.5362762	0.0768980	0.6732587	0.6361251	0.0348471	0.3266820	0.2646785	0.6773241	0.2225611	0.3077511	0.1205740	0.1541016	0.7041109	0.4990212	0.3436900	0.4316134	0.3937235	0.0311952	0.5954612	0.7609137	0.5470523	0.8550335	0.3784029	0.5795111	0.3888917	0.1100399	0.6924715	0.6433328
100	0.4959620	0.0251021	0.0823967	0.0083875	0.2700202	0.3491985	0.3463810	0.0439714	0.3890651	0.1685623	0.2652109	0.5218963	0.3067792	0.1154458	0.3219248	0.6915269	0.0144848	0.6411457	0.4494974	0.6721075	0.0702906	0.5782240	0.1441092	0.5885537	0.4255233	0.0987804	0.2965561	0.2230648	0.3330585	0.5324806	0.6698728	0.6886902	0.4650284	0.6909310	0.7670387	0.1754611	0.5969233	0.0657255	0.3867577	0.1721417	0.3245376	0.3741866	0.2047084	0.5753105	0.6819958	0.4720994	0.5615276	0.4986551	0.2322318	0.5460263	0.6147909	0.3009400	0.1593066	0.3872659	0.1721884	0.2296700	0.4051334	0.0003568	0.1328302	0.2908126	0.4340537	0.5293595	0.7319350	0.7688594	0.1497084	0.6014087	0.3926874	0.4102734	0.4188023	0.1916873	0.5383218	0.2672687	0.6206340	0.0333755	0.7305600	0.7358576	0.0599338	0.3994411	0.2107903	0.5257935	0.2290247	0.3889842	0.1521170	0.1295542	0.9180915	0.3617585	0.2415517	0.6304774	0.4176762	0.0245537	0.7998280	0.7837722	0.5896136	0.7591967	0.3627310	0.6920172	0.2276041	0.2414305	0.9026516	0.7208342
150	0.6188066	0.0080389	0.0450572	0.0029807	0.2165008	0.2666481	0.2749951	0.0270445	0.3371727	0.2279173	0.3192347	0.5703080	0.3351239	0.1139957	0.2859773	0.7724821	0.0109470	0.7548002	0.4570666	0.5357363	0.0614898	0.5002417	0.1615552	0.6182452	0.3772270	0.1856137	0.2585800	0.2962960	0.4426283	0.4792905	0.6777080	0.6931689	0.3837737	0.6410215	0.7626632	0.2214058	0.7437196	0.0495978	0.2098060	0.1291250	0.2991834	0.4061374	0.1034888	0.6384176	0.8204811	0.5635743	0.5132619	0.6576380	0.2351400	0.6195606	0.6582442	0.3887804	0.1775595	0.3488712	0.3139739	0.2536180	0.4053946	0.0018243	0.1907001	0.3099041	0.4256718	0.4198047	0.4809298	0.5741611	0.2066407	0.7229964	0.3516729	0.3421334	0.4486735	0.1527239	0.6665222	0.4089146	0.6998693	0.0173941	0.6521714	0.6894076	0.0304253	0.3234379	0.1346186	0.6371650	0.2544571	0.4466558	0.1662343	0.1281103	0.6522348	0.3414742	0.2176610	0.5765840	0.6341688	0.0059322	0.6855939	0.7301104	0.7629929	0.6547012	0.4738301	0.7770421	0.1821222	0.3826578	0.7621303	0.7679990
200	0.4764083	0.0058370	0.0562063	0.0108549	0.2419275	0.3146573	0.2819839	0.0327985	0.2567576	0.2088924	0.3411211	0.6935674	0.3522322	0.2714096	0.3742883	0.6528811	0.0147893	0.7653755	0.4201558	0.4600556	0.0788037	0.4641513	0.1914472	0.6980816	0.2483461	0.3096465	0.2636727	0.3366110	0.3656849	0.7397004	0.6966420	0.6896069	0.4984494	0.5722950	0.7267294	0.2260753	0.6497996	0.0496971	0.2292138	0.0526257	0.4365468	0.2391573	0.0269215	0.5769004	0.6137538	0.6608032	0.3826664	0.6539580	0.1677406	0.6165087	0.3622587	0.3888772	0.3407542	0.3490875	0.5486073	0.4226665	0.6682511	0.0089841	0.0394384	0.2955342	0.4429769	0.4545412	0.4780621	0.6131223	0.1354895	0.7282835	0.4110449	0.4156934	0.5833414	0.1779354	0.6313208	0.4518793	0.4618420	0.0101592	0.7418932	0.6965458	0.0151814	0.3217533	0.2254779	0.8117652	0.2509599	0.3246923	0.2138615	0.1219590	0.5700136	0.4186138	0.2726178	0.7180583	0.5514562	0.0062569	0.6458356	0.7662774	0.8212329	0.6561961	0.3471311	0.9004337	0.1103659	0.6563580	0.6225185	0.6050428
250	0.5700576	0.0022447	0.0492562	0.0064917	0.2314542	0.3053067	0.2145609	0.0482656	0.2703139	0.1863395	0.2769800	0.5597339	0.4310748	0.1588361	0.2582050	0.7003595	0.0152395	0.5895118	0.3776814	0.3646549	0.0560703	0.3756404	0.2182420	0.6923591	0.2006634	0.5142479	0.4007999	0.3230316	0.3775422	0.6798624	0.6932225	0.5899677	0.4942492	0.6843965	0.7537663	0.3033628	0.6850340	0.0358221	0.1363471	0.0279026	0.4880667	0.3510733	0.0498004	0.5156567	0.6275339	0.6894979	0.4051841	0.7125140	0.1782648	0.6570644	0.1264894	0.4682999	0.4732986	0.3862312	0.6563112	0.6785287	0.6276495	0.0061980	0.0286813	0.2745609	0.6736142	0.3795322	0.3983443	0.6246809	0.1191845	0.7521853	0.2746173	0.4464074	0.3559425	0.1447588	0.7846730	0.3314373	0.5022337	0.0047540	0.6448618	0.5999722	0.0336152	0.3257316	0.2524831	0.7682586	0.2971568	0.3880290	0.2096940	0.1703742	0.6778364	0.4294893	0.3235980	0.7217651	0.5930447	0.0024993	0.8058068	0.8005776	0.6517012	0.7195277	0.4289210	0.8337398	0.1802572	0.6833943	0.8163047	0.7602711
300	0.5735569	0.0294261	0.0781262	0.0073782	0.2784094	0.3312367	0.3314613	0.0299568	0.3178536	0.1385308	0.2581606	0.5198097	0.3983759	0.2105158	0.2623878	0.6787627	0.0077985	0.6022530	0.4416820	0.3259969	0.0472827	0.4722457	0.2055949	0.6857628	0.1464530	0.5944870	0.5232508	0.2941072	0.3322491	0.5851322	0.6937881	0.8499698	0.3221963	0.6772619	0.6743382	0.3506619	0.6795018	0.0506046	0.0468274	0.0321039	0.4803117	0.3463403	0.0548743	0.5264016	0.7011857	0.7005688	0.2942145	0.7433247	0.2361298	0.7030678	0.1099485	0.6253816	0.4204664	0.3701506	0.5899828	0.6458222	0.6979143	0.0118719	0.0041041	0.2823907	0.5351864	0.3963150	0.5377120	0.5881354	0.1870918	0.6711103	0.2330790	0.4062307	0.4630784	0.0463492	0.7213242	0.4437175	0.5156498	0.0015382	0.6389965	0.7118669	0.0228205	0.3148303	0.1695871	0.8206116	0.3067467	0.2292470	0.2059669	0.0642034	0.7199557	0.3852570	0.4387279	0.6225115	0.5140888	0.0025223	0.6053237	0.6845387	0.6244038	0.7345519	0.5014044	0.6499916	0.1296325	0.6449384	0.6382427	0.7414366
350	0.4845024	0.0051391	0.0693377	0.0071436	0.2140806	0.3266164	0.3614243	0.0302462	0.3272163	0.1873933	0.2150801	0.5515177	0.4702553	0.3119145	0.1647523	0.6868795	0.0053840	0.5958169	0.5204905	0.3037793	0.0376733	0.3842853	0.1611182	0.6962460	0.1425752	0.5991152	0.4824742	0.2489147	0.3468197	0.6216053	0.7766085	0.6476400	0.4150175	0.6706817	0.6590946	0.4345684	0.6844184	0.0429845	0.0478860	0.0906627	0.4919733	0.3390388	0.0490064	0.5552678	0.6596841	0.6218083	0.4329941	0.7315623	0.2337793	0.7074643	0.0452208	0.6369267	0.4486570	0.3115416	0.6951011	0.7314426	0.6676324	0.0036712	0.0030054	0.3105899	0.6982618	0.3876858	0.5696922	0.4656288	0.1600862	0.4868406	0.1374076	0.3789255	0.4251244	0.0739905	0.6565423	0.5216917	0.5763651	0.0088674	0.6712628	0.7181620	0.0366757	0.2282158	0.3273084	0.6559661	0.2935165	0.2721304	0.2081716	0.0746414	0.8103653	0.4217887	0.5246129	0.7037379	0.7040039	0.0011286	0.6545537	0.7049952	0.5501904	0.6623435	0.2845791	0.7202517	0.1404890	0.7088744	0.6617015	0.7067172
400	0.4961046	0.0055815	0.0857778	0.0240953	0.1468039	0.2526025	0.3914393	0.0161386	0.3675594	0.2074639	0.1885650	0.4404733	0.6013796	0.3522568	0.1680470	0.5635722	0.0284887	0.5578209	0.5148698	0.3961420	0.0246953	0.5136174	0.1689438	0.8224968	0.1722289	0.6266686	0.5769738	0.3885574	0.3419900	0.6460201	0.6111202	0.7403915	0.4291303	0.5821230	0.7156313	0.5325133	0.7492621	0.0425619	0.0517749	0.0219666	0.6635694	0.3538245	0.0496151	0.5930738	0.7046463	0.7443086	0.2962440	0.6952564	0.1656482	0.5886194	0.0712127	0.7933700	0.5679812	0.3254178	0.6587234	0.6394299	0.5755513	0.0128962	0.0027813	0.2531190	0.6311999	0.3538670	0.5158544	0.3621630	0.0995550	0.6420959	0.0911307	0.5479717	0.4057140	0.0336372	0.6919886	0.4351081	0.4963999	0.0035074	0.6715761	0.6862674	0.0202018	0.1528193	0.2646190	0.6579716	0.3545600	0.2152460	0.2045892	0.1339998	0.7206677	0.3687484	0.5734234	0.6257488	0.5983554	0.0002269	0.6365695	0.7044608	0.6632589	0.7456046	0.1902860	0.6575132	0.1729825	0.5809149	0.6370962	0.6827597
