"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1494273	0.4180141	0.7559221	0.2601680	0.6568434	0.0233737	0.6298545	0.3961368	0.1014755	0.4216797	0.0246847	0.2118124	0.0042673	0.2442791	0.0222859	0.1835675	0.5391163	0.5637887	0.0869697	0.0012984	0.0344499	0.2291830	0.2764072	0.3477944	0.1753274	0.6226909	0.4695374	0.5915192	0.0354442	0.5629578	0.2596566	0.0303609	0.1942207	0.0550745	0.7009350	0.6209236	0.7279162	0.0413838	0.1305885	0.6274525	0.0015865	0.7361265	0.6794941	0.5429407	0.7430267	0.5136663	0.6779905	0.4547892	0.3363792	0.2148720	0.6324677	0.6900190	0.1003182	0.5842105	0.7813448	0.6045441	0.5564171	0.4589316	0.0722398	0.5705255	0.3953756	0.3281283	0.6767589	0.1534594	0.1850565	0.7054418	0.3060789	0.4081600	0.6012894	0.0184601	0.1779815	0.0029365	0.0112492	0.1190008	0.2412417	0.7484216	0.0880918	0.0919603	0.2113975	0.0003271	0.5379089	0.0527575	0.6276394	0.0998460	0.5111408	0.0003646	0.1418066	0.1130137	0.2040586	0.7597068	0.5757032	0.5408666	0.4908917	0.1598120	0.3858570	0.7788411	0.1561143	0.7527568	0.6778054	0.7607149
50	0.0447546	0.4505962	0.6580929	0.2328521	0.7855766	0.0102430	0.6817169	0.4187235	0.0938109	0.3979265	0.0020581	0.2179105	0.0000647	0.0435008	0.0069852	0.2343796	0.5291819	0.6100357	0.0600827	0.0003133	0.0571112	0.2508226	0.4156452	0.5351406	0.0298792	0.6366751	0.5080310	0.5297268	0.0187424	0.5808883	0.2139785	0.0099595	0.1936622	0.0267741	0.6262039	0.5176912	0.8186130	0.0452793	0.0916895	0.1880835	0.3060434	0.7897310	0.6702405	0.5852902	0.7326803	0.4692662	0.5481224	0.4407702	0.3813352	0.4852019	0.6620469	0.6790990	0.0646125	0.3979939	0.6940295	0.4204790	0.6960855	0.3326677	0.0429507	0.2374841	0.3444696	0.3434617	0.6247027	0.6386310	0.2093654	0.6578479	0.2251606	0.4181154	0.7373555	0.0153873	0.2075384	0.0011002	0.0451533	0.0373952	0.2285834	0.6482318	0.1309576	0.1091591	0.2244379	0.0043416	0.6539517	0.0604681	0.5218888	0.0715591	0.7692220	0.1653445	0.1682741	0.0992937	0.2285606	0.6656150	0.5794020	0.5887324	0.4730956	0.2926656	0.4274303	0.6489734	0.1405379	0.6442488	0.7182595	0.6276011
100	0.0332600	0.4648561	0.6534338	0.1961792	0.9141169	0.0212253	0.6447521	0.4194697	0.1011555	0.4051736	0.0027202	0.1598712	0.0032207	0.0217792	0.0021840	0.1834429	0.5217611	0.6417817	0.0608695	0.0008702	0.0698519	0.2142645	0.2861425	0.5107813	0.0103931	0.6199956	0.4443076	0.3884489	0.0264000	0.6465763	0.1507228	0.0016640	0.1852586	0.0143322	0.6839746	0.4855102	0.6899204	0.0146866	0.1094954	0.0336802	0.4250198	0.6676939	0.6773169	0.5273152	0.6824161	0.4677783	0.6079919	0.5669375	0.2984836	0.5231087	0.5803419	0.5237471	0.0732090	0.4026097	0.6815707	0.4164569	0.5720928	0.2107561	0.0971564	0.1437048	0.3281128	0.3538154	0.7356534	0.6263188	0.2978524	0.6831112	0.2648625	0.4642692	0.6267145	0.0105366	0.1761648	0.0058374	0.0992785	0.0426232	0.2711893	0.9180950	0.0837845	0.0765342	0.2544583	0.0008418	0.7110887	0.0508862	0.6251207	0.0404235	0.5619811	0.2121800	0.1208254	0.0397939	0.1973892	0.7760296	0.5735306	0.5148187	0.4945091	0.2960833	0.4221334	0.7498903	0.1590909	0.6274936	0.6447544	0.6802727
150	0.0521361	0.3882782	0.6628066	0.1601450	0.7389416	0.0252397	0.5462699	0.3316586	0.0861442	0.4321124	0.0009420	0.1960779	0.0018496	0.0084988	0.0119892	0.1978805	0.5121340	0.6636831	0.0398145	0.0005649	0.0368862	0.3342520	0.2891513	0.6486937	0.0258849	0.7605224	0.3896808	0.3356667	0.0185652	0.6517611	0.1981536	0.0007881	0.1494597	0.0046983	0.6615279	0.4584919	0.7004129	0.0302655	0.0901111	0.0328785	0.6405118	0.6707450	0.6216225	0.5574297	0.6060327	0.3997644	0.6393758	0.6443156	0.3371121	0.5622609	0.5942963	0.6810738	0.0881440	0.4146934	0.6763351	0.4261685	0.4761861	0.3100104	0.0709496	0.1095795	0.3814118	0.2947266	0.6907487	0.5801339	0.2346373	0.6352905	0.2449423	0.4763568	0.6821249	0.0088907	0.1297912	0.0093325	0.1422721	0.0178997	0.2047238	0.6274065	0.1022071	0.0675479	0.1963456	0.0078071	0.7673139	0.0642144	0.5951267	0.0808181	0.6288237	0.1937136	0.0940437	0.0636269	0.2594627	0.7031779	0.3956454	0.5979235	0.6867845	0.4586366	0.3560498	0.5802655	0.2110152	0.6332999	0.6428570	0.6260054
200	0.0225075	0.4258263	0.6503696	0.1425421	0.6291714	0.0182531	0.6190681	0.3554634	0.0814931	0.4834676	0.0114261	0.1452311	0.0002627	0.0098751	0.0052820	0.1399171	0.5725195	0.6577885	0.0615969	0.0000000	0.0293303	0.2837628	0.3244402	0.6529962	0.0174971	0.6141665	0.3446073	0.3572259	0.0266071	0.6863263	0.1843417	0.0010207	0.1001832	0.0048738	0.6658588	0.4620806	0.6770387	0.0439691	0.1028580	0.0153288	0.7333005	0.6729957	0.5569813	0.6730427	0.7168530	0.4964578	0.7113520	0.6204983	0.3564028	0.7603107	0.7190899	0.6850425	0.0880541	0.4080364	0.6473264	0.4743470	0.5619599	0.2596762	0.0748123	0.0619054	0.3500994	0.2837002	0.6412664	0.5612415	0.2991959	0.6072999	0.2155358	0.4946048	0.7359474	0.0356067	0.2652892	0.0105499	0.1225250	0.0231985	0.2933302	0.6514473	0.1008811	0.1272821	0.1594405	0.0037742	0.7188263	0.0578623	0.6520675	0.0318783	0.7135369	0.1592941	0.1243560	0.0311827	0.2231018	0.7053130	0.4830691	0.5649539	0.5636352	0.2666140	0.4986221	0.7193765	0.1171623	0.6570834	0.5832096	0.5802949
250	0.0465307	0.5128631	0.6678296	0.1280891	0.5882253	0.0096915	0.6182085	0.5569990	0.1101441	0.3414204	0.0000000	0.2006358	0.0013914	0.0135968	0.0032435	0.1948001	0.5021783	0.7912168	0.0547437	0.0000485	0.0104841	0.3633934	0.4056039	0.6311590	0.0167372	0.6984057	0.3807351	0.2663189	0.0476862	0.6091367	0.2129360	0.0003943	0.1308021	0.0038784	0.6882963	0.6259291	0.6314600	0.0147728	0.0658764	0.0054264	0.6880791	0.8420712	0.5917284	0.7057308	0.6872543	0.4989248	0.7004611	0.6236547	0.3974529	0.5511051	0.5131761	0.6371365	0.1215716	0.4890909	0.6749841	0.3912818	0.4440115	0.3813499	0.0570315	0.0984021	0.3306709	0.3081874	0.7244773	0.6358350	0.2191627	0.6003366	0.2833416	0.4093483	0.6833786	0.0140358	0.1831723	0.0174043	0.1232843	0.0368111	0.2768922	0.6675692	0.1046121	0.1428041	0.1944243	0.0015321	0.7427418	0.0639370	0.5055221	0.0326075	0.6466904	0.1721942	0.0794013	0.0624784	0.3217296	0.6472018	0.5512188	0.5793162	0.5286211	0.3930189	0.3916393	0.7243788	0.1711809	0.5348434	0.5637423	0.6388664
300	0.0332426	0.3777350	0.7210024	0.1365467	0.6635529	0.0164100	0.6608152	0.3665229	0.0874084	0.4231539	0.0023007	0.1815319	0.0002522	0.0259420	0.0013240	0.2235797	0.5149133	0.6673058	0.0632080	0.0000000	0.0275131	0.2886371	0.3909444	0.5874224	0.0200335	0.9241275	0.4464349	0.2721637	0.0324029	0.7196025	0.2266918	0.0002389	0.1169156	0.0005718	0.7502720	0.5468231	0.7188815	0.0372540	0.0775793	0.0144126	0.5753702	0.6214364	0.5854275	0.5013425	0.6160692	0.4896467	0.6706260	0.5316282	0.4009315	0.6713465	0.5927659	0.7120044	0.1161332	0.5424017	0.8023593	0.4223745	0.4651449	0.3132918	0.0975029	0.0686445	0.3467207	0.2814063	0.7229946	0.6471783	0.2927936	0.6420487	0.2522337	0.3653146	0.7217511	0.0454964	0.2268517	0.0054932	0.1117480	0.0246224	0.2179036	0.6402307	0.1371462	0.1008708	0.1882939	0.0081185	0.7703431	0.0545677	0.5406227	0.0297419	0.6801345	0.1904920	0.0809368	0.0704860	0.2964463	0.6431017	0.6572809	0.5627965	0.6531412	0.3170419	0.4408664	0.6696744	0.1724644	0.7033096	0.7007334	0.6913473
350	0.0283650	0.3774910	0.7309078	0.1320498	0.7113158	0.0093698	0.6669291	0.5282502	0.0695153	0.4405674	0.0009145	0.2299305	0.0000000	0.0083795	0.0070072	0.1679772	0.5723822	0.6672210	0.0687143	0.0004293	0.0317036	0.3093863	0.3562311	0.7050340	0.0090795	0.6965150	0.5257884	0.2978349	0.0341500	0.6990283	0.2806337	0.0000267	0.1307547	0.0013607	0.7914260	0.4905608	0.5397628	0.0134988	0.0462782	0.0012284	0.6210921	0.8130448	0.5664503	0.5393454	0.7228088	0.5855008	0.6619336	0.6144607	0.3930053	0.5712032	0.7446321	0.7646046	0.0799014	0.4191731	0.7099342	0.4900819	0.5359685	0.2288077	0.1009251	0.1056478	0.2791131	0.3042595	0.7948133	0.7345770	0.1850869	0.6591346	0.3125896	0.4071921	0.6373885	0.0158863	0.1960929	0.0042496	0.1704876	0.0296952	0.2416187	0.7003486	0.1347279	0.0650876	0.1753066	0.0006977	0.6887747	0.0465516	0.5204111	0.0331961	0.6838196	0.1664680	0.1088652	0.0717971	0.3097169	0.7689764	0.4974011	0.5970798	0.6284517	0.3926529	0.4990223	0.7954979	0.1585602	0.7878547	0.6739486	0.7346892
400	0.0303698	0.4962236	0.8208819	0.2080242	0.7799984	0.0127757	0.6084424	0.5155025	0.1025759	0.4475698	0.0003305	0.1554423	0.0010305	0.0045479	0.0014544	0.2092737	0.5375755	0.6906607	0.0502029	0.0001618	0.0337779	0.3438573	0.3617755	0.5613633	0.0240197	0.6891888	0.4084736	0.2339435	0.0249535	0.6366620	0.2409839	0.0000851	0.0911920	0.0005329	0.8934206	0.4638789	0.6865145	0.0320297	0.0752076	0.0099625	0.5513289	0.6249866	0.5356746	0.6260372	0.6071310	0.4397052	0.5998326	0.5953389	0.3260384	0.7106972	0.7371389	0.7517728	0.0813522	0.4537096	0.7334642	0.4197919	0.5083079	0.2691156	0.0682268	0.1069566	0.3533875	0.3255813	0.6523110	0.6696390	0.2315722	0.5697365	0.3765724	0.4868081	0.5666808	0.0168213	0.1976334	0.0182526	0.0934117	0.0631905	0.2705903	0.6728112	0.2062914	0.1235990	0.1396285	0.0009355	0.7999655	0.0634279	0.5191159	0.0378614	0.5038194	0.1972659	0.1382342	0.0332985	0.2581548	0.6674545	0.4720548	0.5753624	0.6518368	0.3170769	0.5594649	0.8727840	0.2473850	0.6284070	0.6877549	0.6169782
