G2	G1	1
G2	G3	1
G4	G1	1
G4	G3	1
G4	G10	1
G4	G39	1
G4	G40	1
G5	G1	1
G5	G3	1
G5	G7	1
G5	G8	1
G5	G9	1
G5	G11	1
G5	G12	1
G5	G13	1
G5	G14	1
G5	G17	1
G5	G19	1
G5	G20	1
G5	G21	1
G5	G25	1
G5	G28	1
G5	G29	1
G5	G34	1
G5	G35	1
G5	G36	1
G6	G1	1
G6	G3	1
G6	G15	1
G6	G16	1
G6	G18	1
G6	G22	1
G6	G23	1
G6	G24	1
G6	G26	1
G6	G27	1
G6	G30	1
G6	G31	1
G6	G32	1
G6	G33	1
G6	G38	1
G37	G35	1
G37	G36	1
G37	G38	1
G37	G39	1
G37	G40	1
G1	G2	0
G1	G3	0
G1	G4	0
G1	G5	0
G1	G6	0
G1	G7	0
G1	G8	0
G1	G9	0
G1	G10	0
G1	G11	0
G1	G12	0
G1	G13	0
G1	G14	0
G1	G15	0
G1	G16	0
G1	G17	0
G1	G18	0
G1	G19	0
G1	G20	0
G1	G21	0
G1	G22	0
G1	G23	0
G1	G24	0
G1	G25	0
G1	G26	0
G1	G27	0
G1	G28	0
G1	G29	0
G1	G30	0
G1	G31	0
G1	G32	0
G1	G33	0
G1	G34	0
G1	G35	0
G1	G36	0
G1	G37	0
G1	G38	0
G1	G39	0
G1	G40	0
G2	G4	0
G2	G5	0
G2	G6	0
G2	G7	0
G2	G8	0
G2	G9	0
G2	G10	0
G2	G11	0
G2	G12	0
G2	G13	0
G2	G14	0
G2	G15	0
G2	G16	0
G2	G17	0
G2	G18	0
G2	G19	0
G2	G20	0
G2	G21	0
G2	G22	0
G2	G23	0
G2	G24	0
G2	G25	0
G2	G26	0
G2	G27	0
G2	G28	0
G2	G29	0
G2	G30	0
G2	G31	0
G2	G32	0
G2	G33	0
G2	G34	0
G2	G35	0
G2	G36	0
G2	G37	0
G2	G38	0
G2	G39	0
G2	G40	0
G3	G1	0
G3	G2	0
G3	G4	0
G3	G5	0
G3	G6	0
G3	G7	0
G3	G8	0
G3	G9	0
G3	G10	0
G3	G11	0
G3	G12	0
G3	G13	0
G3	G14	0
G3	G15	0
G3	G16	0
G3	G17	0
G3	G18	0
G3	G19	0
G3	G20	0
G3	G21	0
G3	G22	0
G3	G23	0
G3	G24	0
G3	G25	0
G3	G26	0
G3	G27	0
G3	G28	0
G3	G29	0
G3	G30	0
G3	G31	0
G3	G32	0
G3	G33	0
G3	G34	0
G3	G35	0
G3	G36	0
G3	G37	0
G3	G38	0
G3	G39	0
G3	G40	0
G4	G2	0
G4	G5	0
G4	G6	0
G4	G7	0
G4	G8	0
G4	G9	0
G4	G11	0
G4	G12	0
G4	G13	0
G4	G14	0
G4	G15	0
G4	G16	0
G4	G17	0
G4	G18	0
G4	G19	0
G4	G20	0
G4	G21	0
G4	G22	0
G4	G23	0
G4	G24	0
G4	G25	0
G4	G26	0
G4	G27	0
G4	G28	0
G4	G29	0
G4	G30	0
G4	G31	0
G4	G32	0
G4	G33	0
G4	G34	0
G4	G35	0
G4	G36	0
G4	G37	0
