"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3955847	0.0162656	0.5608518	0.4323804	0.2453953	0.5662717	0.2016421	0.1561313	0.3056882	0.4732102	0.6174748	0.5419893	0.4444676	0.3376843	0.4562840	0.0425449	0.5170946	0.4472460	0.8026820	0.2743946	0.6829598	0.6560999	0.7235604	0.3839471	0.3847004	0.4403518	0.2475154	0.5869854	0.7460860	0.3183539	0.3459615	0.0364096	0.1492353	0.0287810	0.0016477	0.4561033	0.0888384	0.0250404	0.6924020	0.3999763	0.7731507	0.6691881	0.3800748	0.0725970	0.3590737	0.5556088	0.6631423	0.0706259	0.2715603	0.3835348	0.5196991	0.6081213	0.6320153	0.7535034	0.0349326	0.6700619	0.5985941	0.7415048	0.3203164	0.1607479	0.0899166	0.3351276	0.6956153	0.0833225	0.6727282	0.5288948	0.7723374	0.5484339	0.7707209	0.8290460	0.0593110	0.1463073	0.7167051	0.6689459	0.1910132	0.6870222	0.8448770	0.0069295	0.7011659	0.2054994	0.7121801	0.0084618	0.5416330	0.5879657	0.0231032	0.1964256	0.2640546	0.3300090	0.5852752	0.0268229	0.6364978	0.6913938	0.0257065	0.0264564	0.0118797	0.6719571	0.6418853	0.0712899	0.6286055	0.2367005
50	0.3767664	0.0216360	0.6538931	0.5626520	0.1910622	0.3672893	0.1430358	0.1854558	0.2675865	0.6589476	0.4681364	0.5215954	0.4346489	0.2854379	0.3866425	0.0186694	0.5842030	0.4939695	0.1919136	0.2967224	0.4683700	0.5830316	0.7472913	0.3720320	0.3904076	0.6028824	0.3316973	0.7133511	0.5493018	0.5303916	0.2783123	0.0428334	0.1758616	0.0302511	0.0011569	0.4095887	0.1542158	0.1541772	0.5899791	0.3059060	0.7757066	0.6503557	0.2740298	0.0685883	0.3150741	0.6207211	0.5720755	0.0262413	0.2537638	0.3710646	0.6073149	0.5983371	0.7703163	0.6854105	0.0387551	0.2763825	0.4945262	0.5727179	0.4275075	0.1183918	0.0776705	0.2794593	0.7203967	0.0239613	0.6107438	0.4334828	0.6436274	0.6507512	0.8316782	0.7776092	0.0365183	0.1827086	0.6970535	0.5570442	0.2065892	0.6568948	0.5216956	0.0039884	0.6665823	0.1034394	0.7913802	0.0008008	0.4978759	0.6897598	0.0142416	0.1552002	0.2562627	0.3948686	0.4144492	0.0163639	0.6065932	0.6121956	0.0257033	0.1637308	0.0176649	0.6571044	0.7455868	0.1528356	0.6562325	0.1082126
100	0.4474714	0.0184715	0.6875914	0.4993926	0.1663318	0.3801764	0.2030238	0.2160483	0.2720080	0.6182204	0.5162224	0.5026329	0.5169310	0.2670937	0.4222834	0.0369544	0.6906551	0.5506637	0.1354051	0.2223661	0.5082521	0.7185865	0.8161709	0.4071958	0.3118512	0.4201423	0.2929185	0.6979718	0.6377527	0.4856202	0.2880890	0.0106256	0.1414182	0.0803350	0.0005758	0.3798411	0.1649134	0.1129750	0.4623865	0.2911324	0.7759349	0.5778278	0.3115431	0.0636798	0.4237039	0.5662523	0.6374752	0.0618300	0.3321276	0.4375454	0.5115464	0.6362012	0.6512056	0.6813846	0.0100343	0.2985033	0.4725429	0.5727262	0.5501762	0.0746036	0.0666295	0.3189725	0.7456881	0.0036156	0.5991114	0.5060812	0.7136478	0.6599852	0.7048101	0.6877954	0.0416440	0.1494585	0.7101738	0.5897434	0.1407867	0.5833319	0.6236141	0.0010064	0.7127851	0.0548629	0.7469857	0.0000367	0.4436497	0.7232179	0.0293427	0.1569703	0.2888646	0.3631425	0.4689318	0.0422210	0.7315407	0.6852297	0.0304040	0.1941653	0.0155372	0.6459551	0.7335846	0.1489497	0.5002800	0.0754347
150	0.3415446	0.0065013	0.8305215	0.4297314	0.2919484	0.4994965	0.1193115	0.2884654	0.2783317	0.6692807	0.5518099	0.4590887	0.5618364	0.2277428	0.3747561	0.0351394	0.6557837	0.5416496	0.0720912	0.1795203	0.6331554	0.7180960	0.8785745	0.4412290	0.2459165	0.4403740	0.3787774	0.7365989	0.6605280	0.7607319	0.3022767	0.0077730	0.0413588	0.0382143	0.0004841	0.3428200	0.1208023	0.1520207	0.5845690	0.3041782	0.5510710	0.8008852	0.3076673	0.0804029	0.3497846	0.6316041	0.7394218	0.0919999	0.2820948	0.4558647	0.5458463	0.5980435	0.7014560	0.7481950	0.0223779	0.2067738	0.3281218	0.4730214	0.6558293	0.0953404	0.0752689	0.3662203	0.6577335	0.0131172	0.8308719	0.5070595	0.6511140	0.6999980	0.7089531	0.9550597	0.0526605	0.1084909	0.6671156	0.4661291	0.1102096	0.6786041	0.6230063	0.0006322	0.7385166	0.0268506	0.7107457	0.0001647	0.3682445	0.6196801	0.0073051	0.2012382	0.3395810	0.3152360	0.4098894	0.0385895	0.7429992	0.7853239	0.0711577	0.1764089	0.0356833	0.6159287	0.7581533	0.1525266	0.6302220	0.0367580
200	0.2712015	0.0154807	0.7390368	0.4935874	0.2296018	0.4301789	0.1674225	0.3002935	0.2271375	0.5723521	0.5333278	0.4457486	0.5017056	0.2774079	0.3964031	0.0697956	0.6174469	0.5033434	0.0769706	0.3235118	0.6328511	0.7457215	0.8499423	0.3899153	0.2859721	0.4334769	0.4148849	0.5685174	0.7085350	0.5572176	0.3068795	0.0052104	0.0698964	0.0422561	0.0068671	0.4771092	0.1186438	0.2308590	0.5993747	0.3275539	0.7770062	0.7545220	0.3125579	0.0332922	0.4232399	0.5058463	0.6745156	0.0575648	0.2815281	0.3560143	0.5602357	0.6730010	0.6349585	0.7384543	0.0093256	0.1110812	0.4303569	0.5997429	0.6992152	0.0520338	0.0731360	0.3487194	0.7028332	0.0024260	0.8036726	0.4170285	0.7047208	0.6264908	0.6431039	0.6789957	0.0324376	0.2267641	0.5814864	0.4846531	0.1020488	0.6867274	0.5756393	0.0014975	0.5873256	0.0310553	0.6145335	0.0003856	0.4042965	0.8469463	0.0191773	0.1772980	0.3471415	0.2630748	0.5035873	0.0357928	0.7655739	0.7285867	0.0522583	0.1372416	0.0156744	0.7083305	0.7344216	0.1295496	0.5306955	0.0679434
250	0.3031011	0.0155659	0.7517079	0.4036429	0.1694612	0.4067114	0.1386621	0.1652292	0.3203010	0.6434692	0.5603845	0.4750543	0.5474410	0.2830892	0.3191634	0.0494557	0.6525738	0.4921764	0.0851455	0.3044688	0.5994150	0.6894877	0.7340311	0.4045283	0.2758240	0.5420834	0.4693287	0.5875488	0.7554905	0.6123871	0.3917361	0.0015730	0.0666119	0.0408095	0.0000320	0.5304097	0.0969753	0.1626327	0.6234890	0.3074159	0.7676523	0.6638515	0.3239053	0.0656258	0.3914050	0.6088938	0.6054931	0.0239430	0.3240267	0.3762723	0.6223202	0.6887855	0.7488565	0.7406355	0.0302760	0.1526915	0.5034776	0.5700492	0.5480743	0.0554919	0.1089327	0.3145516	0.5737839	0.0013026	0.8158729	0.4828675	0.6217073	0.7241014	0.6383761	0.6815118	0.0329825	0.1179791	0.6148764	0.4654205	0.1338581	0.6115643	0.5973259	0.0019678	0.7192906	0.0321357	0.7209687	0.0003027	0.3383205	0.6718676	0.0145575	0.1487183	0.2989635	0.3497806	0.4514018	0.0302317	0.7318301	0.6693460	0.0199300	0.1682413	0.0332770	0.7660141	0.8374949	0.1106262	0.5899837	0.0595081
300	0.2717534	0.0135046	0.6004467	0.4112326	0.2373532	0.4081265	0.1539599	0.2100399	0.2737723	0.6559518	0.5023929	0.4141338	0.5324981	0.1990576	0.4904271	0.0288162	0.6492090	0.5935352	0.0602973	0.2851650	0.5711708	0.6929840	0.5720609	0.3489588	0.3283119	0.5871523	0.3773152	0.6045109	0.5531551	0.6450358	0.3233057	0.0000000	0.0260482	0.0343274	0.0037624	0.4952236	0.0996514	0.1866162	0.6983413	0.3292148	0.7036023	0.8418775	0.2742933	0.0599570	0.3292706	0.4942874	0.6475102	0.0453513	0.2422259	0.3331661	0.5980720	0.6910352	0.7491532	0.5733125	0.0121248	0.1029972	0.4241357	0.5458601	0.6511502	0.0957414	0.0741996	0.3075880	0.7015857	0.0038617	0.8575598	0.6186109	0.7172648	0.6972911	0.6331338	0.7655329	0.0198871	0.1454394	0.6275199	0.3810917	0.0724578	0.5743356	0.6312618	0.0020806	0.6640047	0.0668318	0.6935005	0.0016927	0.3816876	0.6862237	0.0171646	0.1514882	0.3128093	0.3579234	0.5421806	0.0464429	0.6738763	0.6826346	0.0394164	0.2332212	0.0195603	0.7770887	0.7549089	0.1214559	0.6951051	0.0976563
350	0.3890075	0.0090580	0.6919760	0.4314143	0.2360096	0.5741064	0.2051956	0.1935917	0.3087341	0.6082708	0.4531686	0.3940515	0.5516783	0.1942257	0.4098109	0.0471398	0.6932632	0.4221619	0.0903141	0.3084829	0.5660347	0.7033815	0.6266057	0.3663169	0.3509445	0.5820839	0.2428755	0.6256806	0.5556587	0.6704812	0.2862944	0.0000000	0.0908479	0.0364272	0.0000000	0.5265394	0.1609290	0.1884764	0.7003158	0.3993107	0.7685968	0.6300353	0.2682593	0.0385898	0.4311931	0.6958601	0.6824086	0.0929672	0.1958976	0.4115186	0.6572046	0.6921168	0.7254990	0.6839417	0.0321659	0.1894267	0.4070369	0.6044836	0.7204437	0.0712477	0.0614087	0.2843784	0.6418925	0.0040613	0.6709078	0.5097843	0.6353381	0.7092400	0.7347305	0.5896264	0.0414333	0.1766053	0.6870927	0.4572746	0.0807219	0.6522949	0.6614506	0.0006413	0.6201067	0.0578478	0.6719785	0.0000000	0.3629776	0.6156463	0.0078074	0.1488366	0.3153514	0.3791168	0.4433498	0.0417173	0.6668056	0.6314677	0.0379422	0.1917225	0.0088123	0.7262250	0.5872727	0.1575542	0.5785588	0.1082775
400	0.2453816	0.0133266	0.7651568	0.3366598	0.2159629	0.4878466	0.1470471	0.2799912	0.3689732	0.6530923	0.5051066	0.4482682	0.5645589	0.2809770	0.4113074	0.0240829	0.5869436	0.4401655	0.0803543	0.3099697	0.6299430	0.6867024	0.7177605	0.3280025	0.3522472	0.6795088	0.3148976	0.6370951	0.7173547	0.7160647	0.3672626	0.0000288	0.1082580	0.0299041	0.0033304	0.4439493	0.1699464	0.1770080	0.6780619	0.2458695	0.7421538	0.7394918	0.2817354	0.0528624	0.4169359	0.7118854	0.6375985	0.0821624	0.2099162	0.3901831	0.6319875	0.6217836	0.8057648	0.6455049	0.0364110	0.1412065	0.3434296	0.6145537	0.7065114	0.0654494	0.0885826	0.2397284	0.7210845	0.0147485	0.6000165	0.4474604	0.6445609	0.6352227	0.7262798	0.7104246	0.0311247	0.1187325	0.6235164	0.4753638	0.0480718	0.7136678	0.6965736	0.0000308	0.6373931	0.0525192	0.6478813	0.0003341	0.4421174	0.7185871	0.0204474	0.1362529	0.3201536	0.3214793	0.5245144	0.0382266	0.6232634	0.7628796	0.0426604	0.2240392	0.0035612	0.7298298	0.8241409	0.0879277	0.5922603	0.0631021
