"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6480655	0.0531562	0.4890000	0.4472828	0.2536312	0.4875535	0.4328862	0.0451662	0.4955903	0.2105841	0.5394039	0.7427059	0.5190508	0.3531982	0.8027985	0.2178921	0.3207092	0.4213670	0.2719267	0.7095559	0.2941603	0.0216231	0.7801453	0.3780533	0.0208361	0.0362619	0.1220850	0.6204354	0.5037053	0.6518640	0.4738112	0.6803046	0.1192706	0.6942005	0.4841836	0.2578477	0.3888404	0.4465347	0.4163004	0.3126994	0.0486551	0.2431615	0.2054321	0.7083487	0.6381411	0.0078987	0.1195709	0.5734826	0.3706024	0.6002948	0.2543770	0.6906935	0.0932796	0.4450038	0.6722668	0.1185976	0.3545865	0.6518672	0.7127097	0.5281301	0.6247375	0.6941304	0.3760577	0.2206761	0.2082018	0.4936360	0.2390311	0.2714497	0.6605583	0.1283608	0.1680134	0.1969498	0.1443153	0.4183363	0.4827927	0.1555937	0.0024330	0.4179625	0.4560604	0.2121649	0.2930950	0.2185328	0.4359474	0.1253967	0.3184648	0.5805943	0.2278716	0.5802144	0.4580716	0.6182599	0.3979418	0.5826945	0.5423431	0.6048511	0.6815121	0.6825383	0.3059985	0.7098394	0.8716108	0.7017305
50	0.7524721	0.0633144	0.4223844	0.2561924	0.1440049	0.3616478	0.5097953	0.0537080	0.5726117	0.2265037	0.6951623	0.6290886	0.1572056	0.1693653	0.6153562	0.0479545	0.2611920	0.3715772	0.3466692	0.6314980	0.1568634	0.2300276	0.6204295	0.6366733	0.0218279	0.0583724	0.1150343	0.7115945	0.6192866	0.8358693	0.5090225	0.4826028	0.0398963	0.6384876	0.5551801	0.4848915	0.4164324	0.4169657	0.3328729	0.2771274	0.0150398	0.1933327	0.4368667	0.7962919	0.6174198	0.0060936	0.1819682	0.2253659	0.2452630	0.7056964	0.1183822	0.7457036	0.0883793	0.3705310	0.6136870	0.1401067	0.3234365	0.4060145	0.7210244	0.6845917	0.5976598	0.6093163	0.3018660	0.2047793	0.2812845	0.5880395	0.2514808	0.2162684	0.7182563	0.0928772	0.1649521	0.1013566	0.1522680	0.3549236	0.4214599	0.0782996	0.0043224	0.4322715	0.1103360	0.3015276	0.4131073	0.3398937	0.5246665	0.4327197	0.3872972	0.6300789	0.1178859	0.4002476	0.4159673	0.4805326	0.4178942	0.3505175	0.5983305	0.3449798	0.7188900	0.1055951	0.3292966	0.6016980	0.5302718	0.6616196
100	0.5447466	0.0589996	0.6585801	0.0732618	0.1062793	0.3729235	0.4719449	0.0687139	0.4577881	0.2303589	0.6621634	0.6308501	0.1477290	0.1921701	0.6295466	0.0085385	0.1142240	0.2892838	0.3206457	0.7596131	0.0773980	0.2068585	0.7612895	0.5999041	0.0208453	0.1204692	0.0992872	0.6452106	0.4947506	0.7202796	0.4181735	0.5469337	0.0124635	0.6020610	0.2413171	0.3930199	0.5194344	0.5414598	0.3865277	0.3378592	0.0156687	0.1515832	0.2970443	0.8198390	0.7459816	0.0096275	0.1311207	0.1860320	0.1051175	0.6849854	0.0527785	0.8264426	0.0243700	0.2280212	0.3920210	0.2470323	0.3560900	0.3827302	0.6532504	0.4716293	0.6715150	0.6511046	0.2460607	0.2626156	0.1754767	0.6684537	0.2714658	0.2102343	0.4568598	0.0515665	0.1611132	0.1538228	0.1403022	0.4341725	0.4234626	0.1599238	0.0008374	0.4490187	0.0110927	0.3824031	0.4117084	0.3038476	0.3928172	0.4475805	0.4213511	0.6045542	0.0981484	0.3576616	0.1545337	0.5859432	0.3078719	0.4185292	0.7064676	0.2294418	0.5837205	0.0819630	0.1655631	0.4580021	0.6545682	0.6011196
150	0.3259884	0.0942716	0.6552689	0.0363938	0.0589005	0.4233695	0.4654491	0.1520398	0.3959131	0.2015694	0.6847229	0.6551143	0.1700884	0.2168496	0.7396219	0.0028702	0.1013355	0.3256612	0.4075125	0.5740263	0.0745841	0.2369538	0.6178522	0.6158232	0.0214213	0.1806148	0.1264345	0.6624821	0.5290980	0.6954611	0.4971460	0.4401948	0.0086903	0.6652185	0.1602680	0.5509667	0.4921076	0.4849611	0.3431063	0.3763807	0.0016982	0.1489859	0.2584250	0.6704690	0.7720929	0.0486527	0.0480362	0.2619100	0.1425041	0.7204961	0.0384309	0.7634139	0.0148692	0.2322875	0.3804774	0.3233392	0.3232275	0.3131721	0.5300033	0.5810879	0.6226220	0.9304792	0.2454063	0.1796530	0.1841708	0.6385563	0.3317378	0.2950289	0.5693793	0.1202980	0.1471837	0.1504242	0.0968907	0.4329903	0.4722295	0.1354306	0.0084516	0.5783178	0.0071585	0.7144313	0.4452666	0.3779584	0.4356361	0.4321152	0.2944149	0.6472747	0.0968358	0.2877902	0.0241483	0.6623295	0.1867188	0.5142119	0.6251269	0.2044779	0.4970069	0.0962560	0.1049191	0.4300755	0.5096490	0.6695683
200	0.2493254	0.1907575	0.7388450	0.0448136	0.0989942	0.3530404	0.4690882	0.1011186	0.3817809	0.3773676	0.7038108	0.6743809	0.1556845	0.3674702	0.7951646	0.0061366	0.2218480	0.2847421	0.3656580	0.6898001	0.0765508	0.1955919	0.7517108	0.5877117	0.0340877	0.3016058	0.2217680	0.6145733	0.5714685	0.6447859	0.5283083	0.4794139	0.0199258	0.5984628	0.1680381	0.4534607	0.3527062	0.5118057	0.4484809	0.3307475	0.0020791	0.1532349	0.2569203	0.7948122	0.7463150	0.0217401	0.0384508	0.3163857	0.1134796	0.7216482	0.0722849	0.8083593	0.0279355	0.1996011	0.4043344	0.3383420	0.2341530	0.2865926	0.3728639	0.6187969	0.5595188	0.6186295	0.1064477	0.1725444	0.2005824	0.5625158	0.2961798	0.2181814	0.6572537	0.0846666	0.1433393	0.1093842	0.1555000	0.3260867	0.5949436	0.1126197	0.0000011	0.5139120	0.0024838	0.5548148	0.5341244	0.3715409	0.4182966	0.4946633	0.4287265	0.6291375	0.0957020	0.2587987	0.0201727	0.6252953	0.2066543	0.4500790	0.4631506	0.2962251	0.4505565	0.0944328	0.1206219	0.3973945	0.5264771	0.7257746
250	0.3810779	0.1415500	0.6702431	0.0490304	0.0970722	0.3844488	0.4234118	0.0673283	0.3772410	0.5326161	0.6374260	0.6355168	0.2737620	0.3258990	0.7295859	0.0118147	0.3211822	0.2653052	0.3356335	0.8190518	0.0676711	0.2032569	0.6318243	0.5622181	0.0172168	0.2219463	0.2902009	0.6681577	0.5802159	0.6692641	0.5411470	0.4304741	0.0178867	0.6180228	0.1806827	0.4410860	0.3604517	0.4682094	0.4500972	0.3442170	0.0262103	0.3363864	0.2154607	0.6580836	0.6381259	0.0398105	0.0617291	0.2371266	0.1010651	0.6780441	0.0526210	0.6087592	0.0110254	0.2653907	0.3927435	0.2625132	0.2404287	0.4067174	0.3539362	0.5231461	0.5971480	0.6624498	0.0730437	0.1951995	0.2605831	0.6956146	0.2333001	0.2138634	0.5815785	0.0719334	0.1430702	0.1310234	0.1084815	0.4255461	0.6411459	0.0931164	0.0059903	0.4281808	0.0013387	0.6784714	0.4805703	0.3977293	0.3447869	0.4446379	0.4765775	0.4723893	0.1466152	0.3873103	0.0162706	0.7049919	0.2352333	0.5156650	0.3938444	0.1999295	0.3796076	0.0918430	0.1148234	0.4215448	0.5782343	0.7125494
300	0.6054674	0.1512768	0.4995226	0.0347309	0.1499958	0.3923260	0.3983254	0.0288269	0.3515691	0.4394935	0.6255641	0.7560008	0.1995192	0.3615839	0.7331554	0.0296937	0.2697462	0.3166342	0.3195579	0.5223926	0.0747073	0.2124204	0.5942822	0.5377219	0.0190023	0.3834515	0.3437292	0.8979840	0.5158187	0.6383609	0.5312483	0.6061153	0.0072632	0.6803481	0.2996152	0.5057772	0.4512784	0.4340748	0.4774592	0.3298634	0.0175742	0.2349186	0.2534674	0.7613158	0.7164013	0.0455126	0.1577424	0.2581898	0.1022029	0.6251583	0.0391571	0.6947518	0.0403216	0.4345623	0.4609595	0.1435968	0.2749957	0.4442191	0.4329374	0.4477408	0.6744210	0.6585938	0.0525034	0.2312015	0.2958786	0.6782563	0.1974551	0.2462102	0.6068401	0.1189135	0.1400095	0.1060046	0.1090287	0.4007957	0.5529786	0.1524824	0.0026497	0.4705941	0.0012766	0.6644502	0.4508545	0.4058527	0.3056889	0.4390209	0.5452670	0.3879709	0.1405825	0.2945152	0.0147272	0.6511448	0.2556382	0.4841939	0.3684186	0.2128565	0.4603350	0.0641392	0.0862660	0.5387367	0.5359029	0.7224859
350	0.5586472	0.1162590	0.6381312	0.0636026	0.1240187	0.3052400	0.3629736	0.0576061	0.3416926	0.3792483	0.5383203	0.6217470	0.1510161	0.2468223	0.7677924	0.0041110	0.2161030	0.2268640	0.2822883	0.5343392	0.0847924	0.2241688	0.7773536	0.6007637	0.0071887	0.4566236	0.2928616	0.7479405	0.5358491	0.8677810	0.4801572	0.5783693	0.0069798	0.6323750	0.3616840	0.4082299	0.4210834	0.4503760	0.4752003	0.3739108	0.0131231	0.2325450	0.2349175	0.8479903	0.7313766	0.0619684	0.0831797	0.1968328	0.1250720	0.6276936	0.0748482	0.7114856	0.0511084	0.3170671	0.5225907	0.2723483	0.3398089	0.4512181	0.5269374	0.4412712	0.7251744	0.6796650	0.0476717	0.2678417	0.2407517	0.7190404	0.1609212	0.1741023	0.6084576	0.0689917	0.1046153	0.1388903	0.1194259	0.2994270	0.6470416	0.1151935	0.0035872	0.4096464	0.0023265	0.7567752	0.4982448	0.2954019	0.3646052	0.4370380	0.5563928	0.3114770	0.1390172	0.4044788	0.0041084	0.7825163	0.2424387	0.3876967	0.4980358	0.1703339	0.4127226	0.0995707	0.0672708	0.4570706	0.6130343	0.7741548
400	0.5161783	0.1011808	0.5852935	0.0409196	0.0769846	0.3553064	0.5062816	0.0411846	0.3575538	0.4551520	0.7694164	0.6357527	0.1149701	0.2811642	0.6927940	0.0060442	0.2458766	0.2360687	0.2151249	0.6496962	0.1079594	0.3087559	0.7414938	0.5349312	0.0137324	0.4348883	0.3287044	0.7676658	0.5075540	0.7487647	0.3994152	0.5171595	0.0014412	0.5741847	0.3919942	0.5151445	0.4681591	0.4278245	0.3954689	0.2894930	0.0147670	0.2815961	0.1883922	0.7268186	0.8048275	0.0559994	0.0899423	0.2567316	0.1334861	0.5926029	0.0765128	0.8641429	0.0352732	0.3598400	0.5171047	0.2333029	0.2938400	0.5240608	0.4372160	0.5495937	0.8358896	0.6090393	0.0383389	0.1946678	0.1989256	0.6282250	0.2198415	0.2476362	0.6437481	0.0701584	0.2484829	0.1009684	0.1374563	0.4475942	0.6143170	0.1532238	0.0027693	0.5151902	0.0003569	0.6727822	0.6291877	0.4498758	0.3783977	0.2888608	0.5090800	0.3131204	0.0767795	0.3315999	0.0144162	0.5852442	0.2209833	0.3974795	0.3878148	0.1769365	0.4187066	0.0874217	0.0679741	0.4700135	0.6025009	0.7717024
450	0.5513787	0.0489446	0.4731133	0.0227925	0.0866349	0.3353718	0.4536880	0.0096086	0.3578019	0.4463855	0.7719913	0.7080005	0.1479410	0.3402075	0.6242660	0.0034551	0.1075004	0.2853051	0.3201376	0.6853731	0.0988610	0.2571518	0.6305418	0.6609099	0.0226812	0.4225003	0.3317844	0.6953039	0.5821905	0.6648254	0.4426895	0.5087343	0.0235840	0.5481920	0.2244169	0.4844990	0.3841293	0.4955129	0.3933836	0.2952200	0.0117134	0.2934363	0.1792709	0.6920373	0.6359526	0.0491833	0.0934017	0.2093938	0.1327039	0.6126096	0.0295868	0.6696874	0.0240135	0.3287335	0.5313165	0.2392272	0.3790949	0.4662855	0.4535463	0.6019733	0.5609102	0.6874549	0.0321344	0.2541803	0.2699544	0.6400571	0.1769614	0.2627701	0.6036978	0.0484638	0.1873435	0.0670702	0.1131914	0.3996115	0.5373490	0.1082340	0.0011833	0.3178248	0.0000000	0.7419086	0.5081179	0.4806950	0.4017170	0.4486757	0.3770245	0.2594494	0.0987357	0.3562226	0.0034599	0.7929080	0.2660223	0.3644516	0.3500705	0.1554684	0.3379490	0.0483415	0.0845276	0.4488630	0.7139796	0.6969396
500	0.4312897	0.0654813	0.7224893	0.0321292	0.1282766	0.3355617	0.5081539	0.0039534	0.3200658	0.4279348	0.6883432	0.6361792	0.1500056	0.2301281	0.7011497	0.0076537	0.1443831	0.2693518	0.2485651	0.6299901	0.0573232	0.3336331	0.6690910	0.5522285	0.0186252	0.5441116	0.4180084	0.6515209	0.6096579	0.7441904	0.4097367	0.4617832	0.0013671	0.8054594	0.1998918	0.4861765	0.5244594	0.5358893	0.4425776	0.3707142	0.0050825	0.2949269	0.3389490	0.7273289	0.7029724	0.1080840	0.0680805	0.2106773	0.1098377	0.7106472	0.0661184	0.8028425	0.0102906	0.2874539	0.5718089	0.2932097	0.3043371	0.4727089	0.4936585	0.5387649	0.5838793	0.8075069	0.0347814	0.2076473	0.2425157	0.7038679	0.1660511	0.2059610	0.4872284	0.0800574	0.1930793	0.0955959	0.0820334	0.3472535	0.6218253	0.1392209	0.0013552	0.3047815	0.0000317	0.7059936	0.5739060	0.4920536	0.3538549	0.4302564	0.5825227	0.3581843	0.1891516	0.3573217	0.0256181	0.7264789	0.2935046	0.3654028	0.3610373	0.1775329	0.4595753	0.1338051	0.1324436	0.4898959	0.5522515	0.6883682
550	0.4879100	0.0995970	0.5417516	0.2390207	0.3757631	0.4117643	0.5078012	0.0373458	0.3793537	0.3849620	0.5596790	0.7383769	0.4823348	0.4989477	0.8178277	0.1951223	0.2781251	0.2781867	0.2925222	0.7033159	0.1505067	0.0597707	0.6402171	0.4604134	0.0146451	0.4525928	0.2691581	0.7104009	0.4238077	0.6999097	0.3962904	0.5161176	0.1016903	0.6318582	0.3661898	0.3859690	0.4324942	0.5785901	0.4648428	0.3002141	0.0140180	0.2419144	0.3162504	0.7742226	0.6609511	0.0469504	0.1120962	0.5208942	0.3131740	0.6523556	0.1221777	0.7788070	0.0538365	0.3913981	0.5412551	0.1655573	0.2977680	0.5065666	0.5609780	0.5892686	0.5216437	0.6821323	0.0815586	0.2920269	0.2881738	0.4561245	0.1216745	0.3312773	0.7122066	0.1424572	0.1407196	0.1087006	0.0910380	0.3542516	0.5871041	0.0982219	0.0078874	0.4361362	0.2892054	0.7582999	0.3155298	0.4040012	0.3351339	0.0867425	0.4463206	0.2643454	0.2401275	0.2864936	0.0137182	0.5664375	0.2609187	0.3957496	0.1328275	0.5017997	0.5401405	0.7138245	0.1223723	0.4408440	0.5752183	0.6352700
