G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80
0.0	0.0	-0.1892130165360868	0.0	0.0	-0.3442062658723444	0.0	0.0	-0.3653867954853922	0.0	0.0	-0.6633634541649371	0.0	0.0	0.0	-0.7775206763762981	-0.9984353601466864	-0.36821516253985465	0.0	0.0	0.0	-0.2992470555473119	0.0	-0.9964123994577676	0.0	0.0	0.0	0.0	0.0	0.0	-0.08238608948886395	0.0	-0.33882542373612523	0.0	0.0	0.0	-0.6089665109757334	-0.5642422568053007	0.0	-0.6747966331895441	0.0	0.0	-0.002697716056890266	0.6325705360688959	0.5119036231110938	0.0	0.0	0.0	0.06833727557242386	0.36988724561498143	0.0	0.0	0.36856432890934393	0.0	0.0	0.0	0.0	0.0	0.0	-0.5908267782069743	0.0	0.0	0.0	0.0	0.0	0.0	-0.5830044997856021	0.5006142065231414	0.0	-0.9093983178026974	0.0	0.5960732727457843	0.1502043747130405	0.0	0.0	0.0	0.4595927746394524	0.0	0.0	0.0
-0.4366472375113517	0.0	0.0	-0.47180067864246666	-0.45993217057548463	0.0	0.0	0.0	0.0	0.0	0.0	-0.8683931906707585	0.0	-0.9360343161970377	0.0	-0.5790665065869689	0.0	0.0	-0.1791857103817165	0.0	0.0	-0.5884982363786548	-0.8379871998913586	0.0	0.0	-0.474108271766454	-0.8964514788240194	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5465022271964699	0.0	0.0	-0.3946493410039693	0.0	0.0	0.8516388877751334	0.0	0.18940146774094604	0.45081664734266147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40038678080589873	0.034913217333500085	0.0	0.6809901139463163	-0.12790102255530655	0.0	0.0	0.21586353923121127	0.0	0.0	0.8696686530741955	-0.9869771166704595	0.0	0.0	0.0	0.0	0.0	0.6413739817469936	0.0	0.0	0.0	0.0	0.28638932135318995	0.0	0.8450995679741466
0.0	0.0	-0.806154275778681	-0.3535670542623848	0.0	-0.3589739224407822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.15382938785478473	0.0	0.0	-0.4544058875180781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.48018243513070047	0.0	0.0	0.0	0.0	-0.13764245295897126	0.0	-0.5840822907630354	0.0	-0.7207870401907712	0.0	0.0	-0.4146914391312748	0.5041565732089831	-0.7401172486133873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.616731958463788	-0.2546428688801825	0.0	0.3892265235985345	0.0	0.0	0.8582346932137206	0.3185381852193262	0.8245234376049465	0.0	0.0	0.21324641697242674	0.0	0.0	0.0	0.0	0.0	0.0	0.310307402092811	-0.4609833855647594	0.0	0.0	0.0	0.0	0.6502800045540034	0.0	0.0	0.0	0.0	0.1697151568514967
0.0	0.0	0.0	0.0	0.0	0.0	-0.6798854665830731	0.0	0.0	0.0	-0.19688137457706034	-0.7373831747099757	-0.1509976654779166	0.0	-0.4130803542211652	0.0	-0.9256419348530471	0.0	0.0	0.0	0.0	0.0	-0.8266342098359019	-0.16943426756188273	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7657469604164362	-0.6516787346918136	0.0	0.0	0.0	0.0	0.3041357255997164	0.0	0.0	0.0	0.0	0.0	-0.48080468782675156	-0.2581448731943965	0.0	0.0	0.0	0.0	0.0	0.0	-0.26342271569103437	-0.11464758070370751	0.39706331273669454	0.0	0.13752468845312066	0.0	0.5422544159437361	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7715954170724766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	-0.8084200553130358	0.0	0.0	-0.8205433581024408	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.06879945937544107	-0.4337107432074845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.48301496636122465	0.0	-0.08616000739857554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6226951791904867	0.0	0.0	0.0	0.0	0.0	-0.9727955288253725	0.0	0.3911219434414749	0.0	0.0	0.19609970110948494	-0.30955227743834257	0.0	0.0	0.0	-0.6764563783071935	0.0	0.4604148181601143	0.0	0.0	0.0	0.0	0.0	0.0	-0.4085232944716867	0.0	0.0	0.0	0.0	0.0	-0.7275919667445123	0.0	0.0	-0.9980523677077144	0.0	0.0	0.0	0.4154719809307753	0.0	0.0	0.0539310291768858	0.0	0.0	0.0
0.0	0.0	-0.8948601165320724	0.0	-0.7567268491256982	-0.9812010214664042	-0.6935197070706636	-0.7138747333083302	0.0	-0.6607587398029864	-0.14709719736129045	0.0	0.0	-0.19815575797110796	0.0	0.0	0.0	0.0	0.0	0.0	-0.4911279212683439	-0.5115832518786192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9703221251256764	0.0	0.0	-0.0833073128014803	0.0	-0.34730224777013063	0.0	-0.6573401656933129	0.0	0.0	-0.024919509710333722	0.30956344046376094	0.11064816707886238	0.0	0.45422611339497676	0.0	0.0	0.27731501779609	0.0	0.0	0.0	0.0	0.62373610541306	0.0	0.7707749227167859	0.08657694073491651	0.0	0.0	-0.08631597259316409	0.7096291410005074	0.2564829693634215	0.0	0.0	0.0	0.0	0.0	-0.3261134261974727	0.0	0.0	0.10123635443459061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3960628580098713
-0.06680521252565086	0.0	-0.7243500328622758	0.0	-0.33919946430251	-0.5819817869924009	0.0	0.0	-0.35249016783200204	-0.8716431858483702	0.0	0.0	0.0	0.0	0.0	0.0	-0.7561721429228783	0.0	-0.3452125801704824	-0.2336702011525631	-0.8306010430678725	0.0	0.0	0.0	0.7575012211915573	0.0	-0.9802835606969893	-0.8857200148049742	0.0	0.0	0.0	0.0	-0.3934541395865381	-0.5626459380146116	0.0	-0.8263437382411212	-0.3696686518378556	0.0	0.0	0.0	0.0	0.0	0.0	0.5343387897194122	0.0	0.0	-0.4412452094208885	0.0	-0.4335514207646949	-0.3865426410632523	0.0	0.0	-0.18812490088450268	0.0	0.0	0.0	0.0	0.0	0.13584421209496028	-0.7188814466353506	0.0	0.696834543926118	0.932853053416327	0.05092544375113432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5521949588933102	0.0	0.9780153372562527	0.008147110650822423	0.20195961203216117	0.0	0.8854467149673927	-0.5873328710440546	0.0
0.0	-0.440840648021549	-0.031927224481478333	0.0	-0.09149490157142282	-0.5971589006949216	0.0	0.0	0.0	-0.6332692033611238	0.0	0.0	-0.5782966089900583	0.0	0.0	-0.21035088249482214	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.9394898794125766	0.0	0.0	-0.7059118051547557	-0.05401286738924682	0.0	0.3706948490884905	0.0	-0.8760296232067049	0.0	0.0	0.0	-0.6655900727491826	0.0	0.0	0.0	0.0	0.28589645255398055	0.16359380698508963	-0.061896303210859704	-0.5027430009799655	0.0	0.0	0.0	0.0	0.0	-0.4936184596735984	0.0	0.0	0.0	-0.270279946198674	0.3611541636394158	-0.5537428848808174	0.0	0.0	0.0	0.3304792851874959	0.0	0.333843297195949	0.0	0.0	-0.8121755181346089	0.0	0.0	0.0	0.42881026819110074	0.0	0.8694746538783978	0.0	0.8825546891433595	0.7832921789472411	0.40292247700373324	0.0	0.0	0.0
-0.32628175243735313	0.0	0.0	-0.7061465722508729	-0.6880507622845471	0.0	0.0	0.0	0.0	0.0	-0.9682065881788731	-0.2873512268997729	0.0	0.0	-0.11585947056300938	0.0	0.0	0.0	-0.6520740333944559	0.0	0.0	0.0	0.0	-0.6872679938096553	0.0	0.0	-0.7522706703748554	0.0	0.0	-0.27086076722480357	0.0	0.0	-0.5220125482883304	0.0	-0.7609118197578937	-0.08409200818277895	0.0	0.0	0.0	0.0	0.0	-0.9658830945845693	0.0	0.8397324517902677	0.0	0.0029825846427474767	-0.34194770128917584	0.0	0.0	0.018981825123509544	0.0	0.0	0.0	0.0	0.0	0.0	0.5577360283689394	0.0	0.0	0.0	-0.2674200444971379	0.5557525399806332	0.0	0.1773919561983574	0.0	0.20689389885171305	-0.7483977237716317	0.0	0.0	0.0	0.6880611931136267	0.0	0.0	0.0	0.0	0.0	0.9733710378767797	0.0	0.0	0.0
0.0	0.0	0.0	-0.9380766628310084	0.0	0.0	0.0	0.0	-0.06824062159284949	0.0	0.0	0.0	-0.1538278511725366	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.199631628116108E-4	0.0	-0.4976944501977414	0.0	0.0	0.0	-0.3354433828499168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.19660700531676412	0.0	-0.08820400224160123	0.0	0.0	0.5955540122997706	0.0	0.358605886925513	0.0	0.0	0.4374447366412031	0.0	-0.4712928005028516	0.0	0.0	0.0	-0.07438107927248316	0.0	0.0	-0.20066507276049894	0.8106138532279855	0.0	0.0	0.0	0.8151974453117851	0.0	-0.16548784873169659	0.0	0.0	0.0	0.0	0.0	0.13989412530087092	0.5992708256148807	0.0	0.08582989627076675	0.0	0.0	0.0	0.0	-0.7433739937841892	0.47508231068791096
