G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40
0.06468226345815431	0.06675337671317838	0.20137430071206025	0.06875256648239375	-0.005749848282000507	-0.2525113179345891	-0.12244597891158807	0.30296068466437903	-0.1368432855728884	-0.28304215194673865	0.14693241989269948	0.3487382980984421	0.1660889994746579	-0.23227490066301382	0.02584779395903429	-0.18585448492370304	-0.09919743829257646	0.2791256601158563	0.09917391420795078	0.21557781255338154	0.067794084320915	-0.31996338642709415	0.21649457878564374	-0.5609261000853158	-0.35095951743276665	0.2458547121482897	-0.003256656214320289	-0.22735144984483127	0.31851102172369194	0.08750412078220181	-0.29098827965637175	0.48364571554633023	0.35529334611374214	-0.04774542235546433	-0.2062053612772054	-0.40231720396092596	0.10487417403623643	-0.35282772888717706	0.3005132832847558	0.2380859467611405
0.18636872892599465	-0.12678801800035597	-0.419943022917378	-0.28988833093357047	0.15625645106069627	-0.18501851764549096	-0.059112898203154164	0.5966273555342695	-0.27430906439920133	-0.2936907738790173	-0.5252199287331908	-0.056514664998809666	-0.13653997257146247	0.20364065484772575	0.0712172398517386	-0.18876031051060893	-0.0432738957896128	0.010731919134666836	-0.07094914778897837	0.6475503134980302	-0.10687237662889879	-0.16884074077485944	0.08892149379758013	0.2589128674550538	-0.35574982405825795	0.15839472358523812	0.2219631057791025	0.06779257056484418	0.3879915131380704	0.10906724497813698	-0.36731048745180744	0.008462274833470847	0.18672385264072772	-0.05146775916426105	-0.1393158954827108	-0.12934818892959438	-0.1049639466140205	0.002611949295468097	0.027026863947624623	-0.5061385553155047
-0.2969081601611065	-0.3813548072576294	0.1848794788322483	-0.23919459901010773	-0.5301425645822758	0.36331421672819225	0.2642830221633131	0.10916625952435982	-0.3325676207363342	-0.38793562800206316	-0.1465818982511171	-0.17986603304549875	0.4075732023626235	-0.1351621142494988	-0.27018906066482556	0.3414766761834047	0.1799448265765924	-0.08965141317635826	-0.08191541004209013	-0.06859133123499889	-0.15657401525475612	-0.1118369872504285	-0.1981256962854095	-0.4519309273240403	-0.38847419357782464	-0.19174043515764308	0.0691390043495487	-0.04509795157732817	-0.21146208859570723	0.3984130623411147	0.20510052459710237	0.21353753466645362	-0.14461215168535468	0.2952156801272507	-0.3791938474329522	-0.21551782920388313	0.1737397405144169	0.28898985485750056	-0.05712498430087975	0.5463468512003633
0.17221623415180337	0.3796509715474548	0.18343656246895057	-0.0617821206904591	0.18941701018779528	-0.19091238383843132	0.0809305667527883	-0.17207554560827018	0.2716699877013632	0.012142320954102658	0.06947658546587901	-0.002208353898722143	0.02161529756092513	0.025871730076894767	-0.1234103408883923	0.10744012169453525	0.12552366802786813	0.18514121100751088	0.16210685719175588	-0.06190934999913198	0.17391134589908042	-0.02679801930040654	0.09539961054484462	-0.04818704189328816	0.07151060134129997	0.18642579606935292	-0.390770104944645	-0.21572158572023847	0.22917099951584602	-0.2688516204844404	-0.3489920366925017	0.21222300380516615	-0.010243168376582843	-0.28742627445994334	-0.07868716434298945	-0.4405300767846517	-0.4409283526951888	-0.14245485669160307	0.2018486303419152	-0.07741623092714187
0.17995016773092307	0.04527696126640715	0.20304933576919612	0.3587177958721853	-0.17031757379357473	-0.3261950085982095	-0.1292352507806136	-0.21504751188999083	-0.16080511374327985	-0.10395595922239198	-0.39574725412306677	-0.12622340267367518	0.2510145757236736	-0.297789692214805	0.400056141902388	0.42108876811275037	0.15012670919478083	0.12945183474004568	-0.11202829132966688	0.1511136705616369	-0.07838967501510459	-0.22630058210974902	-0.11193156918558805	-0.1957362170422368	0.0011945806034106873	0.2294658216642048	0.08630682091262418	0.07518959232433506	-0.4677878192348872	-0.23152168571459247	0.13339721550509429	-0.12681980589256273	0.09113669722790417	0.34024102785367133	0.3481807265969182	0.301270486839891	-0.17479014731478124	-0.11709385133323896	0.03526712361486406	0.3933837207439264
0.02043748222251099	0.040110686315214514	-0.1638665351038393	-0.3185820301292515	-0.057489923082162046	0.7119325937795827	0.37925917265055303	0.21630636507684475	-0.2787558578660988	-0.11854024918666432	-0.02838950691385751	-0.45952245750232984	-0.4060259726887558	-0.27665605406251154	-0.2573277546614806	-0.1471110208245389	0.5316344537739626	0.26866885810447266	-0.25499228961275944	-0.39152532947059504	0.09065272673696963	0.46626207038396883	-0.03408943345146195	0.08058630428021166	0.10305748947470535	-0.19757879235607706	-0.39111727181405154	0.29590146897184555	-0.10981372313357401	0.13876725431955025	-0.20692780817409184	-0.051485311320144805	-0.2874436652928679	-0.12356423732856153	-0.4077895369269282	0.22406971345694032	0.09509398323555868	0.14267332241208808	-0.32353452750937267	-0.377025351758531
-0.30126949837907807	-0.15926484282740883	0.27580244077578175	-0.07829745955955189	-0.08792002076819588	0.28536691359072985	0.1643782923034237	-0.02258106584377071	-0.10293023430076072	0.1617836309605799	0.20486046018713097	0.17074264642054676	0.0567963480800101	0.32045713486317584	0.2045313363200133	-0.20857061781150332	-0.04142647386923262	0.0985170629845993	0.07412072943606605	0.4098300404001559	0.29993960535155123	-0.1821334148895519	-0.19232302229002865	0.20129917781063766	-0.263057518978631	-0.06798743812683097	0.10866560728946037	0.45903349394502446	-0.39235209518846864	0.14814039498441076	0.015663486634141847	0.04336072604918427	0.15186139777880095	-0.05469382056174226	-0.07094232969265979	-0.3075517961339335	0.12433327556380143	0.10681033137677118	0.10478005777155867	-0.013102151770083302
-0.11625881886193021	-0.06409395046633842	-0.0973193096878978	-0.09522059470089599	-0.21444924212107813	-0.13769345928209265	0.09165719833965158	-0.19584951585205793	0.14248132255725052	-0.10250891298846179	0.11412387720647892	0.2915012249751306	-0.061642745666451816	-0.07814738036335403	0.03715415744011686	0.011647517221572937	-0.12452976738667526	0.2594750620710911	0.15996259617025088	-0.5654501520948462	-0.3495583010010783	-0.020256274898863717	-0.14140998257214868	0.3236964212243996	-0.12399570915949068	0.03859704304780127	0.1557604861048996	0.2664712267684924	0.08095676137135156	-0.784240113708428	-0.15338983401433512	0.38396624897411424	-0.26296848035342874	0.76007250764629	-0.07106412919972685	0.7085770108708617	0.11108178392506017	0.3587924754480352	-0.3699693938369979	-0.1119648526903753
-0.01116261589332582	0.1927980799771849	0.022676164238993695	0.32465466016755884	0.48215209231204925	0.3733344118754668	-0.03688853792907935	-0.7354849246397405	-0.210334382190346	-0.12335303593116756	0.17559542159645253	0.4192436786691923	7.157230241964058E-4	0.27409004829909067	-0.5983556255653174	0.22233749136563166	-0.15096685090707734	-0.39268811869072523	-0.16172758650289923	-0.04903163126685166	0.2449607308816292	-0.10555095185322308	-0.11340219034269369	0.40618559391642006	0.3015339388621248	-0.6994578390296754	0.3386534258856356	0.12725815375793495	-0.03969794295540752	0.15141426731302052	-0.3435338393422027	-0.1339619804426265	0.0884797524283008	-0.063870558295692	0.09103008138823043	-0.09155199218683453	-0.11275359993126484	-0.15632326865134066	0.09482952344085825	0.011870079506047976
0.306538830735515	0.18407243384554195	0.2184050934277532	0.18734186636583308	-0.29774584536770043	0.5244767832294838	-0.4099357767133271	-0.16087789808995906	0.5117608040798193	-0.08752818972750508	-0.10221890768047882	-0.20929552648247837	-0.35659536491990584	-0.11097181667244237	-0.04158312132823604	-0.25848773118683616	-0.23649915092351523	-0.09289834843425275	0.11109033977892457	-0.1059677509255979	-0.15615604006920902	-0.048490250260749455	0.04062326594488243	-0.14920762965576737	0.05922931935605976	0.6372330568439681	0.021342830958572437	-0.04397018261129313	-0.1360224772828669	0.11020687347180778	-0.23327418503634179	-0.34257176143957785	0.23472728662558567	0.09456049215729828	0.45321737691816344	0.21047723821386824	0.3394963434780849	0.09556066722416996	-0.16550636373634975	0.25466453306093906
