G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	G101	G102	G103	G104	G105	G106	G107	G108	G109	G110	G111	G112	G113	G114	G115	G116	G117	G118	G119	G120	G121	G122	G123	G124	G125	G126	G127	G128	G129	G130	G131	G132	G133	G134	G135	G136	G137	G138	G139	G140	G141	G142	G143	G144	G145	G146	G147	G148	G149	G150	G151	G152	G153	G154	G155	G156	G157	G158	G159	G160
0.0	0.0	-0.5254553437698632	-0.5232922406867146	0.0	-0.2923684089910239	0.0	-0.29628851590678096	0.07011385900550625	0.0	0.0	0.0	0.0	-0.024671269635008874	0.0	-0.07010664534755051	0.41409004878968814	0.0	-0.18263154032019235	-0.6947641936130822	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.4541059131734073	0.0	0.0	0.0	0.0	-0.23864582320675254	0.0	0.9675958466711603	0.0	0.0	0.0	0.0	0.0	0.0	-0.8101435468997806	0.6165926329889383	0.0	0.0	-0.13359960145317018	0.3890991462765715	0.0	0.5935141160983981	0.0	4.2140170723858894E-4	0.0	0.0	0.889534443976914	0.608672609407501	0.0	0.11307483725972096	0.0	-0.4627483908146877	-0.9075326749589294	0.0	-0.7154700208920985	-0.2652308181859553	0.0	0.0	0.0	0.0	0.0	-0.20270071364939213	0.0	-0.3856493753846735	-0.5174799081869423	0.0	-0.20376371833230444	0.0	0.0	-0.7303969636559486	0.0	0.0	-0.24270479305760462	0.0	0.0	0.5430931070796376	0.0	0.0	0.0	-0.7240423813927919	0.0	0.0	0.0	0.025266510238833167	0.0	0.8342064809307286	0.0	-0.042123610619455576	0.0	-0.19220777787268162	0.0	0.0	0.0	0.0	0.6885726105707993	0.0	-0.4338388768956065	0.3382215998807968	0.0	0.23241909322565257	0.0	0.0	0.0	0.0	0.8808108916845704	0.32243826977308976	0.08147799763876777	0.0	0.4578921694318778	0.0	0.0	0.0	0.0	-0.08860454080869284	0.0	0.0	0.0	0.0	0.2896673853932495	0.04379224408321949	0.0	0.0	0.0	0.0	0.0	0.847852560300562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4036828442002352	0.2929622760962185	0.0	0.0	0.0	0.0	0.0	0.0	-0.28731409219606974	0.0	0.5066985705730509	0.0	0.0	0.7020247095322032	0.43701377798518015	0.0	0.0	-0.48751110560260713	0.0	0.0
0.5063320179406322	0.0	0.0	-0.27484146784991026	0.0	0.0	-0.6935912880580872	-0.03775851847603917	0.21469532708288275	-0.08056231285445392	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2737883029039949	-0.6753080713097006	0.5637093006800802	0.0	0.0	-0.27306985622271895	0.0	0.0	0.0	0.6171604699119992	0.0	0.3298452664990239	0.0	0.0	0.0	0.9239552095993571	0.0	0.0	0.0	0.0	0.0	-0.2987598093299808	-0.5388702368363738	0.0	-0.37479930351374824	0.0	-0.43274941900745034	-0.4586168394518563	0.30113964774714697	0.6153953940041752	0.0	0.0	-0.8298424002714455	-0.4003315626177937	0.0	0.0	-0.24282178889239964	0.04960162286437671	-0.28982303896918893	0.0	0.0	0.0	0.0	0.0	-0.7590296324342489	-0.45566110825166106	0.0	0.5261293261434085	0.0	0.0	0.0	0.0	0.0	0.0	-0.10513422995540389	0.0	-0.14932533563114703	-0.4252610616385937	-0.5161590597126633	-0.7673520385287702	0.0	0.0	0.22011199474383783	0.9421400836645788	0.0	0.0	0.8853587514289838	-0.049686812330037355	0.0	0.7324667931173894	0.0	0.0	0.0	0.6675098621539601	0.0	0.0	0.5060997359965206	-0.3221246025059372	0.0	0.0	0.0	-0.440238130511716	0.0	0.0	-0.7845543236471713	0.6342961833087774	0.2179257404428902	0.0	0.0	-0.2955631008371711	0.0	0.3539643624254322	0.0	0.6309767883862941	0.2830088604712097	0.0	0.08128977283006676	0.0	-0.5576771015767008	0.0	0.0	0.0	0.0	0.0	-0.40127092436887324	0.3376873272697064	0.0	0.0	0.5104556151463078	-0.04230125839046735	0.0	0.3073459842901209	0.0	0.5133218977881553	0.0	0.0	0.0	0.2032376873843987	0.0	0.0	0.3701443860219695	0.0	0.17648646975750593	0.0	0.2913409124878334	0.0	0.0	-0.3967286639807935	0.0	0.4463387835626378	0.0	0.0	0.0	0.21168091762941973	0.0	0.0	0.0	0.0	-0.30151666328310966	0.0	0.0
0.0	0.0	-0.7579601900652051	-0.17316211154684424	0.0	0.0	0.0	-0.08875564415939152	0.3025944119843199	-0.6515915021300316	0.0	0.0	0.0	0.0	0.0	-0.6500668260268867	0.008334882359661816	-0.12214960310973522	0.0	0.0	0.0	0.0	-0.2870343658141792	-0.02010935107464129	0.0	0.0	0.0	0.0	0.0	-0.5026337204035372	0.0	0.0	0.0	0.0	0.0	-0.6304811918043278	0.0	-0.03706576463230227	0.3772724207183106	0.0	0.0	-0.4379094943869859	0.4843358780820902	0.1884959260571919	0.0	-0.42611381597816944	-0.5447871749849537	0.2507466498303591	0.250402039232889	0.25234725124146284	0.0	0.0	-0.7072796064894646	0.0	0.0	0.0	0.0	0.0	0.0	-0.9791294739115983	-0.03878225963852544	-0.7534151202999055	-0.7430038494057953	0.0	0.0	0.0	0.0	0.0	-0.005336872534826398	0.0	0.0	0.0	0.2556380771796073	0.43800745523800066	0.0	0.0	-0.045014232862740755	-0.4292533912230283	0.0	0.2007116745773564	0.0	0.35706834957983985	0.3696389881870871	0.8221039264426527	0.0	0.0	0.0	0.0	-0.009687148303448846	-0.9085604331921786	0.0	0.3204560751201748	0.8200459384146908	0.9066828352855925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9011738580472132	-0.0728041074517051	0.0	0.0	0.0	0.7619285928947276	0.5805734972315323	0.0	0.0	0.13010032511472763	0.9043623252645666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.967465901048854	0.0	0.7849468530579085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7337812341617598	0.17816258429226733	0.0	0.0	0.0	0.0	0.0	0.16922254529694877	0.0	0.0	0.4332777224765258	0.0	0.0	0.0	0.0	0.0	0.0	0.5449406238135885	0.0	0.0	0.0	0.0	0.4421543849585131	0.0	0.0	0.12762235729473195	0.0
0.0	0.0	-0.8967219835612923	0.0	0.0	0.0	0.0	-0.046842274721711874	0.0	-0.21045758738182485	0.878249038749821	-0.5341889765113592	0.08953430736946322	-0.2015857140610835	0.30709784774180315	0.0	-0.03553895183122838	0.0	0.0	0.0	0.0	0.09222893926128156	-0.21670120488852262	0.0	-0.11478750011883676	0.0	0.0	0.0	0.8507079416085102	0.0	0.0	-0.6096755424514413	0.0	0.0	0.9728558999947421	0.16474277536787763	-0.8937273842748255	0.0	0.0	0.0	0.0	-0.9216359285637736	0.0	0.0	-0.33569453936070204	0.0	0.0	0.1858699530369966	0.49610137295838613	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2455957341080121	-0.6872592065483332	-0.022415231407086955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.05240928748332496	0.0	0.0	0.0	0.0	0.0	0.0	-0.15652880918900558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11809932996567976	0.0	0.0	0.2036090514404592	0.49684643363926534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.760318894404918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5380110811183275	0.0	0.0	0.692287565566082	0.0	0.0	0.9583526336510486	0.4271737988446439	0.0	0.0	0.0	0.1003729840285159	0.0	0.0	0.0	0.0	0.732355979725152	0.8846388238487957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.622109128353913	0.0	0.0	0.8589456256760242	0.0	0.20212655558859266	0.0	0.0	0.0	0.09584538755557757	0.0	0.11167050078424474	0.0	0.0	0.0	-0.0542356781365818	0.8169945652927763	0.25775829465517747	0.6538889301664916	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8002980130677596	0.0	0.0	0.0	0.0
0.0	0.0	-0.49765742500312626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.687189297558255	0.0	0.0	0.24606324447478145	0.0	0.0	0.6357234237135283	-0.05005814311459955	-0.5867373796397195	0.0	0.0	0.45458062548934824	-0.4059117066208273	-0.2407047786306047	0.0	-0.40486209133365286	0.0	0.0	0.0	0.0	0.0	0.0	-0.5204578246921301	0.0	0.0	0.0	0.0	-0.1528594656607536	-0.3628664711332189	-0.6370929025579244	0.1281291773935167	-0.7241355581209064	0.41741826097528	0.09693681212255578	-0.2705134921707213	0.0	-0.44074509638375725	0.0	0.0	0.0	0.0	-0.5732987811788917	0.0	0.0	0.8687446525730655	0.0	0.0	0.0	0.3985932858600955	0.0	-0.5321327622077539	0.0	0.0	0.0	0.0	0.5995382958059662	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.1842934937096674	0.0	0.0	0.0	0.0	-0.467616849578917	-0.6265579314820607	0.0	0.5974755848017771	0.5433696449245489	0.4102888354063926	0.3949645397035298	0.9112481811584157	0.0	0.0	0.5219017790735665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.310437738226136	0.29701481254586104	0.0	-0.8460721536539495	0.0	0.34787926601256636	-0.9091221909038723	0.0	0.0	0.0	-0.04796210640720609	0.0	-0.6994685977697372	0.8255681168676174	0.38965155667295404	0.0	0.0	0.8721740880623142	0.0	0.9906754661420524	0.0	0.0	0.0	0.0	0.0	0.0	-0.23781528254039586	0.0	0.0	0.9604747104821441	0.0	0.6860098335038165	0.46102466034309997	0.0	0.0	0.0	0.0	0.0	0.63075904088133	0.0	0.0	0.0	0.40981519100311176	0.0	0.6217679657961663	0.0	0.32875338129746784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6442287603962289	0.0	0.0	0.7580207892106272	0.0	0.4916633166705096	-0.4066000871825963	0.5411397809673335	0.0
0.0	0.0	-0.8487157863564789	0.0	-0.5326580160763115	-0.9544553132727742	0.0	-0.5310916840098798	0.0	0.0	0.2530822905651103	-0.813970974413678	0.0	-0.4633618000040671	0.0	0.0	0.0	0.0	0.1928107440720006	0.0	0.0	0.4759614059869141	0.0	0.0	-0.22050631185993552	0.0	0.14017645101182374	0.0	0.0	-0.661675579380244	0.0	0.0	-0.1454226542264223	0.0	0.30851225745819133	0.0	0.0	0.3609844993574145	0.4281608163537217	0.0	0.0	-0.6056610546074808	0.7467341387276586	0.0	-0.8212271654047072	-0.5460901709739119	-0.23091280759326305	0.15035654548624444	0.0	-0.25640806408655403	-0.14588875124438938	0.0	-0.1989672107156366	0.0	0.0	0.0	0.0	-0.23785374406725168	-0.15097599239687215	0.0	-0.16345540732435127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.8331756100524217	0.29890700156820377	-0.28143441025167704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.22116052033379674	0.0	-0.4039676459506154	0.0	0.12886944566622133	0.237558819582775	0.0	0.2769525369198245	-0.36721121380105615	0.0	0.9564348095667514	-0.09340455499477684	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3818104638047618	-0.011041634803600014	0.0	0.0	0.0	0.0	0.05649799231645181	0.0	0.2321696303249693	0.0	0.0	0.0	0.8919477766767896	0.0	0.597056149191746	0.0	0.0	0.8471885974994875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6092775287106633	0.0	0.0	0.1910508987856743	0.36863981632351733	0.7791196556373725	0.2144921139867796	0.0	0.0	0.6229631019106092	0.0	0.09683498412047781	0.0	0.0	0.0	0.0	0.0	0.0	0.46816211375291017	0.0	0.0	0.0	0.0	-0.23634426788968993	0.5609782566971866	0.0	0.0	0.4709927212775688	0.1749357802431153	0.9109186549684097	0.5005862527584453	0.0	0.0	0.19206204282649103	0.0	0.0	0.0
0.0	0.0	-0.24387718527577817	0.0	0.0	0.0	-0.4842279653530568	-0.4306383056100458	0.0	0.0	0.0	0.0	-0.2551310844668522	0.0	0.0	0.0	-0.011249730095557214	0.0	0.0	0.0	0.0	0.0	-0.41955781099386513	0.0	0.0	0.0	0.0	0.0	0.0	-0.24042368959635496	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.24364083537295733	0.0	-0.6069930645171553	0.0	0.0	0.6009464123384144	0.0	0.0	0.0	-0.05372425653985824	0.0	0.6118361664370091	0.0	-0.3784728984928065	-0.9460545345209539	-0.927459372440353	0.0	0.5281171287354545	0.0	0.0	-0.041418631095439196	0.41439748512913693	-0.5936791414860636	0.0	0.0	0.0	-0.8294685110449791	-0.03023377014324069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.43026642602603027	0.6660237950958684	0.0	0.0	0.0	-0.4675771414767951	0.0	0.0	0.0	0.0	0.0	-0.010366354811388548	0.0	0.0	0.0	0.0	-0.4819278521463275	0.8380231981072197	0.795551227509433	0.0	0.0	-0.663079310907051	0.513712840066126	0.0	0.9776573290874864	0.4908633800950003	0.0	0.0	0.0	0.4555330114626458	0.0	0.0	0.0	0.3047951113828814	0.0	0.0	0.0	0.49290414400555255	0.0	0.0	0.0	0.0	0.0	0.0	-0.811866847332567	0.0	-0.191143007716164	0.6328431172178981	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48171474251034646	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48936515412348286	0.950223175528523	0.0	0.0	0.0	0.0702957224862182	0.0	0.47605766980366754	0.32813094260206194	0.0	0.0	0.0	0.8165477737887816	0.0	0.0	0.33164044920069946	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14086888577439927	0.0	0.0	-0.5290498086251318	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.558875955408439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38966399572209565	0.10021343901708343	0.0	0.0	0.0	0.4093490030308945	-0.4395411922596395	0.0	-0.022359014255926013	0.0	-0.4590719431068577	0.0	0.0	0.25575673583880876	-0.38329139384372246	0.0	0.25191143884267153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6148559821303934	0.0	0.0	0.0	-0.005484791662032064	-0.2802473662298971	0.0	0.0	0.0	0.0	0.0	0.0	-0.27932113859537133	0.0	0.0	0.0	0.0	0.0	0.2236378416966508	0.0	0.9328900524140585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.6806893004104495	-0.028490346586369536	0.0	0.0	0.0	0.0	0.0	-0.40386570198461413	0.0	0.0	0.0	-9.990055114030838E-4	0.19328924741664133	0.7454005506542644	-0.9510862482711673	0.0	0.6842042492141012	0.4440217964281684	0.0	0.0	0.0	0.0	0.6647646088958318	0.7977763355370252	0.7669017420155165	0.0	0.22853298015063772	0.4459119068993419	-0.7569038073997945	0.0	0.0	0.0	0.0	0.0	0.0	0.6804481802734169	0.0	0.0	0.08842111637651781	0.3813443667332868	0.0	0.31903533057379513	0.0	0.0	0.0	0.0	0.7215086459744813	0.6211733894028385	0.0	0.0	0.0	0.0	0.4920763752411541	0.0	0.0	0.09374264840199588	0.7842117741103775	0.0	0.018832953246661746	0.0	0.0	0.0	0.235984567563148	0.0	0.7556483115592767	0.0	0.0	0.3096247102931911	-0.9223153877537698	0.0	-0.027583540650084615
0.0	0.0	0.0	0.0	0.0	-0.502707377076149	0.0	-0.5565775281284004	0.9816711303836211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.10236454222040914	0.0	0.0	0.0	-0.2588333208113909	-0.10551836323211128	0.0	-0.36471724502467645	0.0	-0.7314185432624072	0.0	-0.04942913167178631	0.36402468973624336	0.0	0.0	0.0	0.0	0.0	-0.3103336051572114	-0.014873684359940631	0.0	0.0	0.0	-0.6302481396123767	0.78425803097012	0.0	0.0	0.0	0.3603568124024651	0.0	0.0	0.0	0.0	-0.2549751400947571	-0.3407067109365016	0.0	0.7914696252849416	0.07773549201687041	0.6937467088063769	-0.4174080272205174	0.0	-0.0039907998871058226	0.0	-0.9273204356431961	-0.2728008287958801	0.0	0.0	0.22981184352799292	0.27175788447550897	0.0	-0.36158919404260814	-0.29651476156877915	-0.8192326677963138	0.0	0.0	0.0	0.0	0.0	0.0	-0.6697840492706746	-0.5241456460207701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.5344950649887323	-0.18436912214383483	0.0	0.0	0.0	0.8466754244746804	0.0	0.0	0.0	0.33797242646554715	0.0	0.0	0.5717174115851623	-0.07968324617851466	0.0	0.0	0.5472906107270291	-0.14074381929822266	0.0	0.0	0.0	0.0	0.0	-0.9373626608867198	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.48101109853072144	0.0	0.0	0.0	0.0	0.0	0.0	0.2967759074255119	0.0	0.0	0.14535633319884064	0.0	0.0	0.0	0.7655509517625065	0.35602329290254603	0.0	0.0	0.28646824014428035	0.0	0.0	0.0	0.0	0.0	0.7276221294752813	0.0	0.9763011355608491	0.0	0.0	0.5004322034169923	0.0	0.0	0.0	0.0	0.0	0.5178802296851599	0.0	0.023430814691656456	0.0
0.5962427700806178	0.0	0.0	0.0	0.0	-0.7856114085298032	-0.061220197938382626	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.7005953914485872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.21175717981532216	-0.28260401023277176	0.06399916363068137	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.20976536353073635	-0.05795797578587458	-0.21179278125055134	0.0	-0.1074773434857147	0.0	0.326460746249309	-0.7597824935801327	0.0	0.0	0.0	0.0	-0.4519577668608644	0.0	0.7252668101240338	0.1404695749090934	-0.2980362762345308	-0.1849671790841967	-0.5208779207896441	0.5945991842417022	0.0	-0.15337390546898183	0.0	0.0	-0.4762869411673654	0.0	0.1033615370252059	0.0	0.0	0.0	0.0	0.0	0.35146739339746	0.0	-0.3107619169168174	0.0	0.0	0.0	0.3505635464328195	-0.28866892176414916	0.0	0.0	-0.2807326342444867	-0.27333798282779753	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.748479758998118	-0.7058921072166413	0.0	0.39969155631148845	0.0	-0.06916865819137599	0.0	0.0	0.0	-0.256198424147442	0.0	0.0	0.6344387352293039	0.0	-0.051513896876908244	0.0	0.0	0.8378045457602611	0.0	0.0	0.0	0.08209277791207491	0.0	0.0	-0.8052701854612678	0.3796626673002547	0.0	0.41927956362586605	0.0	0.0	0.942286076909957	0.24080572487545904	-0.37356697767972946	0.0	-0.25017407699488103	0.0	0.005661487626489763	0.0	0.0	0.6683530052884105	0.0	0.3728811571271804	0.0	0.0	0.0	0.0	0.5020574436885071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7860509212585803	0.13725737756932643	0.0	0.0	0.2820304732599759	0.9145435420661724	0.0	0.0	0.0	0.0	0.05504983233781563	0.0	0.0	0.0	0.21135085433436404	0.7141939723351524	0.0	0.0	0.0	0.0
