G2	G1	1
G2	G3	1
G2	G4	1
G2	G5	1
G2	G6	1
G2	G7	1
G2	G8	1
G2	G9	1
G2	G10	1
G2	G11	1
G2	G12	1
G2	G13	1
G2	G14	1
G2	G15	1
G2	G16	1
G2	G17	1
G2	G18	1
G2	G19	1
G2	G20	1
G2	G21	1
G2	G22	1
G2	G23	1
G2	G24	1
G2	G25	1
G2	G26	1
G2	G27	1
G2	G28	1
G2	G29	1
G2	G30	1
G2	G31	1
G2	G32	1
G2	G33	1
G2	G34	1
G2	G35	1
G2	G36	1
G2	G37	1
G2	G38	1
G2	G39	1
G2	G40	1
G2	G41	1
G2	G42	1
G2	G43	1
G2	G44	1
G2	G45	1
G2	G46	1
G2	G47	1
G2	G48	1
G2	G49	1
G2	G50	1
G2	G51	1
G2	G52	1
G2	G53	1
G2	G54	1
G2	G55	1
G2	G56	1
G2	G57	1
G2	G58	1
G2	G59	1
G2	G60	1
G2	G61	1
G2	G62	1
G2	G63	1
G2	G64	1
G2	G65	1
G2	G66	1
G2	G68	1
G2	G69	1
G2	G70	1
G2	G71	1
G2	G72	1
G2	G73	1
G2	G74	1
G2	G75	1
G2	G76	1
G2	G77	1
G2	G78	1
G2	G79	1
G2	G80	1
G2	G81	1
G2	G82	1
G2	G83	1
G2	G84	1
G2	G85	1
G2	G86	1
G2	G87	1
G2	G88	1
G2	G89	1
G2	G90	1
G2	G91	1
G2	G92	1
G2	G93	1
G2	G94	1
G2	G95	1
G2	G98	1
G2	G99	1
G2	G104	1
G2	G111	1
G2	G113	1
G2	G114	1
G2	G121	1
G2	G123	1
G2	G124	1
G2	G126	1
G2	G133	1
G2	G134	1
G2	G137	1
G2	G138	1
G2	G154	1
G2	G157	1
G2	G158	1
G2	G182	1
G2	G263	1
G2	G290	1
G2	G304	1
G2	G308	1
G2	G310	1
G2	G313	1
G2	G316	1
G2	G318	1
G2	G320	1
G67	G59	1
G67	G60	1
G67	G61	1
G67	G62	1
G67	G63	1
G67	G66	1
G67	G68	1
G67	G69	1
G67	G70	1
G67	G71	1
G67	G72	1
G67	G73	1
G67	G74	1
G67	G75	1
G67	G76	1
G67	G77	1
G67	G78	1
G67	G79	1
G67	G80	1
G67	G81	1
G67	G83	1
G67	G84	1
G67	G85	1
G67	G86	1
G67	G87	1
G67	G88	1
G67	G89	1
G67	G90	1
G67	G91	1
G67	G92	1
G67	G93	1
G67	G94	1
G67	G95	1
G67	G96	1
G67	G97	1
G67	G100	1
G67	G101	1
G67	G102	1
G67	G103	1
G67	G105	1
G67	G106	1
G67	G107	1
G67	G108	1
G67	G109	1
G67	G110	1
G67	G111	1
G67	G112	1
G67	G113	1
G67	G115	1
G67	G117	1
G67	G118	1
G67	G120	1
G67	G122	1
G67	G129	1
G67	G130	1
G67	G132	1
G67	G147	1
G67	G148	1
G67	G149	1
G67	G156	1
G67	G191	1
G67	G199	1
G67	G200	1
G67	G206	1
G67	G222	1
G67	G233	1
G67	G236	1
G67	G237	1
G67	G239	1
G67	G241	1
G67	G245	1
G67	G257	1
G67	G260	1
G67	G261	1
