G2	G1	1
G2	G3	1
G2	G4	1
G2	G5	1
G2	G6	1
G2	G7	1
G2	G8	1
G2	G9	1
G2	G10	1
G2	G11	1
G2	G12	1
G2	G13	1
G2	G14	1
G2	G15	1
G2	G16	1
G2	G17	1
G2	G18	1
G2	G19	1
G2	G20	1
G2	G21	1
G2	G23	1
G2	G24	1
G2	G25	1
G2	G26	1
G2	G51	1
G2	G52	1
G2	G53	1
G2	G54	1
G2	G55	1
G2	G58	1
G2	G59	1
G2	G61	1
G2	G62	1
G2	G63	1
G2	G64	1
G2	G65	1
G22	G20	1
G22	G21	1
G22	G23	1
G22	G24	1
G22	G25	1
G22	G26	1
G22	G31	1
G22	G57	1
G27	G24	1
G27	G25	1
G27	G26	1
G27	G28	1
G27	G29	1
G27	G30	1
G27	G32	1
G27	G33	1
G27	G34	1
G27	G35	1
G27	G36	1
G27	G37	1
G27	G38	1
G27	G39	1
G27	G40	1
G27	G41	1
G27	G43	1
G27	G46	1
G27	G56	1
G35	G34	1
G35	G36	1
G35	G37	1
G35	G38	1
G35	G39	1
G42	G40	1
G42	G41	1
G42	G43	1
G42	G44	1
G42	G47	1
G42	G48	1
G42	G49	1
G42	G50	1
G45	G13	1
G45	G14	1
G45	G15	1
G45	G18	1
G45	G20	1
G45	G21	1
G45	G22	1
G45	G23	1
G45	G24	1
G45	G25	1
G45	G26	1
G45	G27	1
G45	G30	1
G45	G31	1
G45	G32	1
G45	G33	1
G45	G34	1
G45	G35	1
G45	G36	1
G45	G37	1
G45	G38	1
G45	G39	1
G45	G40	1
G45	G41	1
G45	G44	1
G45	G46	1
G45	G47	1
G45	G48	1
G45	G49	1
G45	G50	1
G45	G51	1
G45	G52	1
G45	G53	1
G45	G54	1
G45	G55	1
G45	G56	1
G45	G57	1
G45	G58	1
G45	G59	1
G45	G61	1
G45	G62	1
G45	G63	1
G45	G64	1
G45	G65	1
G45	G66	1
G45	G67	1
G45	G69	1
G45	G70	1
G45	G71	1
G45	G72	1
G45	G73	1
G45	G74	1
G45	G75	1
G45	G76	1
G45	G82	1
G45	G83	1
G45	G84	1
G45	G85	1
G45	G86	1
G45	G87	1
G45	G89	1
G45	G90	1
G45	G91	1
G45	G92	1
G45	G93	1
G45	G94	1
G45	G95	1
G45	G96	1
G45	G97	1
G45	G98	1
G45	G99	1
G45	G100	1
G45	G101	1
G45	G102	1
G45	G103	1
G45	G105	1
G45	G106	1
G45	G107	1
G45	G108	1
G45	G109	1
G45	G111	1
G45	G112	1
G45	G113	1
G45	G114	1
G45	G115	1
G45	G116	1
G45	G117	1
G45	G118	1
G45	G119	1
G45	G120	1
G45	G121	1
G45	G122	1
G45	G123	1
G45	G124	1
G45	G125	1
G45	G126	1
G45	G127	1
G45	G128	1
G45	G129	1
G45	G130	1
G45	G131	1
G45	G132	1
G45	G133	1
G45	G134	1
G45	G135	1
G45	G136	1
G45	G137	1
G45	G138	1
G45	G139	1
G45	G140	1
G45	G141	1
G45	G142	1
G45	G143	1
G45	G144	1
G45	G145	1
G45	G146	1
G45	G147	1
G45	G148	1
