G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	-0.43411504686810076	0.35706774140429226	0.0	-0.3235497314017266	0.0	0.0	0.0	0.0	0.0
-0.48211179438341845	0.0	0.0	-0.3804365252144635	-0.1498139244504273	0.0	0.0	0.0	0.0	-0.0543090954888612
0.0	-0.83843515929766	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.7828861875459552	0.5308808153001638	-0.5382055062800646	0.0	0.0	0.0	-0.17070351936854422	0.0	0.0
0.0	-0.7850726787000895	0.0	-0.30062017496675253	0.0	0.0	0.0	0.0	-0.21410382580078458	0.0
-0.42338955562856484	0.0	0.0	0.0	-0.014448403613641858	0.8858670421283621	0.0	-0.9396164549980313	0.29188288870201196	0.0
0.0	0.0	0.0	-0.4201077255420387	0.0	0.0	0.09173977930981198	0.0	0.4171741232828119	0.0
0.13181617742109608	0.0	0.0	-0.31478332285769284	-0.9269186921883374	0.8708932072728801	0.042460412457096364	0.0	0.0	0.0
0.0	0.0	-0.171150490225288	0.0	0.0	0.09916257987394217	-0.06486493933994791	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
