G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.0	0.0	0.8650111792049201	0.0	-0.07539029372856021	0.0	0.0	-0.6632604049518704	0.0
0.0	0.0	0.4388159648368094	0.29631359464477913	-0.8968182967510074	0.0	-0.5413288408890367	-0.11992830387316644	0.0	-0.038955153712300045
-0.8549473253078759	0.0	-0.43061697810497546	0.0	0.0	-0.6871597555000335	-0.3960449602454901	0.0	0.0	0.0
0.0	-0.18245966034010053	0.0	0.2707243443838151	-0.10410299059003592	0.0	-0.09514339314773679	0.0	0.0	0.0
0.0	0.0	0.0	0.7373742517920973	0.0	0.0	-0.08189193136058748	-0.9266527150757611	0.0	0.0
0.0	0.0	0.12930762906018234	0.0	0.0	-0.31727376533672214	0.0	0.0	-0.7404355474282056	0.0
0.0	-0.7701527876779437	0.34977038971539176	0.5881560585367324	0.0	0.0	-0.4640519847162068	0.0	0.0	0.0
0.0	-0.6582702931482345	0.010542304240349298	0.0	-0.5890013067983091	0.0	0.0	-0.8953721555881202	-0.10025406815111637	0.0
0.0	0.0	0.0	0.0	0.0	-0.13065970526076853	0.0	-0.7199430160690099	-0.9535107831470668	0.708266633282187
0.0	-0.19778535165823996	0.0	0.8705616501065733	0.0	0.0	0.0	0.0	0.0	0.8117790526698851
