G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	-0.9857437750324607	0.0	0.0	0.0	0.0	0.0	-0.49939050944522023	0.0	0.0
-0.06879335176199675	-0.5785532179288566	0.0	-0.30790564278140664	0.0	0.6660309827010912	-0.018125461880117655	0.0	0.0	-0.93130744388327
0.0	0.0	0.559099196646946	0.0	0.0	-0.004304393235610743	0.0	0.0	0.0	0.0
0.0	-0.5792446904815733	0.0	0.0	0.0	0.0	-0.615576755721122	-0.3153730691410601	0.0	0.0
-0.5200760720763355	0.0	0.0	0.0	0.18629407784392088	0.763307266827656	0.0	0.0	0.0	-0.4807784187141806
0.0	-0.46951901935972273	0.0	-0.2993041940499097	0.0	0.0	-0.09218766377307475	0.0	-0.07426173565909266	-0.7667882586829364
0.0	-0.9004135495051742	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.2773851507809013
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.34478705535142345	-0.3400869006291032	0.0	0.20298650484157918	0.0	0.0	0.0	-0.8263866477645934
0.0	-0.5897064057644457	0.16231006076990293	0.0	0.4625102455676809	0.0	0.0	0.0	0.0	-0.8719138952437788
