G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.0	0.07768220389658576	0.0	-0.7935617971234024	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.33867452455894753	0.34829128051693803	-0.8534060404635966	0.0
0.0	0.0	0.0	0.0	-0.3328179211821407	-0.07559138536453247	0.2937479806204726	0.0	0.0	0.0
0.0	0.226587449433642	0.46777894702205425	0.0	-0.40504293446429074	0.0	0.0	0.0	0.0	0.0
-0.22392721893265843	0.0	0.0	0.0	0.0	-0.14420295134186745	-0.5057071936244677	0.0	-0.6881986809894443	0.0
-0.025154091650620103	0.8821202947296076	0.0	0.3592734322203895	0.0	0.0	0.12074091798415676	0.1393831542931057	-0.47774954535998404	0.0
-0.16974345804192126	0.1091243717823052	0.0	0.005486085244511607	0.0	0.0	0.2546078229860802	0.33451834793719715	0.0	0.0
0.0	0.0	0.24962363746413951	0.0	0.0	0.0	-0.24067420278886065	0.0	0.0	0.0
0.0	0.0	0.0	0.0	-0.6926917636301368	0.0	0.0	0.5040676131151176	0.0	0.0
-0.977765561779961	0.0	0.0	0.0	0.0	0.0	-0.2809481865188639	0.0	0.0	0.0
