"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.5206618	0.2391482	0.5014638	0.5063723	0.5287698	0.2510545	0.1881031	0.5458379	0.6245625	0.7919120
50	0.4078670	0.3123348	0.5049955	0.4187888	0.2809821	0.2385750	0.1585308	0.7558181	0.8621984	0.7304420
100	0.4319944	0.3241327	0.5431277	0.4775212	0.1036012	0.2252208	0.2464913	0.6259551	0.7193599	0.7026420
150	0.4021710	0.2473573	0.6363357	0.4223646	0.1473894	0.2718242	0.3597626	0.5913729	0.8321815	0.8181878
200	0.2997526	0.2061451	0.5254322	0.5422912	0.1097691	0.2537041	0.4351927	0.7018604	0.7268265	0.8240021
250	0.2064197	0.2280835	0.5006330	0.5485215	0.1205214	0.2884164	0.5233703	0.7000565	0.7164012	0.7391668
300	0.1785417	0.3202139	0.6394945	0.6141886	0.1149966	0.3433913	0.5206034	0.8360019	0.8043072	0.7073163
350	0.1693208	0.2217082	0.6767270	0.5217669	0.1253895	0.4021166	0.5205599	0.8483906	0.7457462	0.5437662
400	0.1192522	0.2971295	0.5844790	0.6978607	0.0975878	0.3097274	0.4274192	0.7210198	0.9398022	0.5801588
450	0.1253732	0.2018636	0.5739556	0.5706014	0.1452041	0.3143920	0.4937482	0.8532220	0.8360515	0.6247853
500	0.0967753	0.2219295	0.5570491	0.6815444	0.1368714	0.2547758	0.4581154	0.6377177	0.7811962	0.7994451
550	0.1168649	0.2222842	0.5148915	0.7252510	0.3893883	0.2644365	0.3995154	0.7816827	0.6621697	0.6205950
600	0.2173884	0.2273608	0.6289748	0.5770625	0.4948720	0.3145906	0.2268696	0.6183125	0.8015035	0.7719821
650	0.2137378	0.1537115	0.5370485	0.5333310	0.5111428	0.3552980	0.1874000	0.7094125	0.8178070	0.7935837
700	0.4091973	0.2569767	0.4787630	0.4646641	0.4970541	0.3894059	0.2166268	0.6770706	0.8854181	0.8450054
750	0.3982997	0.1947976	0.4954463	0.4991388	0.6447912	0.3502364	0.2348568	0.8195860	0.9190239	0.6856807
800	0.3910846	0.2089251	0.5629335	0.5313031	0.5843047	0.4070720	0.2754463	0.8633319	0.8779324	0.7800876
850	0.4257693	0.2619836	0.5940160	0.5279944	0.5944159	0.2540982	0.2134235	0.6695368	0.7593418	0.6339675
900	0.4743386	0.2906377	0.5627534	0.5164207	0.5125069	0.2896208	0.1785224	0.6985053	0.7350729	0.7737142
950	0.4209514	0.1959440	0.5691928	0.5265284	0.5452608	0.2769632	0.1818901	0.7962820	0.7516875	0.6585614
1000	0.4379942	0.1971080	0.4608036	0.6341282	0.4266305	0.2918878	0.1812328	0.7097144	0.6383636	0.7899156

0	0.4275285	0.3000789	0.5080497	0.4343330	0.5859736	0.2827481	0.1802420	0.6195676	0.6985858	0.8254042
50	0.5318649	0.2719965	0.4401139	0.4933221	0.4458584	0.2535868	0.0744498	0.6040522	0.3259471	0.8401111
100	0.4877482	0.2659481	0.4871169	0.4563736	0.5676256	0.3168445	0.0369428	0.4831385	0.1290709	0.6935787
150	0.9652170	0.3187907	0.5094962	0.5078853	0.4593966	0.3430261	0.0231816	0.4264955	0.1528834	0.7487815
200	0.6666062	0.2311776	0.4175264	0.5033353	0.5161144	0.3068885	0.0196289	0.3779606	0.0922727	0.7957549
250	0.6540349	0.3763929	0.4999205	0.3850448	0.6415370	0.2950483	0.0134058	0.3850199	0.0861965	0.7368207
300	0.8481081	0.4173354	0.5047172	0.3365187	0.8097151	0.2852698	0.0131277	0.3513275	0.0791842	0.7316426
350	0.6693415	0.2887003	0.5280081	0.3361383	0.6871047	0.2344176	0.0090978	0.3208782	0.0802901	0.7004680
400	0.7813443	0.2536667	0.5886416	0.3634091	0.6708495	0.2074173	0.0403946	0.2906057	0.0921031	0.8083895
450	0.7671206	0.2890178	0.4203919	0.2493434	0.5521876	0.2616479	0.0108639	0.3196217	0.0814943	0.6799525
500	0.8248497	0.2662601	0.4691599	0.3090810	0.7148872	0.3097985	0.0134634	0.2807765	0.0998440	0.7318920
550	0.6721381	0.3414177	0.5621106	0.3348569	0.4738629	0.2667406	0.1015223	0.1268160	0.5200711	0.6260921
600	0.6636443	0.2909024	0.6156778	0.3662923	0.5527603	0.2517819	0.1341565	0.1864365	0.5986644	0.7908380
650	0.5978859	0.4333202	0.4197969	0.3440745	0.6446742	0.2319562	0.1393564	0.2518274	0.7036075	0.7452606
700	0.5387212	0.3324974	0.4857440	0.3031800	0.6972805	0.2350714	0.1661118	0.3819502	0.8239582	0.7490461
750	0.5247923	0.4217011	0.4547100	0.4479012	0.6710797	0.3714369	0.2300042	0.5926690	0.6331193	0.6866731
800	0.4719626	0.3540480	0.5194935	0.3364879	0.5600080	0.2431401	0.2693716	0.6269523	0.8027644	0.7203747
850	0.4904162	0.2806713	0.4874698	0.5113032	0.6390348	0.3019309	0.1733544	0.5659332	0.7710982	0.6479641
900	0.4782307	0.3857641	0.4615426	0.5435355	0.5677872	0.3204955	0.1585847	0.6724917	0.8132889	0.8594350
950	0.4887864	0.2435021	0.5525007	0.4456894	0.5249059	0.1826992	0.2075823	0.6427731	0.6722815	0.7632083
1000	0.4971901	0.2608048	0.5331934	0.5641456	0.4682322	0.2674226	0.2075744	0.6308804	0.6639175	0.8171628

0	0.4333077	0.3453966	0.6291135	0.4658222	0.5424750	0.2369183	0.2150838	0.6009775	0.7286689	0.7191446
50	0.3235972	0.3178311	0.4438869	0.5676841	0.4125322	0.2357939	0.3463551	0.7856837	0.8060594	0.6738267
100	0.2715054	0.3344802	0.4995890	0.5649317	0.3911326	0.2310824	0.4193875	0.7037605	0.8383447	0.7397468
150	0.1997258	0.2406546	0.6023086	0.5593977	0.5370538	0.2445952	0.4511912	0.7523429	0.8996400	0.7584665
200	0.1828471	0.2961323	0.5633859	0.4737267	0.3696699	0.2540169	0.3269633	0.7304012	0.7896741	0.7763765
250	0.2027892	0.3445742	0.4628948	0.5258998	0.3600080	0.2182246	0.3827485	0.6315686	0.7441181	0.8369276
300	0.1728862	0.3806077	0.4494662	0.6161668	0.3956375	0.2362842	0.4268543	0.7339031	0.5421051	0.8065035
350	0.2207348	0.3513639	0.3934303	0.6341088	0.5126239	0.1519828	0.4093312	0.8086155	0.8072276	0.7526954
