"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6345201	0.0961538	0.5044925	0.3888446	0.2821490	0.5090278	0.6360841	0.0457304	0.6579752	0.2180044	0.6176901	0.6839059	0.5278746	0.3628648	0.7115714	0.2027200	0.3625948	0.4961151	0.1742409	0.7732164	0.1900649	0.0496793	0.6734201	0.4267572	0.0178914	0.0155783	0.1152442	0.7818919	0.4872988	0.7434839	0.4920736	0.5865243	0.1167804	0.7557217	0.4711065	0.3263719	0.4919798	0.5337385	0.5216623	0.3187942	0.0278392	0.1963934	0.2732481	0.8149685	0.7699884	0.0051843	0.1090531	0.4387903	0.5299927	0.5020153	0.2494497	0.6644519	0.0709661	0.4270946	0.6454128	0.0916857	0.3266903	0.6424923	0.6698384	0.6198588	0.6133584	0.6679409	0.3455875	0.2828812	0.3363354	0.5004006	0.2559136	0.2744967	0.9501915	0.1607804	0.1617213	0.2713738	0.1792084	0.4093259	0.3648074	0.1708594	0.0066178	0.4485391	0.5687954	0.1911778	0.3421340	0.2773924	0.5462060	0.1503524	0.3591292	0.6714074	0.2176400	0.5578990	0.6205337	0.7156523	0.4037762	0.3719108	0.4189677	0.8779257	0.6455174	0.6061390	0.2503701	0.6402342	0.6619870	0.7063172
50	0.6922787	0.0918089	0.5357829	0.3961676	0.1927269	0.4862715	0.4046230	0.3698838	0.6423452	0.1343898	0.6341094	0.6130235	0.5626293	0.3302841	0.5915804	0.1501955	0.2475729	0.4521812	0.2600895	0.6372588	0.1831735	0.5893393	0.6927275	0.3450253	0.0057024	0.0173026	0.2004797	0.6705568	0.6198003	0.7147796	0.5119084	0.6639940	0.0750291	0.5267547	0.4961535	0.3243489	0.4297782	0.4728823	0.4084265	0.3094262	0.0046807	0.2135864	0.2617729	0.7205446	0.6729289	0.0180164	0.2107709	0.4800018	0.4765201	0.5517975	0.2244401	0.8738519	0.0370660	0.7255136	0.4830463	0.1629372	0.6748321	0.5450505	0.5520475	0.7046370	0.5921601	0.6218523	0.3372822	0.2568901	0.2537349	0.5035395	0.4407481	0.2451548	0.7565733	0.1726683	0.1279750	0.0668218	0.2083578	0.3216190	0.4109381	0.1597005	0.0010212	0.4495666	0.5093611	0.2857333	0.2931394	0.2046849	0.5394290	0.4483968	0.3977376	0.6979782	0.2417241	0.4712394	0.4745160	0.6434370	0.3871713	0.3527684	0.4575544	0.6877407	0.7152535	0.5837014	0.5927908	0.6528146	0.7140189	0.7064555
100	0.6201278	0.0947400	0.4240605	0.3281688	0.2293864	0.5453763	0.4089526	0.5209004	0.5671435	0.3121405	0.6749663	0.5612804	0.4432286	0.3614587	0.7313411	0.2314860	0.2358926	0.5237746	0.2831961	0.6328199	0.1996416	0.5409498	0.6134609	0.4013184	0.0198268	0.0321851	0.1671589	0.6757078	0.7306684	0.6719410	0.6492550	0.5534908	0.0771946	0.5357606	0.5782864	0.3590251	0.4522430	0.4430721	0.5332699	0.2449835	0.0318185	0.2288600	0.2633755	0.6917260	0.6312431	0.0026071	0.1299015	0.5175144	0.5205989	0.5462164	0.1633595	0.6876967	0.0394741	0.7107157	0.4631063	0.1518319	0.7544073	0.6175659	0.6032716	0.6873636	0.6951419	0.5941106	0.3191162	0.3318644	0.3073667	0.5094596	0.4810573	0.2120068	0.6948707	0.2019564	0.1708514	0.0165576	0.0756893	0.2311433	0.3169590	0.0847522	0.0034111	0.5521918	0.5221954	0.2192852	0.3343765	0.2892870	0.4752562	0.5934280	0.3895954	0.6227454	0.2074810	0.4823380	0.5667513	0.6494082	0.3965715	0.3802584	0.4772536	0.6141315	0.7268607	0.7603268	0.5477904	0.6243750	0.6602984	0.7137092
150	0.7076479	0.0988417	0.3930738	0.3490606	0.2772892	0.4062195	0.5070327	0.6048157	0.6787063	0.2083870	0.5797779	0.6328136	0.5350471	0.3636891	0.6160031	0.2254638	0.2341370	0.4694756	0.2016495	0.7037177	0.2294540	0.6798764	0.7251146	0.4074495	0.0109839	0.0156074	0.1838924	0.6533232	0.5922720	0.6987819	0.4714280	0.5322094	0.1224675	0.6903601	0.5374182	0.3036413	0.5153943	0.5634481	0.4540252	0.1551426	0.0210924	0.2494171	0.2236262	0.6433407	0.6034250	0.0074212	0.1982247	0.5721402	0.5022678	0.5428808	0.1692637	0.6880871	0.0677734	0.6061988	0.5356121	0.1255524	0.6517586	0.5548619	0.6393980	0.6813518	0.5305801	0.7099415	0.3222677	0.2314474	0.2599205	0.5146366	0.4678689	0.2009131	0.8260323	0.1599783	0.2168961	0.0285275	0.1085141	0.1965155	0.3093372	0.1119716	0.0019519	0.4955883	0.4983853	0.2010814	0.3201653	0.2745688	0.5524791	0.4980438	0.4077002	0.5254331	0.1751056	0.4761678	0.4931618	0.6111234	0.3750246	0.4060208	0.4143322	0.7319187	0.5915316	0.7270697	0.6584349	0.6438531	0.6056971	0.7066640
200	0.6813611	0.1045370	0.4732449	0.3342928	0.3103414	0.5297694	0.3293611	0.5413744	0.6790784	0.2430467	0.6199025	0.6436925	0.6740982	0.4036111	0.7252497	0.2991347	0.1578668	0.4856181	0.2452294	0.6758778	0.3347830	0.5402113	0.7713055	0.3272507	0.0096125	0.0120741	0.1875653	0.7276107	0.6545557	0.5777294	0.4375782	0.6104276	0.0896118	0.6657510	0.5983768	0.3493391	0.5228958	0.4684367	0.5730756	0.1776083	0.0128710	0.2856638	0.2522896	0.6648850	0.7126772	0.0030598	0.1088423	0.4306873	0.6102659	0.5676841	0.2411248	0.6045454	0.0525995	0.6162090	0.4489858	0.0914945	0.7995693	0.4354379	0.6152725	0.7423627	0.6367960	0.7396278	0.3995213	0.2798574	0.2520526	0.5426723	0.5062730	0.2351628	0.6846100	0.1553598	0.2266799	0.0100837	0.0815208	0.2079184	0.3134627	0.1203923	0.0032825	0.4038263	0.4774346	0.1900676	0.3455142	0.2668883	0.6324241	0.5948114	0.4383930	0.5316854	0.1983671	0.6059601	0.4367842	0.6663562	0.3237258	0.3866651	0.2995065	0.6405941	0.6945594	0.7244185	0.6231261	0.7394397	0.7336440	0.6376133
250	0.6749367	0.0715946	0.4666237	0.4715726	0.2188190	0.4820218	0.4939447	0.6254840	0.6146050	0.2586893	0.6165868	0.5627030	0.5639442	0.4112301	0.5063948	0.1628301	0.1569736	0.4310795	0.2668738	0.6484450	0.2631138	0.5695655	0.6687349	0.3250329	0.0104943	0.0251290	0.1451235	0.7939492	0.6168198	0.6450567	0.5160895	0.6321425	0.1279696	0.6998594	0.5226983	0.3728794	0.4179813	0.4895011	0.4871217	0.1786034	0.0167159	0.2233900	0.2901477	0.6875259	0.5825615	0.0024791	0.0999625	0.4299382	0.4047475	0.5066462	0.2015241	0.6958595	0.0442184	0.6188653	0.5421095	0.1176803	0.7162335	0.3888332	0.6408659	0.7219548	0.6690516	0.6406694	0.3690974	0.2958919	0.2664762	0.4826278	0.4015684	0.2253062	0.6448284	0.1811608	0.2390967	0.0272360	0.1634706	0.1924231	0.3776239	0.0904678	0.0024650	0.4995513	0.5132450	0.2048257	0.3671773	0.3711606	0.5052843	0.5527878	0.3605473	0.5427548	0.2282777	0.5485587	0.4072722	0.7236611	0.3820169	0.3956795	0.3935454	0.6904983	0.6409503	0.8165398	0.5706365	0.7435133	0.7536517	0.5994316
300	0.7700143	0.0987537	0.4236533	0.4224021	0.1920964	0.5156256	0.5314369	0.6986479	0.7315029	0.2229614	0.6728403	0.6902117	0.6398807	0.3911060	0.6094807	0.1524559	0.3712577	0.4852414	0.2094973	0.6923596	0.1595284	0.5073303	0.8971168	0.3722372	0.0206376	0.0186529	0.1329463	0.6356425	0.6037910	0.7080158	0.4741839	0.5725084	0.1030736	0.6842158	0.4854511	0.2871339	0.4890660	0.4892319	0.5080813	0.2145902	0.0432053	0.1776828	0.2673757	0.7200348	0.7201910	0.0046237	0.0694546	0.4156012	0.4364125	0.4973094	0.2244922	0.5413833	0.0694516	0.6656704	0.4781890	0.1367725	0.6190569	0.4419784	0.6942870	0.6142954	0.5501483	0.7222904	0.4608333	0.2129300	0.2700945	0.6594908	0.4030108	0.2508885	0.6822043	0.1357037	0.2157911	0.0247825	0.1766990	0.1680977	0.4545540	0.1485807	0.0013591	0.5091624	0.4708015	0.1968470	0.3487850	0.2756112	0.5059536	0.5615557	0.2985989	0.6589091	0.1941194	0.5567818	0.4485839	0.6189510	0.4049037	0.4875672	0.4851909	0.7303664	0.6316889	0.7803606	0.6069587	0.7683949	0.7466583	0.6370693
350	0.7971820	0.0755238	0.5128776	0.4326160	0.2063443	0.5225066	0.5070088	0.7136294	0.6951994	0.1267597	0.5126388	0.6161407	0.6052954	0.2811889	0.6464095	0.1211357	0.2611264	0.4003072	0.3047496	0.6942836	0.1411804	0.5545356	0.7399707	0.4290827	0.0202450	0.0234759	0.1125211	0.6910768	0.6898605	0.7467649	0.5192792	0.6097168	0.1486192	0.7160521	0.3924070	0.3474633	0.3796020	0.5260498	0.3733729	0.2385754	0.0152467	0.2399323	0.2161158	0.8003308	0.7025291	0.0067169	0.1184927	0.3781976	0.4569532	0.5441126	0.1924614	0.7025025	0.0559606	0.5879080	0.5374091	0.1164889	0.6090929	0.6899234	0.7019519	0.7378211	0.5117329	0.6763925	0.3703143	0.2415419	0.2504165	0.5601771	0.4532849	0.2458684	0.6577753	0.1727987	0.1616918	0.0160739	0.1093533	0.1975712	0.3076801	0.1336314	0.0032500	0.4865941	0.4430233	0.1569605	0.2450666	0.2612350	0.5725044	0.4102105	0.2958739	0.6042379	0.2325990	0.5305923	0.4058343	0.5490761	0.4682334	0.4407386	0.5317862	0.6708356	0.6284473	0.6757231	0.5706219	0.7212735	0.7436468	0.6814534
400	0.6083443	0.0648505	0.5342315	0.1596393	0.1775387	0.4428153	0.5500277	0.5381685	0.7087111	0.1810864	0.5665505	0.5187759	0.6048004	0.3954398	0.5571068	0.1751177	0.1197957	0.3292858	0.3593473	0.7173692	0.1283027	0.7137344	0.5929158	0.3732808	0.0280403	0.0327729	0.1458541	0.5832855	0.5581665	0.8099649	0.6370640	0.6240772	0.1218851	0.7789950	0.4141005	0.2961313	0.4431265	0.4942118	0.3885829	0.1985937	0.0223129	0.2885124	0.2421132	0.7081328	0.6842587	0.0121878	0.1014225	0.4522762	0.4724759	0.7474655	0.2713548	0.7058658	0.0632823	0.6629096	0.4503594	0.2217841	0.7326063	0.4749955	0.7427972	0.6614885	0.6213202	0.7611223	0.4577295	0.2736412	0.2254084	0.6131906	0.3576281	0.2604540	0.6308576	0.1697230	0.1126166	0.0158105	0.0967627	0.2502395	0.4189426	0.1152362	0.0020717	0.4467449	0.5279297	0.2036008	0.3536056	0.2137794	0.5853940	0.5511185	0.4562914	0.6403288	0.2393331	0.5062055	0.4264256	0.6032456	0.4002170	0.4338153	0.5686932	0.6460769	0.6637888	0.7742695	0.6222575	0.6262931	0.8582551	0.8616979
