"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1804963	0.2385952	0.5096182	0.4083642	0.6399263	0.0298971	0.6230753	0.4068749	0.0089786	0.5048978	0.0061205	0.3284553	0.0294542	0.0106061	0.0168873	0.1036187	0.3139592	0.7164838	0.0814052	0.0003738	0.0546647	0.1494811	0.1444483	0.0898421	0.1170705	0.7258560	0.5147071	0.3466264	0.1436121	0.5562380	0.2213735	0.0254308	0.2443354	0.1232311	0.6824253	0.6321062	0.5150186	0.1632193	0.0446275	0.6395879	0.0604319	0.7176485	0.6420129	0.5939844	0.6702249	0.6179189	0.5871070	0.6766069	0.3985007	0.1898318	0.5439952	0.7810094	0.3709726	0.2027920	0.6040381	0.5107736	0.2373627	0.1908015	0.1134334	0.2990818	0.0117356	0.3092034	0.6829208	0.4833057	0.5570485	0.3918022	0.3529750	0.4734938	0.5725319	0.0314881	0.1519883	0.0068847	0.0356067	0.0788685	0.3638849	0.6828082	0.0173787	0.1212039	0.1733671	0.0347643	0.4807595	0.0500229	0.8675330	0.2166444	0.5855134	0.1600348	0.1373541	0.0746485	0.0327920	0.6629602	0.7184251	0.4357960	0.7216574	0.4554507	0.5804602	0.7072463	0.2839938	0.6825587	0.5544585	0.6575146
50	0.1382605	0.5178598	0.4995998	0.1840550	0.5020157	0.0348311	0.5977189	0.5238127	0.0129668	0.5217745	0.0354565	0.4018099	0.0304443	0.0174828	0.0178793	0.1392969	0.3799663	0.6277216	0.0708847	0.0026362	0.0241417	0.2274957	0.0880051	0.0684301	0.0098324	0.6798247	0.5053289	0.2315560	0.2453696	0.6364796	0.1932643	0.0421645	0.1966969	0.0694610	0.6393799	0.6331541	0.5888097	0.1048392	0.0545834	0.3181229	0.1548548	0.6488294	0.6578932	0.7756547	0.6586135	0.5015721	0.6103357	0.5886019	0.2062756	0.1500697	0.5644268	0.7234507	0.6375840	0.2304523	0.4484575	0.1508176	0.2028167	0.3126175	0.0921917	0.2330240	0.0212954	0.2871775	0.5942878	0.4891558	0.4528609	0.4879332	0.3054925	0.5016793	0.6344981	0.0048798	0.2096466	0.0263351	0.0195956	0.0808193	0.3390506	0.6419054	0.0239032	0.0998137	0.1262066	0.0244232	0.4545382	0.1056059	0.7117391	0.1665429	0.6984759	0.0541285	0.1679328	0.0791517	0.2250618	0.5487021	0.2715956	0.3602168	0.6832909	0.5577748	0.6572571	0.6663961	0.2553174	0.6282850	0.5534321	0.2002599
100	0.1485173	0.4736844	0.5000645	0.3002150	0.3411901	0.0488608	0.5329266	0.4569229	0.0071438	0.5275014	0.0520875	0.4631808	0.0486104	0.0174359	0.0154702	0.1257990	0.4510924	0.5896377	0.1380558	0.0043971	0.0308282	0.2462828	0.1052186	0.0957121	0.0001682	0.6359295	0.4636878	0.1522139	0.1803417	0.5825013	0.2816400	0.0253183	0.2411119	0.0979871	0.6561386	0.7094148	0.6724017	0.0955520	0.0450026	0.1689267	0.1179259	0.7672314	0.6111400	0.7057956	0.7686795	0.4071301	0.6141344	0.5225925	0.0695516	0.2341962	0.7310983	0.6471791	0.6668348	0.2419461	0.5151455	0.0645230	0.2977855	0.3072586	0.0989092	0.1443976	0.0089568	0.3261635	0.6080640	0.4828275	0.5430113	0.4879716	0.3126887	0.4944334	0.7417417	0.0025271	0.1910902	0.0314658	0.0187694	0.0992737	0.4350664	0.6678913	0.0290221	0.1421510	0.0619674	0.0093413	0.4946422	0.1041281	0.6291838	0.1622639	0.4833501	0.0092787	0.1642210	0.0644860	0.2986217	0.6132823	0.2022610	0.3440742	0.5579671	0.4333608	0.6285348	0.6107274	0.2497501	0.6154029	0.5634999	0.0386340
150	0.1920289	0.5967844	0.5452692	0.2574579	0.4231649	0.0782030	0.1972351	0.4377790	0.0219638	0.5009425	0.0697574	0.4197163	0.0326973	0.0398091	0.0480362	0.1568458	0.4205238	0.6570479	0.0607639	0.0088083	0.0386490	0.2758481	0.1144102	0.1962466	0.0000103	0.6815112	0.6203112	0.2458023	0.1512640	0.6039249	0.2980645	0.0325775	0.2396837	0.1091107	0.5568663	0.6121795	0.5808679	0.1061554	0.0613299	0.1362710	0.2345051	0.7249449	0.6835003	0.6306579	0.8851018	0.3501916	0.6370090	0.4750609	0.0594051	0.2149190	0.5577183	0.6299733	0.6070911	0.2514537	0.4929531	0.0226772	0.2622416	0.3269411	0.1094534	0.2032352	0.0193829	0.4018521	0.5884169	0.4537757	0.4749785	0.4095174	0.3927937	0.3530691	0.7372294	0.0011859	0.1406379	0.0160996	0.0162290	0.0498189	0.3697584	0.7067197	0.0287060	0.1103652	0.0764824	0.0486933	0.4961489	0.1140621	0.6920870	0.1420099	0.6836417	0.0058851	0.1034037	0.0434849	0.2747288	0.5726357	0.1398620	0.2463593	0.6333641	0.3307681	0.6350845	0.5887531	0.2936253	0.5757994	0.6298126	0.0313860
200	0.1387229	0.6387207	0.5191123	0.1912112	0.3823635	0.0519739	0.0626730	0.3039031	0.0269370	0.5153203	0.1007682	0.3434662	0.0729380	0.0270163	0.0297761	0.1767232	0.6158801	0.5731195	0.0702244	0.0130962	0.0295980	0.2737251	0.1080176	0.1935357	0.0000366	0.7045779	0.6018937	0.1487088	0.2126556	0.6256489	0.3804371	0.0203206	0.2716343	0.0979508	0.6710325	0.7916447	0.5983707	0.1174664	0.0582275	0.1301524	0.2885255	0.6404938	0.6344928	0.5426744	0.6545362	0.3526117	0.5614860	0.3375058	0.1105022	0.1706542	0.4870945	0.6181034	0.6065828	0.2105244	0.5553925	0.0215831	0.2809511	0.3293335	0.1263891	0.1603522	0.0087499	0.2715628	0.6240537	0.4587184	0.4055033	0.4264617	0.2709045	0.5354388	0.5899458	0.0002457	0.2188217	0.0288302	0.0289919	0.0254167	0.4356670	0.7783007	0.0433799	0.1179714	0.0566932	0.0189752	0.5371274	0.1218188	0.6003185	0.1391354	0.5837047	0.0018780	0.1720006	0.0563627	0.3364703	0.4951794	0.1518549	0.1785124	0.6175866	0.4360181	0.5769405	0.7075907	0.2702129	0.6517484	0.5511355	0.0098555
250	0.2232732	0.7058568	0.5381699	0.2773535	0.3738058	0.1198152	0.0521691	0.4107120	0.0183591	0.5659483	0.0853642	0.3918313	0.0273465	0.0316455	0.0903125	0.2247184	0.6829799	0.6429326	0.0201827	0.0065884	0.0435457	0.2555459	0.1249560	0.1398192	0.0005704	0.6472476	0.5206874	0.1311322	0.1558035	0.5449406	0.3332381	0.0136635	0.2059072	0.1277576	0.5763680	0.6429541	0.6519043	0.1318061	0.0641144	0.1573354	0.5571407	0.7127920	0.5911196	0.6040291	0.7357362	0.2565206	0.5008409	0.3511070	0.1136311	0.2496574	0.4868937	0.5655289	0.5931637	0.2072195	0.5688120	0.0238092	0.3154965	0.3951852	0.1303729	0.1390055	0.0125568	0.3890206	0.7185293	0.5461280	0.4754106	0.3321762	0.3118502	0.4347803	0.5989266	0.0014113	0.2151624	0.0441969	0.0036854	0.0356866	0.4218683	0.6184619	0.0254324	0.1142053	0.0522555	0.0286665	0.4530879	0.1455138	0.7178679	0.1751382	0.6840443	0.0027660	0.1954227	0.0169919	0.3430402	0.4294142	0.1066031	0.0965016	0.6557753	0.4256692	0.6183735	0.7120633	0.2795395	0.6724254	0.7274954	0.0383960
300	0.1497221	0.5390652	0.4625183	0.2704422	0.3336158	0.0639365	0.0731163	0.3247580	0.0215823	0.4500924	0.0937074	0.4024564	0.0319183	0.0342109	0.0747635	0.1619133	0.6627050	0.6713973	0.0521935	0.0147741	0.0305899	0.2937136	0.0996333	0.1795231	0.0000202	0.6865800	0.4104892	0.1606096	0.1895543	0.5658767	0.3324800	0.0152096	0.1698278	0.1029492	0.7698164	0.7466792	0.4839641	0.0837054	0.0794285	0.1066280	0.5794947	0.7295731	0.7235551	0.6696801	0.6846571	0.2635747	0.5663606	0.3515132	0.0328938	0.2438740	0.5223351	0.5271923	0.4471305	0.2830320	0.5193029	0.0164186	0.2762422	0.4174544	0.0878711	0.1431875	0.0155429	0.3657985	0.6564818	0.4631313	0.4583051	0.3602552	0.3327122	0.3914541	0.5950598	0.0000000	0.2380045	0.0144246	0.0132190	0.0424339	0.3672405	0.7705104	0.0284088	0.0983298	0.1031351	0.0550669	0.5585963	0.1850834	0.6404827	0.1676403	0.6275899	0.0001397	0.0935600	0.0196915	0.3287683	0.5329834	0.1186952	0.1279680	0.6162717	0.3784273	0.6076414	0.8377314	0.2399054	0.7602500	0.4713543	0.0096639
350	0.1317653	0.5886274	0.6023037	0.2801737	0.3635277	0.0797881	0.0948968	0.3514577	0.0307425	0.5276246	0.1525523	0.5458451	0.0281342	0.0747225	0.0860662	0.1549248	0.6077357	0.7337019	0.0345100	0.0044272	0.0438026	0.2897000	0.0939740	0.0992506	0.0000399	0.6229425	0.4254854	0.1993631	0.1727827	0.5118682	0.2346455	0.0221683	0.2355788	0.1231828	0.6084197	0.6973953	0.5534668	0.0998634	0.1151943	0.1265163	0.4641344	0.6491124	0.6703992	0.7204401	0.6975568	0.3984127	0.4322800	0.4236157	0.0731504	0.2681232	0.4728818	0.5560975	0.5310214	0.2341148	0.4621217	0.0180805	0.2570345	0.3302051	0.0666569	0.1586674	0.0125414	0.3025284	0.6430514	0.4697880	0.4490701	0.3320478	0.3943444	0.4457475	0.6916114	0.0016043	0.1908839	0.0292112	0.0167148	0.0391562	0.3544257	0.7059852	0.0086911	0.1263869	0.0723451	0.0659170	0.6034237	0.1148902	0.8285742	0.1831541	0.6699743	0.0000100	0.0872569	0.0055528	0.2946375	0.5665235	0.1195181	0.1443525	0.5554451	0.3961168	0.6541869	0.5567121	0.3104198	0.7034550	0.5019653	0.0073516
400	0.0898421	0.6729719	0.5349653	0.2613412	0.2998423	0.0564168	0.0580676	0.3657808	0.0169495	0.4988458	0.1320067	0.4823522	0.0541468	0.0489192	0.1169040	0.1602006	0.5488297	0.6876005	0.0777996	0.0047939	0.0429526	0.3456500	0.1128318	0.1243747	0.0002412	0.7116801	0.5336060	0.2204663	0.1892914	0.6327391	0.3010261	0.0217833	0.2228210	0.1035562	0.7543752	0.7832818	0.6968058	0.1264429	0.0289830	0.0851201	0.4304952	0.7705716	0.6787879	0.7122442	0.7338100	0.5145545	0.5042415	0.4118513	0.0449749	0.2464693	0.5511254	0.6372066	0.4899376	0.2939901	0.5777303	0.0072930	0.2484830	0.3447848	0.0462170	0.2006300	0.0332838	0.2698263	0.6404569	0.4347687	0.4588882	0.4029305	0.3198635	0.4977224	0.6592472	0.0010207	0.2158332	0.0485913	0.0147819	0.0815063	0.4153783	0.7296832	0.0218298	0.0786343	0.1256294	0.0214576	0.4186722	0.1463877	0.6647202	0.1986562	0.6943550	0.0000000	0.1405213	0.0027643	0.3506572	0.5698838	0.0761638	0.0661122	0.6647014	0.3264469	0.6945374	0.6094967	0.2559651	0.7145179	0.5426121	0.0181270
