"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3510373	0.2313413	0.6486081	0.4120400	0.1139992	0.6397469	0.4781120	0.5274440	0.7509797	0.3228506	0.3438702	0.1251606	0.1607164	0.3145028	0.1739724	0.2178671	0.6430029	0.3201722	0.4638646	0.4514372	0.2091032	0.1291318	0.4971994	0.4728928	0.6624962	0.8214264	0.3151664	0.4584411	0.0495904	0.0062523	0.3120348	0.4128484	0.8221935	0.2295712	0.1845654	0.0854482	0.7589713	0.0486696	0.5640888	0.2542010	0.7381695	0.0316759	0.6245377	0.0492784	0.0564697	0.8520049	0.3846516	0.3209394	0.5246229	0.6468668	0.0980158	0.6938650	0.5959877	0.7868298	0.7080862	0.3204711	0.1028955	0.0303453	0.0710826	0.7862509	0.0125582	0.1190061	0.2442670	0.4664574	0.2131905	0.6564036	0.0415518	0.0978891	0.2827327	0.0290882	0.7787570	0.3435606	0.2467517	0.0430989	0.3369886	0.0757409	0.6433218	0.6228486	0.2546309	0.3668810	0.4679500	0.2428435	0.7653172	0.0311445	0.5289210	0.6696029	0.2255032	0.7109929	0.0658574	0.7686586	0.5804669	0.7025120	0.0583229	0.5609418	0.0800207	0.5398794	0.6208100	0.8029506	0.0204192	0.6701698
50	0.2975141	0.2646372	0.6229382	0.3722750	0.0817110	0.6421045	0.6364445	0.4556872	0.3559766	0.2940616	0.4242209	0.1483526	0.3169638	0.2732621	0.0397801	0.2445717	0.6277504	0.2296878	0.1684189	0.4287663	0.2568618	0.3400284	0.3259994	0.3189105	0.7127264	0.7103423	0.3596592	0.6149279	0.0576261	0.1695018	0.1943941	0.2871416	0.7191652	0.4240177	0.1473564	0.1092992	0.7193718	0.0062040	0.6463253	0.2468625	0.3579833	0.0550611	0.5162232	0.0155671	0.0563992	0.2536033	0.4154542	0.2668724	0.7258616	0.6817596	0.1748995	0.4345709	0.4191564	0.4497848	0.6314173	0.4150022	0.0691993	0.3683364	0.0636844	0.3886856	0.0152794	0.2023337	0.1949716	0.5493976	0.2431959	0.5501474	0.0308716	0.0705940	0.3208959	0.1828144	0.5895184	0.4866811	0.2452807	0.0651293	0.4682033	0.0450609	0.6137216	0.6051855	0.3597718	0.1537031	0.5856152	0.2378704	0.0554367	0.0743427	0.4959979	0.6032994	0.0631271	0.6262333	0.0928867	0.8213479	0.1822957	0.5549326	0.1113506	0.5641859	0.1231361	0.6360430	0.5905137	0.6665931	0.0155033	0.6640511
100	0.3044850	0.3072614	0.6417976	0.4989355	0.0920835	0.6882965	0.5690383	0.4464091	0.4815580	0.3432091	0.4799715	0.2862512	0.4058732	0.3303069	0.0767736	0.1995817	0.4473247	0.1969348	0.0556244	0.3117129	0.2773265	0.5337290	0.1861397	0.2488291	0.6360748	0.6125648	0.4427633	0.6198271	0.0671305	0.2134702	0.2239779	0.4443773	0.7585294	0.4182765	0.1364008	0.3223836	0.5943616	0.0008935	0.6176811	0.2778052	0.3498089	0.0767506	0.3568282	0.0150714	0.0515511	0.1463958	0.4327411	0.2417219	0.6583324	0.6912034	0.1605772	0.5030588	0.4064393	0.3287030	0.7138971	0.5471267	0.1457935	0.5228037	0.0701538	0.3172007	0.0389219	0.1454949	0.1209913	0.6594442	0.3165484	0.5969007	0.0860357	0.0465830	0.3430573	0.3172677	0.7092060	0.4047037	0.3414007	0.0538832	0.5208331	0.0346694	0.7173699	0.5474832	0.3493701	0.0608158	0.5764891	0.2426552	0.0444620	0.0481016	0.3725950	0.3965876	0.0287569	0.7468149	0.1073666	0.7238079	0.1242404	0.6849426	0.0617041	0.4978771	0.0805015	0.6623843	0.5227869	0.7074047	0.0125254	0.6833415
150	0.3900734	0.2612734	0.5867146	0.4881163	0.1159033	0.6626169	0.4291505	0.2896826	0.4662988	0.3807747	0.4306780	0.3022876	0.5031872	0.4665095	0.0612649	0.3214740	0.5601097	0.2998355	0.0407367	0.4098373	0.4226258	0.4945575	0.1155427	0.2108747	0.6690234	0.6946820	0.3927704	0.6904497	0.1753944	0.2041967	0.2904782	0.4294875	0.7793706	0.4262224	0.1221485	0.3219931	0.5158613	0.0017820	0.6635684	0.1985296	0.2726129	0.0454576	0.3636581	0.0014545	0.0642140	0.1077767	0.4591295	0.1928697	0.7640883	0.6247577	0.2047794	0.3851110	0.4366140	0.2478687	0.6957349	0.6157743	0.1142408	0.4218638	0.0870307	0.2595091	0.0233227	0.1653696	0.0580586	0.6384262	0.3339549	0.5699646	0.0892244	0.0792691	0.2521680	0.3262442	0.6218553	0.2698009	0.1979694	0.0532334	0.4737916	0.0580297	0.6775039	0.5062461	0.3573345	0.0542698	0.5630383	0.2761104	0.0373617	0.0949967	0.3251902	0.3654035	0.0055761	0.6369605	0.0692919	0.6112115	0.0574399	0.6699568	0.0330878	0.4506525	0.0838500	0.5211519	0.5045903	0.6904598	0.0100238	0.5626834
200	0.3112856	0.3231176	0.7056659	0.4508881	0.1044446	0.6762075	0.5384858	0.3687375	0.3510974	0.3946999	0.3453700	0.4188587	0.4969435	0.3738920	0.0484444	0.3998750	0.6850944	0.3524878	0.0268189	0.4114334	0.3216419	0.4850227	0.1894272	0.1445550	0.7000920	0.6086105	0.3821312	0.7988678	0.1710404	0.3613082	0.3968120	0.4161126	0.7205466	0.4904600	0.1765071	0.4343840	0.5447451	0.0000877	0.6998770	0.2161355	0.3409343	0.0488822	0.2883142	0.0001680	0.0563571	0.0739092	0.4535676	0.2773600	0.5373358	0.7650308	0.2896413	0.4319475	0.4565362	0.1493933	0.6654623	0.6240592	0.1766489	0.5415124	0.0305446	0.2603295	0.0688358	0.1087121	0.0806146	0.5242840	0.2259033	0.6068953	0.0347578	0.0489038	0.1892698	0.3707142	0.7223961	0.2888682	0.2137527	0.0451284	0.4477040	0.0704938	0.7503021	0.6386827	0.3207168	0.0438910	0.6287559	0.2696912	0.0216657	0.0908132	0.2935321	0.2929538	0.0035138	0.5647121	0.0787626	0.7051360	0.0951069	0.6360189	0.0306933	0.5419385	0.0792580	0.5592845	0.5927040	0.8236195	0.0390909	0.5614066
250	0.3289764	0.2831043	0.6535950	0.5316920	0.0502240	0.6204621	0.4491532	0.2849603	0.3062798	0.4143016	0.4717610	0.3714374	0.4036146	0.3156232	0.0179115	0.3962857	0.6026575	0.5166623	0.0062497	0.4401591	0.2601145	0.4776945	0.1435760	0.2481809	0.6659536	0.5373959	0.3723880	0.7810069	0.1642450	0.3738977	0.2965398	0.3207259	0.6214400	0.4800529	0.0928548	0.4134501	0.4061798	0.0000898	0.7551169	0.1832028	0.2894898	0.0336393	0.3428037	0.0001506	0.1211351	0.0934054	0.3978845	0.2849814	0.5476931	0.6277745	0.2030839	0.4921461	0.3559409	0.1244195	0.6999961	0.7311127	0.2182425	0.4268015	0.0735109	0.1786484	0.1345917	0.0975969	0.0507317	0.6300449	0.1634964	0.6055880	0.0652489	0.0943808	0.2217333	0.3390400	0.7141086	0.2211158	0.1882140	0.0262378	0.4550872	0.0574361	0.7807658	0.4629835	0.2027785	0.0584885	0.6565836	0.2427193	0.0337202	0.0740935	0.2917901	0.2463034	0.0018242	0.5347415	0.1109932	0.6507574	0.0812962	0.7035028	0.0576002	0.5603455	0.0590157	0.6078583	0.5207631	0.5892723	0.0565072	0.6607515
300	0.2995906	0.3763365	0.6191680	0.4140520	0.1360090	0.5591397	0.3974800	0.4216667	0.2811912	0.4579090	0.5013094	0.3904706	0.4572244	0.4266840	0.0279300	0.2562782	0.5865384	0.4830626	0.0190401	0.4158499	0.2940372	0.4841192	0.2207037	0.2559016	0.6175789	0.6379236	0.3421112	0.7022644	0.1528056	0.3799582	0.2548979	0.3902156	0.7347978	0.4457502	0.1286361	0.5153202	0.3937676	0.0000879	0.7092795	0.1683956	0.4351377	0.0847777	0.4106442	0.0000000	0.0820886	0.0950252	0.3154415	0.2478058	0.5753166	0.4929624	0.0878033	0.5359747	0.4548455	0.2119958	0.7231704	0.6984390	0.2118176	0.5445555	0.0592235	0.1985843	0.0337395	0.1063120	0.1204197	0.6563556	0.1738126	0.5765514	0.0361358	0.0873307	0.2541150	0.4334441	0.7081847	0.2401485	0.1982882	0.0307678	0.4326873	0.0615054	0.7364561	0.5488606	0.3210586	0.0833420	0.6945589	0.3065171	0.0201781	0.0567334	0.2979457	0.2567293	0.0017676	0.5929115	0.1302328	0.6974988	0.0974058	0.6917915	0.0424949	0.5388770	0.0761995	0.6329321	0.5690360	0.7736593	0.0093684	0.6473109
350	0.4775025	0.2811015	0.5464607	0.3725392	0.1119232	0.7129417	0.5055214	0.3006360	0.3272863	0.4197342	0.5928667	0.4134091	0.3824316	0.3839695	0.0178390	0.3245701	0.6518453	0.4205760	0.0226093	0.4455027	0.2005927	0.5195669	0.2087716	0.3283572	0.7616654	0.6551516	0.2186491	0.5852854	0.1721637	0.2809975	0.2436011	0.4176819	0.6233157	0.4417757	0.1115376	0.4336654	0.4955254	0.0000013	0.6040185	0.1632009	0.3318073	0.0706408	0.5603204	0.0000111	0.1085760	0.0767081	0.3181137	0.1880065	0.6069046	0.5383617	0.1116674	0.4796137	0.3874669	0.1702125	0.6353473	0.6572114	0.1473652	0.5869414	0.0259824	0.1532026	0.0784495	0.0700930	0.0709593	0.4835572	0.1590937	0.6613822	0.0397615	0.0756691	0.1847092	0.3690396	0.6883217	0.2893553	0.1549001	0.0428261	0.3539222	0.0551526	0.6590402	0.5790299	0.3482391	0.0984143	0.6138845	0.3173303	0.0448103	0.0892116	0.3194909	0.2443910	0.0016596	0.5959658	0.0968650	0.7657564	0.1011497	0.7087684	0.1132996	0.5240914	0.0924745	0.5666626	0.6352855	0.7042049	0.0358243	0.6570585
400	0.2568394	0.2422798	0.6468530	0.5142762	0.0741740	0.5541498	0.5657614	0.2712463	0.3361268	0.4872498	0.5267925	0.4621147	0.4568514	0.4188374	0.0247030	0.3484872	0.5349165	0.5969849	0.0237076	0.4522888	0.1099430	0.4078665	0.2814359	0.3537001	0.7439230	0.7457377	0.1944182	0.6143019	0.1137277	0.4511670	0.2705448	0.3768360	0.7709001	0.4525922	0.1074354	0.3050909	0.3895950	0.0000296	0.6331512	0.1975455	0.3264961	0.0756644	0.3592800	0.0003373	0.0871074	0.0904631	0.3427144	0.2442604	0.4870312	0.5643282	0.0741830	0.4093665	0.4426163	0.1530799	0.7153003	0.8250461	0.1923857	0.4477174	0.0591361	0.1623206	0.0585820	0.1580723	0.0176647	0.5409803	0.1532181	0.7482279	0.0429064	0.0598424	0.1641683	0.5177151	0.7677641	0.2422721	0.2067359	0.0425556	0.4489671	0.0596469	0.6475785	0.5557086	0.2406656	0.1455457	0.7034970	0.3218296	0.0227401	0.0779274	0.2887014	0.2941880	0.0021911	0.5240731	0.1396552	0.6033541	0.0582155	0.6673279	0.0326228	0.5818914	0.0990635	0.5186911	0.5577009	0.6179020	0.0338070	0.5907599
