"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3240927	0.0269730	0.7068515	0.2431963	0.2223546	0.4496717	0.1315677	0.2901779	0.3954743	0.6069239	0.5554014	0.4943824	0.4010945	0.3516240	0.3643931	0.0265814	0.5257207	0.4567821	0.6234906	0.2165300	0.4863980	0.6670595	0.7913502	0.4850674	0.4412304	0.3261616	0.2778765	0.6855697	0.6689902	0.3548893	0.3008161	0.0263758	0.1086773	0.0478347	0.0022451	0.3897930	0.0850050	0.0351062	0.5137717	0.3589281	0.6863999	0.7271555	0.2803624	0.0429029	0.3433446	0.5929538	0.6462451	0.0458658	0.2909442	0.3916976	0.5009873	0.4449315	0.6053374	0.6522999	0.0311205	0.6321477	0.6408647	0.6117291	0.2904904	0.1128116	0.0834201	0.3210031	0.6620975	0.0788167	0.6591926	0.4573327	0.6576598	0.5389072	0.5322896	0.6342526	0.0469065	0.1814137	0.7571115	0.7019640	0.1156780	0.6554071	0.5481342	0.0227514	0.5814263	0.1566733	0.6922187	0.0049551	0.4236790	0.6502423	0.0214217	0.2304627	0.2976397	0.3130374	0.5007480	0.0446296	0.5990652	0.7244926	0.0471439	0.0150105	0.0495355	0.6979483	0.6258292	0.0663398	0.5573805	0.2008491
50	0.3430307	0.0058346	0.6305003	0.4586376	0.1875864	0.4604386	0.1700934	0.2827533	0.2886741	0.4223490	0.5794324	0.5018272	0.4687921	0.3364055	0.3542637	0.0103912	0.4465579	0.4638054	0.5264364	0.3212639	0.6587256	0.6703848	0.6310640	0.4398585	0.2964788	0.3288339	0.4430999	0.6294378	0.6225301	0.3193312	0.3231419	0.0459755	0.0325054	0.0691134	0.0002380	0.5000391	0.0804569	0.0326086	0.5355488	0.2545704	0.7622705	0.6359498	0.1057433	0.0891019	0.3273933	0.6345285	0.6683797	0.0457692	0.4238942	0.3352818	0.6127463	0.4956086	0.5279454	0.6857594	0.0358157	0.5317914	0.3217495	0.6277956	0.3489096	0.1315191	0.0175130	0.1057409	0.6931992	0.0815776	0.3677912	0.4877413	0.6731658	0.6504298	0.7299265	0.7222391	0.0434557	0.1366516	0.6009588	0.6233814	0.0727806	0.5941961	0.5786941	0.0162995	0.7095892	0.1590115	0.4933090	0.0195039	0.5434956	0.5702070	0.4659785	0.1673857	0.2726208	0.2927658	0.4404199	0.0283565	0.7463642	0.6235763	0.1677191	0.2594294	0.4053071	0.7118614	0.3340900	0.0434772	0.6776623	0.2825786
100	0.3568194	0.0161984	0.6437561	0.5041428	0.1705743	0.3749247	0.1426942	0.3387416	0.3110813	0.5232787	0.5319368	0.4608145	0.4633973	0.4150997	0.3909949	0.0017137	0.3937922	0.5560412	0.5039717	0.3538677	0.7143472	0.7555118	0.4415956	0.5305300	0.2748535	0.4898299	0.5371851	0.6512677	0.6168115	0.2904027	0.2802487	0.0092815	0.0464844	0.0285913	0.0000088	0.5346876	0.0691178	0.0417808	0.5679565	0.4572070	0.7395083	0.5858001	0.1397842	0.0776132	0.3630850	0.5239570	0.6551721	0.0597839	0.3943442	0.3075762	0.6183930	0.6377427	0.4319849	0.6305927	0.0177046	0.6892033	0.2212001	0.7165062	0.4334878	0.1626336	0.0075705	0.0377209	0.6540612	0.1307733	0.2880545	0.4623201	0.6989304	0.5551821	0.5614539	0.6906898	0.0151602	0.2163847	0.4758259	0.6518886	0.1372339	0.6086213	0.5356110	0.0039911	0.8264801	0.2587030	0.7822222	0.0323649	0.3632071	0.5479579	0.6667080	0.2236164	0.2429219	0.2711877	0.5930753	0.0139442	0.7071799	0.6919943	0.2511310	0.1989974	0.3590462	0.5809176	0.3018160	0.0441865	0.6599656	0.2531530
150	0.3694393	0.0062288	0.7380035	0.4440514	0.1940343	0.4557402	0.1413096	0.3115768	0.3105202	0.4801786	0.5098968	0.3293582	0.5378151	0.4785132	0.4716414	0.0061205	0.3176117	0.5245415	0.5292183	0.3974596	0.6635855	0.6593291	0.4679866	0.4353632	0.3604944	0.4731521	0.4804869	0.7799304	0.7466381	0.3439545	0.2321116	0.0069915	0.0435575	0.0312234	0.0000254	0.5862565	0.0632240	0.0491984	0.6635120	0.4247351	0.7407877	0.6873272	0.2018047	0.1910471	0.3787538	0.7047385	0.5846466	0.0842110	0.2756207	0.3592980	0.5414807	0.6030761	0.5041569	0.6382892	0.0117087	0.5570155	0.1865380	0.7476521	0.4000016	0.1283923	0.0008765	0.0238253	0.6331515	0.0735485	0.2773870	0.5261690	0.7485520	0.5068451	0.6695736	0.6464755	0.0379796	0.1697320	0.6460717	0.6664266	0.1575313	0.4945070	0.5710035	0.0344228	0.5900090	0.2978671	0.6008551	0.0547412	0.3617583	0.6121270	0.6257523	0.1825878	0.2494786	0.2761072	0.5234605	0.0126811	0.7527268	0.4594330	0.2499867	0.2292534	0.4611053	0.6486403	0.1882646	0.0194025	0.6072184	0.1939625
200	0.3551632	0.0091431	0.7961795	0.4065769	0.1955155	0.4023636	0.1139655	0.2715721	0.2913864	0.4006054	0.5523876	0.4614220	0.4599232	0.4276750	0.3386475	0.0117716	0.2765492	0.4471934	0.6232427	0.2882144	0.7645372	0.7130213	0.4712096	0.4759653	0.3912095	0.4100320	0.5506882	0.6279943	0.7639865	0.3868687	0.3092683	0.0030042	0.0488970	0.0899993	0.0000003	0.6397138	0.0189135	0.0377921	0.6106555	0.4391981	0.6030948	0.6100171	0.1490426	0.2306806	0.3566223	0.6221859	0.5961099	0.0641935	0.2593859	0.3831484	0.4452263	0.6019620	0.4823882	0.6706115	0.0127067	0.6377676	0.1079913	0.5280874	0.3174459	0.1445885	0.0001932	0.0214859	0.7719722	0.0603577	0.2632665	0.4619577	0.6571075	0.6520037	0.6834438	0.6737740	0.0251099	0.2119132	0.5447978	0.7537626	0.1019049	0.6835052	0.6314183	0.0150691	0.6689204	0.2679585	0.6642487	0.0562089	0.4363100	0.5414057	0.7188776	0.1316555	0.3768209	0.2838053	0.4359794	0.0079406	0.6841041	0.6100042	0.2835593	0.3202074	0.5530415	0.6270822	0.2561907	0.0597987	0.4669663	0.2660875
250	0.3864171	0.0039364	0.5532812	0.4945030	0.1601784	0.4490601	0.1044669	0.2270894	0.3042772	0.4756582	0.5508508	0.3845463	0.5736473	0.2926958	0.3832512	0.0078589	0.1985292	0.4119327	0.5915043	0.2002561	0.6539589	0.6377275	0.3894133	0.3522697	0.2869987	0.4556012	0.4704373	0.7097129	0.7070327	0.2792294	0.2536559	0.0012179	0.0625701	0.0386321	0.0000155	0.5301588	0.0235368	0.0734028	0.6351521	0.3687051	0.6355383	0.6546101	0.2472216	0.1964513	0.3311828	0.5138327	0.7036339	0.0521654	0.2659040	0.5102434	0.4037122	0.5481732	0.3582049	0.6029398	0.0130661	0.4943698	0.0863523	0.6411286	0.4233433	0.1471846	0.0010531	0.0399500	0.7068864	0.0698136	0.2946050	0.4589549	0.7541469	0.5046161	0.8427787	0.6484559	0.0249755	0.3063682	0.6861770	0.7086076	0.1061082	0.6857383	0.5848856	0.0103546	0.6451421	0.2675638	0.6363313	0.0200160	0.3195981	0.5844940	0.6710487	0.1360389	0.2738301	0.3296738	0.6115330	0.0119103	0.7177094	0.7478458	0.2438003	0.2671911	0.4614979	0.7023650	0.2940084	0.0330168	0.6665995	0.2030952
300	0.3138660	0.0035750	0.6701536	0.4376042	0.2444595	0.4333278	0.1335301	0.2681011	0.2769919	0.4908500	0.5115519	0.4783839	0.5056253	0.3742457	0.3064139	0.0116615	0.1668298	0.2617652	0.5181636	0.2634582	0.6189030	0.6705361	0.4178376	0.4284044	0.3737916	0.4880811	0.5872475	0.6770287	0.7035831	0.2670740	0.3851037	0.0012246	0.0612125	0.0520881	0.0002834	0.6581502	0.0196677	0.0293695	0.5984428	0.4329562	0.6556765	0.7079384	0.2301888	0.2906419	0.4233475	0.5432653	0.6009400	0.0398741	0.3670214	0.4039904	0.5781191	0.6290340	0.4431182	0.6441459	0.0225439	0.7031664	0.0229072	0.7280664	0.3283997	0.1125934	0.0012143	0.0186609	0.6943308	0.0424390	0.2680360	0.5745249	0.5722079	0.6518526	0.7983652	0.5882849	0.0149437	0.1973302	0.6016596	0.6579619	0.1274451	0.7488029	0.6785297	0.0111295	0.7288609	0.3039725	0.5759374	0.0761071	0.3773091	0.5516897	0.5678548	0.2677004	0.3158814	0.3120041	0.6267373	0.0217081	0.6449400	0.6685764	0.1893982	0.2144272	0.5082201	0.6320625	0.2044395	0.0382494	0.6536403	0.3022937
350	0.4095677	0.0009648	0.6243351	0.3295713	0.1789706	0.3827625	0.1343044	0.2578691	0.3744188	0.5463071	0.5949491	0.4848687	0.3824715	0.3853305	0.4325166	0.0207825	0.1462356	0.3131665	0.5775672	0.2319797	0.6743681	0.6944581	0.6023960	0.3109717	0.3627058	0.6369349	0.4881262	0.8099594	0.6590770	0.2100005	0.3530032	0.0041864	0.0979119	0.0505395	0.0000207	0.5346592	0.0497265	0.0133500	0.6001448	0.3890590	0.6798697	0.6734393	0.2067403	0.2850236	0.3283526	0.4638967	0.7421481	0.0211938	0.3324331	0.3361858	0.4172895	0.5753697	0.3754078	0.7280688	0.0248859	0.6691013	0.0077052	0.5610652	0.4024316	0.1921860	0.0026670	0.0176336	0.8060739	0.0677798	0.2226664	0.4586345	0.7531136	0.5331335	0.8510240	0.6033456	0.0206379	0.1914623	0.5377488	0.6784914	0.0297439	0.6619470	0.6782339	0.0062508	0.7129647	0.3375032	0.6997754	0.0433136	0.3870310	0.4167770	0.5778264	0.1891659	0.2994418	0.2778425	0.6037617	0.0181053	0.7083837	0.6393032	0.2416633	0.2530532	0.4888874	0.6036801	0.1858214	0.0279171	0.5924825	0.2644649
400	0.3957183	0.0055106	0.7224231	0.4648409	0.2483824	0.3290525	0.1492020	0.2721241	0.3084516	0.5372077	0.4590089	0.5356508	0.4888340	0.4198274	0.4471895	0.0345498	0.1581062	0.2229795	0.4865198	0.1811321	0.5646856	0.7787068	0.4837518	0.3247729	0.3186376	0.5845339	0.5700446	0.7980060	0.6660459	0.2560972	0.2896122	0.0011597	0.0462015	0.0467500	0.0000000	0.4930645	0.0474248	0.0582821	0.5531703	0.3692029	0.6568662	0.6632974	0.1857687	0.2800712	0.3436826	0.6005984	0.6916224	0.0223167	0.3441723	0.3455360	0.5395785	0.5125814	0.4686590	0.6349551	0.0151968	0.6631893	0.0431579	0.5967449	0.3010123	0.1311854	0.0020089	0.0115086	0.7960786	0.0884444	0.2708304	0.4954630	0.6568676	0.6097180	0.7584291	0.6728088	0.0426736	0.2973976	0.6866821	0.7861561	0.0111146	0.6467733	0.6779465	0.0048362	0.5855149	0.3199887	0.6608420	0.0299104	0.4548287	0.4491156	0.7089798	0.1998577	0.2440115	0.3615365	0.5892471	0.0168517	0.6545184	0.8027779	0.2553744	0.2700144	0.4373898	0.6604076	0.1626663	0.0369499	0.6184286	0.2238647
