"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4352216	0.1440028	0.0694576	0.0059665	0.2079941	0.5753215	0.2992307	0.0416336	0.4678623	0.2205171	0.4064815	0.7462518	0.2866128	0.1688329	0.5032904	0.7186046	0.1416677	0.8125130	0.4836824	0.7304669	0.0865079	0.4016195	0.1103097	0.4574754	0.3428524	0.1530922	0.3153655	0.3017548	0.2815796	0.5280532	0.2487996	0.8148854	0.4240583	0.5394411	0.7497616	0.2521048	0.4436512	0.7045425	0.3724153	0.4709113	0.1993477	0.5337213	0.4045389	0.6704559	0.5698817	0.2421423	0.3851664	0.0705475	0.5816324	0.3175446	0.6734536	0.2437974	0.0979915	0.3657332	0.3486077	0.2505436	0.3577170	0.0144562	0.2510683	0.1194089	0.3924549	0.5303987	0.6401066	0.6181190	0.2446993	0.6337411	0.4136153	0.6098399	0.3118338	0.3038149	0.2388335	0.3265318	0.4602604	0.0784735	0.1330472	0.6611122	0.0873783	0.2818675	0.3004430	0.7096294	0.1679346	0.3564514	0.0089728	0.1824148	0.7467151	0.6729416	0.1837943	0.3634089	0.5159189	0.0608715	0.7928381	0.6212819	0.5908122	0.8064992	0.3604436	0.6634994	0.8229990	0.1153986	0.7836219	0.7076348
50	0.2842757	0.1193231	0.1193558	0.0024261	0.2346418	0.6456812	0.5957648	0.0231421	0.2596947	0.0657222	0.3480774	0.3562123	0.3422548	0.2307489	0.5273960	0.6318406	0.0396848	0.7034187	0.4430718	0.7193417	0.0155676	0.5306948	0.2253453	0.4871000	0.3191296	0.1249897	0.2215633	0.2820820	0.3334504	0.7129751	0.3587534	0.8367253	0.4023885	0.5055032	0.7254978	0.2596442	0.5211577	0.6698992	0.4213136	0.4205181	0.2042029	0.6675805	0.4858349	0.5997074	0.7038486	0.1332196	0.3244454	0.0168509	0.6475019	0.3132643	0.7168926	0.4071640	0.0752045	0.2999096	0.1916661	0.1059951	0.1966075	0.0079908	0.2156693	0.0565068	0.3106770	0.5282155	0.7033982	0.5284563	0.2183360	0.6572411	0.4869639	0.6848873	0.4832632	0.3106911	0.3001778	0.2329049	0.4780827	0.0246668	0.1214563	0.5465442	0.0850910	0.3616820	0.3188201	0.6851255	0.1815744	0.3955829	0.0103157	0.3480143	0.5788687	0.7730130	0.1224196	0.2888028	0.4481986	0.0699168	0.6394116	0.6414103	0.6395133	0.6818349	0.2481642	0.6138848	0.5946296	0.1343955	0.2946000	0.7599098
100	0.4224719	0.1301082	0.0466435	0.0070001	0.2691338	0.5222019	0.5347397	0.0352603	0.2562553	0.0282171	0.4809061	0.2045565	0.2631407	0.2581271	0.5915377	0.7158566	0.0338890	0.4788254	0.4675791	0.7276006	0.0004254	0.6456821	0.1800075	0.3896158	0.3257319	0.1037568	0.2917580	0.2792905	0.2955680	0.6246602	0.3226972	0.6461666	0.3879315	0.6571841	0.6462521	0.2621187	0.5266257	0.6919424	0.3702445	0.5059819	0.2778080	0.5093328	0.4882365	0.5766117	0.6076021	0.1426762	0.5310779	0.0064813	0.7213514	0.2582285	0.5926723	0.3361749	0.0999090	0.3364667	0.1575083	0.0592158	0.2181687	0.0013200	0.2203274	0.1002537	0.2767812	0.4698469	0.6357685	0.5161557	0.1387200	0.5795149	0.4396147	0.5897165	0.6937335	0.2048611	0.3200832	0.2702055	0.4763294	0.0094874	0.1242465	0.4986956	0.0866877	0.3256047	0.3642341	0.6611283	0.2130195	0.3080873	0.0117896	0.3986049	0.6678774	0.6995873	0.1161563	0.3542177	0.5465175	0.0457005	0.8516016	0.7289828	0.6809574	0.6298677	0.2993619	0.6565727	0.8219621	0.1869575	0.2417787	0.5950457
150	0.5252812	0.1003156	0.0453584	0.0000000	0.2557883	0.4697894	0.5923194	0.0488394	0.3666072	0.0188021	0.4206525	0.1910786	0.3334638	0.1929355	0.4576751	0.7030924	0.0255075	0.4906771	0.4865613	0.7722745	0.0016314	0.6549555	0.1213152	0.3416628	0.2406143	0.0971692	0.2028388	0.3098989	0.3116106	0.7529460	0.3016252	0.7042056	0.4427086	0.6603679	0.7813534	0.2897151	0.4454298	0.6593034	0.4696998	0.4616290	0.1961304	0.7672101	0.4461215	0.6100121	0.5584963	0.1468130	0.6637837	0.0088650	0.6694765	0.1645612	0.5773351	0.4151512	0.0384206	0.3190665	0.1437734	0.0719380	0.1937277	0.0148049	0.2363076	0.1000875	0.2134429	0.4663222	0.6442924	0.4658811	0.2908153	0.6161927	0.4514634	0.5871638	0.6344423	0.2830725	0.3359960	0.2537965	0.4904714	0.0047742	0.1543381	0.4577666	0.1569320	0.4833765	0.3243156	0.6782097	0.2117042	0.2879566	0.0148194	0.2218802	0.5516686	0.8005157	0.0476621	0.3728654	0.5183738	0.0428082	0.7285116	0.8141089	0.5934225	0.6271638	0.3571031	0.5780863	0.7271082	0.1813246	0.1236694	0.7360224
200	0.4952555	0.1263259	0.1044274	0.0000000	0.2823608	0.5939876	0.6208596	0.0482498	0.4895812	0.0014269	0.4686643	0.1251064	0.3973516	0.3308033	0.5415739	0.6831663	0.0064219	0.5170864	0.5017743	0.8121534	0.0007170	0.6202363	0.0938184	0.4835074	0.2864835	0.0907062	0.2266690	0.2991689	0.5013087	0.7372874	0.3045106	0.6661438	0.3206592	0.5718261	0.6526487	0.3085388	0.5536012	0.6421075	0.4385195	0.4730394	0.2604529	0.6795334	0.5035320	0.5931288	0.5224661	0.1249352	0.5238135	0.0045042	0.7216620	0.1988220	0.6342945	0.4309767	0.0478473	0.4054310	0.1663784	0.0583421	0.1862472	0.0008027	0.2520939	0.0878797	0.2845261	0.4953919	0.6329572	0.5536521	0.2565885	0.5861247	0.4779420	0.7023617	0.7383345	0.2014620	0.3971316	0.3586575	0.5074419	0.0003747	0.1418902	0.3167875	0.1544119	0.4050548	0.3806158	0.5502821	0.2307159	0.4098226	0.0250428	0.1251914	0.6951695	0.6192342	0.0177436	0.4594750	0.5310299	0.0614066	0.6689884	0.6339929	0.5694654	0.7499363	0.2965795	0.6900234	0.7591756	0.0816801	0.1370740	0.7769542
250	0.3802912	0.1519003	0.2026495	0.0114040	0.2646008	0.5723023	0.6231648	0.0519119	0.3470852	0.0002541	0.5636630	0.1718731	0.4201032	0.2485433	0.5118968	0.6952778	0.0066188	0.5701252	0.4587432	0.7915622	0.0002781	0.6919129	0.1392522	0.3450904	0.2754384	0.0997167	0.2541979	0.3477626	0.3816797	0.7659137	0.2662099	0.6839256	0.4601135	0.4972904	0.7013864	0.3147188	0.5741424	0.7396351	0.4795741	0.5023268	0.2896552	0.6381828	0.4359622	0.6977352	0.5564403	0.1575093	0.3782449	0.0007296	0.7315800	0.2590043	0.6170711	0.3734923	0.0518458	0.3518644	0.1450391	0.0575155	0.1421034	0.0004406	0.2451446	0.1421679	0.2826436	0.6140771	0.6607379	0.4501166	0.1748264	0.5628996	0.4956638	0.6923352	0.6949115	0.2096926	0.2695216	0.2464029	0.5124837	0.0033170	0.2019349	0.2477341	0.2498628	0.3576862	0.4977838	0.7326217	0.2703139	0.3599117	0.0144955	0.2300894	0.6666482	0.6792260	0.0227154	0.4082817	0.6176118	0.0542814	0.6167793	0.6976139	0.6542408	0.6398512	0.3105620	0.8312531	0.7591600	0.1405507	0.1282764	0.6491506
300	0.1801206	0.0818686	0.3003263	0.0136131	0.2830035	0.5158266	0.7224751	0.0569442	0.2604725	0.0004362	0.4915446	0.1377821	0.3537052	0.2919293	0.5137291	0.6260558	0.0095346	0.6496763	0.5843965	0.5905425	0.0013857	0.4722364	0.1424787	0.3612065	0.2282685	0.0656008	0.3201944	0.3549033	0.3367356	0.6091537	0.3059226	0.8749922	0.2795319	0.5035885	0.6612085	0.3022758	0.5884695	0.8067614	0.4357795	0.5416159	0.2968134	0.7636737	0.4292104	0.7227890	0.5957526	0.0942951	0.4454343	0.0023694	0.8090905	0.2145753	0.6755457	0.4296205	0.0447665	0.3871186	0.1442914	0.0366487	0.1139791	0.0020228	0.2697690	0.1108138	0.2096115	0.6403133	0.6170742	0.5267301	0.1604577	0.5255734	0.3801244	0.6303981	0.7058606	0.2270907	0.2138232	0.1803279	0.4528076	0.0019067	0.1785907	0.2243453	0.3136584	0.3927694	0.6901771	0.7534117	0.2670638	0.3085639	0.0109626	0.5190265	0.6795919	0.7053242	0.0287560	0.4059571	0.5846909	0.0685111	0.6960559	0.6277091	0.7166466	0.6747584	0.2512145	0.7421588	0.6968357	0.1417664	0.1516056	0.7397403
350	0.1212519	0.2205059	0.2615279	0.0444067	0.3131147	0.5634694	0.5911950	0.1825377	0.3138056	0.0037970	0.5111977	0.0975871	0.3755765	0.2994263	0.6654489	0.7716004	0.0216356	0.6443657	0.5625418	0.7089003	0.0016078	0.6108692	0.1648777	0.4332206	0.2297408	0.0636311	0.3265332	0.4245244	0.2940217	0.7178401	0.2700657	0.6272529	0.3988566	0.5638109	0.7164349	0.3197802	0.5666288	0.6224853	0.4133758	0.5186368	0.3165860	0.6476685	0.5036206	0.5689069	0.5699543	0.1827021	0.3469114	0.0108636	0.6860378	0.2203298	0.7114537	0.4525257	0.0512304	0.4236890	0.1513178	0.0331248	0.1790022	0.0037209	0.2071324	0.1184318	0.2839592	0.5544686	0.5109625	0.4875756	0.1980150	0.6265285	0.4738947	0.6809050	0.6839535	0.2087289	0.3699940	0.2294284	0.4409381	0.0028101	0.1730462	0.1737024	0.4969111	0.4035847	0.7296297	0.7799680	0.2498964	0.4017201	0.0646621	0.5133145	0.5476203	0.6379230	0.0247112	0.3931012	0.4860279	0.0695035	0.6610112	0.6566782	0.5940359	0.8045354	0.3889545	0.7112113	0.7957075	0.1296693	0.1423718	0.7647757
400	0.0712644	0.2937054	0.2538818	0.0888619	0.4055339	0.5991644	0.6833003	0.2505844	0.5363548	0.0023201	0.4787529	0.1307194	0.5172651	0.3078870	0.5496064	0.6832880	0.0083232	0.6055992	0.4817683	0.6902811	0.0007229	0.5404506	0.1342462	0.4416143	0.2175365	0.0501792	0.2090597	0.3348040	0.2954058	0.7465316	0.3264054	0.7526764	0.3926020	0.6052663	0.6718890	0.2910111	0.5279748	0.6409016	0.4086818	0.4684742	0.2964608	0.7317554	0.5248428	0.6537788	0.6087329	0.0892734	0.4010220	0.0022965	0.6395492	0.1617711	0.7408772	0.5324611	0.0519527	0.2833762	0.1590770	0.0502753	0.0880963	0.0021065	0.2573460	0.1199530	0.2711175	0.5958265	0.6621413	0.4459521	0.1650687	0.7369190	0.4451034	0.8820309	0.6480945	0.1925542	0.3126933	0.2498371	0.5957083	0.0028077	0.1954218	0.2311092	0.5201635	0.4077154	0.7061510	0.6694584	0.3083458	0.3396863	0.2245861	0.6838060	0.6647384	0.6578757	0.0207141	0.4078889	0.6325496	0.0665647	0.6581000	0.6818472	0.6713334	0.7123587	0.3632751	0.8414425	0.6823539	0.0804926	0.1084062	0.6277774
