"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3695448	0.2701543	0.6323363	0.4427135	0.1243011	0.6101808	0.5904411	0.4605141	0.6752511	0.1859659	0.4200209	0.1510802	0.1842982	0.3142980	0.1078540	0.2747509	0.6619503	0.2928555	0.4099269	0.3905834	0.2455584	0.2185311	0.4623838	0.2875094	0.5712123	0.4865160	0.2584769	0.5896899	0.1064284	0.0028400	0.3273654	0.3466351	0.6049510	0.2984231	0.1833411	0.1490863	0.6813219	0.0504826	0.6059229	0.3008139	0.7807166	0.0344633	0.5874051	0.0507136	0.0765813	0.6899159	0.3208643	0.2942841	0.4875467	0.5931546	0.1564142	0.5912694	0.4458490	0.3985856	0.7006970	0.4289160	0.0731860	0.0355497	0.0759255	0.8083004	0.0201176	0.1634320	0.2427999	0.4352090	0.2934235	0.6520578	0.0616608	0.0400139	0.1886981	0.0235663	0.7139572	0.3092203	0.2346751	0.0530372	0.3357938	0.0731472	0.7040728	0.4298011	0.3242732	0.3540714	0.5043932	0.3713128	0.7679164	0.0519586	0.6167088	0.6856835	0.0266627	0.6320488	0.0647591	0.6297875	0.6958405	0.6232440	0.0390632	0.5392324	0.0671464	0.4780113	0.6120018	0.7037315	0.0291044	0.6134234
50	0.3660659	0.3097999	0.3747637	0.4121695	0.1670069	0.6901678	0.6388214	0.3990726	0.7952536	0.1879969	0.3923680	0.1020640	0.1635867	0.3426016	0.1259412	0.2114502	0.7193146	0.2615435	0.3195252	0.2836769	0.2228672	0.1732155	0.2350929	0.3699603	0.5956473	0.6687150	0.2320283	0.5480758	0.0744285	0.0076494	0.2215739	0.3630443	0.5226462	0.2411329	0.2296352	0.1431374	0.5969393	0.0175451	0.6214186	0.2450423	0.3524583	0.0982719	0.3456580	0.0225880	0.0704664	0.7154584	0.3422285	0.1805375	0.5757158	0.3895179	0.1806005	0.5042158	0.3649645	0.4373445	0.6424777	0.4661575	0.0784179	0.0346196	0.0196716	0.7075730	0.1613375	0.1061959	0.1513288	0.4502669	0.3901817	0.4440781	0.5283433	0.0737029	0.2933291	0.0316005	0.7162415	0.3865058	0.2341360	0.0004844	0.3911442	0.0781000	0.6120186	0.5313256	0.3046262	0.3155780	0.7230059	0.2318209	0.2861646	0.2859775	0.2916355	0.5132850	0.0126053	0.6678995	0.1320790	0.7643387	0.6725101	0.6145810	0.0249606	0.4438361	0.0812991	0.4863561	0.6437576	0.5758758	0.0465330	0.4997289
100	0.3251256	0.2765671	0.3358938	0.4069861	0.1059265	0.5569258	0.5514302	0.3790961	0.6992049	0.2153745	0.3293345	0.0774236	0.1955587	0.2566691	0.1936167	0.1817232	0.6449012	0.3180550	0.5052935	0.2347561	0.1588037	0.2074885	0.1108459	0.5026833	0.5935480	0.5129254	0.3221335	0.4531378	0.0583011	0.0038440	0.3363860	0.4913432	0.5764397	0.3250890	0.2546257	0.1402531	0.6019026	0.0008839	0.6335458	0.2530038	0.4383864	0.0545250	0.2401184	0.0036463	0.0539329	0.6534918	0.3356199	0.2067448	0.6484189	0.3308213	0.2858730	0.5438671	0.3968552	0.5170043	0.7106794	0.4696238	0.0744732	0.0203305	0.0105154	0.5569434	0.2186609	0.1127123	0.1386056	0.4590838	0.4216002	0.3183795	0.4290657	0.0542229	0.2699280	0.0398892	0.5643511	0.5459960	0.2839414	0.0000000	0.5218311	0.0368932	0.5527995	0.4433165	0.3293788	0.3439406	0.5799412	0.2329961	0.2566749	0.3280925	0.3753233	0.5638259	0.0127411	0.7501553	0.0937789	0.8256226	0.6173077	0.5590946	0.0450969	0.3968761	0.0542255	0.5875805	0.4909050	0.4379342	0.0331989	0.6531836
150	0.3495788	0.2909487	0.2734900	0.4011523	0.1170486	0.6456677	0.6364618	0.3472347	0.7187906	0.2168836	0.3051198	0.1271742	0.2387833	0.2980686	0.1693346	0.1636859	0.7141013	0.1880064	0.4157633	0.1990068	0.2216409	0.3435793	0.0957288	0.4107989	0.5698855	0.6832607	0.2900367	0.4543106	0.0765821	0.0008431	0.1609095	0.3787067	0.5968490	0.3169937	0.2859460	0.1364435	0.5551139	0.0020177	0.5546547	0.2347853	0.4227180	0.0450576	0.3178931	0.0032208	0.0507159	0.6596271	0.3322851	0.1621584	0.6366131	0.2695987	0.4012711	0.5100790	0.3430194	0.4361698	0.6678254	0.5291053	0.1001586	0.0164367	0.0005995	0.7482433	0.2829933	0.1128232	0.0988184	0.5698396	0.5108865	0.2580829	0.4473050	0.0469073	0.3741182	0.0563348	0.6027124	0.6459881	0.2207087	0.0013551	0.5206002	0.0552865	0.6469979	0.4200190	0.3516538	0.3744076	0.5880692	0.2859487	0.3001807	0.4680077	0.2398213	0.5250939	0.0070628	0.7210042	0.0417100	0.6046280	0.5691628	0.6949502	0.0212135	0.4718678	0.0702573	0.5069587	0.5862230	0.5847201	0.0333232	0.6200674
200	0.3614628	0.2631738	0.2864168	0.4407257	0.0762193	0.6163085	0.5964756	0.3251092	0.7106294	0.2025633	0.3727575	0.1235285	0.3220835	0.3342575	0.1661985	0.1281081	0.5542421	0.1901672	0.3352117	0.1634496	0.2882708	0.4175858	0.0909886	0.3036500	0.6365924	0.6873324	0.2852799	0.5572414	0.0842823	0.0052567	0.2155641	0.3288286	0.7119450	0.3407915	0.3359526	0.2676990	0.3812438	0.0000277	0.5783096	0.3207221	0.3807630	0.0494015	0.2283339	0.0008283	0.0379826	0.7860075	0.2783587	0.1551746	0.5368617	0.3049109	0.3761956	0.4124207	0.3254253	0.4089927	0.5938027	0.5645629	0.1021783	0.0198332	0.0005517	0.7794113	0.2616778	0.0965675	0.0808081	0.4896415	0.6304313	0.2663788	0.5792153	0.0554813	0.3565098	0.0871531	0.6397817	0.5830807	0.3821727	0.0004724	0.5273269	0.0328000	0.5575202	0.4794283	0.2264420	0.3210694	0.6233713	0.3801419	0.2740015	0.4071610	0.1693284	0.3845258	0.0089803	0.5490144	0.0830260	0.7513903	0.6219669	0.6155089	0.0085122	0.4399327	0.0618777	0.5193392	0.5626635	0.6626282	0.0281512	0.5172383
250	0.2699974	0.3661179	0.2006479	0.4669381	0.0966745	0.7031120	0.6461031	0.3770086	0.6050620	0.2753999	0.2965792	0.1909379	0.3673286	0.2213961	0.2241703	0.1233521	0.5831490	0.1912888	0.2319785	0.2299475	0.2258952	0.6186720	0.0810222	0.1897655	0.6157979	0.7535473	0.3717557	0.4635141	0.0823168	0.0037415	0.3100421	0.4148085	0.6638451	0.3223455	0.2953775	0.3472902	0.4138335	0.0007269	0.4601869	0.2437864	0.3632721	0.0605474	0.2192920	0.0026368	0.0582372	0.5676092	0.3386092	0.1747967	0.6175445	0.2251288	0.4147476	0.3899354	0.2800670	0.4686027	0.5496752	0.4627963	0.0901918	0.0315740	0.0062926	0.8163695	0.2364533	0.1025594	0.0679816	0.4663525	0.4562856	0.2175335	0.4355160	0.0555726	0.2858333	0.2249008	0.6959961	0.7341331	0.2932268	0.0046227	0.4114894	0.0898618	0.4969956	0.4822466	0.2869466	0.4694273	0.6745594	0.2269984	0.2791910	0.4214409	0.1588529	0.2377066	0.0018287	0.5170987	0.0816588	0.7141374	0.6120004	0.6365904	0.0057863	0.5270374	0.0663842	0.7402237	0.5466761	0.5708711	0.0126263	0.6049863
300	0.3469747	0.3651173	0.2991465	0.4563834	0.0716031	0.5771375	0.6010528	0.2594129	0.6626897	0.2115646	0.3643844	0.1876542	0.3240894	0.3318834	0.1951802	0.1183140	0.6516979	0.1863312	0.1344404	0.1936656	0.2761052	0.5183674	0.0877754	0.1366464	0.6460323	0.5987558	0.3081750	0.6721144	0.0767383	0.0030527	0.2509234	0.4159903	0.5746621	0.2911526	0.3298706	0.4383084	0.3634739	0.0001480	0.6264559	0.2705246	0.3725303	0.0529673	0.2218610	0.0012281	0.0449294	0.5950111	0.3145814	0.1393837	0.7471104	0.2793861	0.6143752	0.4206536	0.3183415	0.5594138	0.5041091	0.5977066	0.1194765	0.0125194	0.0007982	0.6260094	0.2271509	0.1124084	0.0705084	0.4113132	0.4699240	0.1398721	0.4943152	0.0592989	0.3686387	0.1354270	0.6593910	0.7231890	0.3477718	0.0030422	0.3800637	0.0801026	0.6456574	0.4705791	0.3697735	0.4576121	0.7162249	0.2415564	0.3404291	0.5047146	0.1259446	0.1711103	0.0000025	0.4546315	0.0480521	0.6843769	0.7925775	0.7181687	0.0124946	0.4283536	0.0587383	0.6083099	0.5078606	0.5554670	0.0304383	0.6480919
350	0.3055454	0.2911250	0.3015034	0.3996877	0.0947709	0.5710402	0.5104941	0.3509739	0.7557163	0.2035296	0.3316171	0.1673363	0.4937585	0.2601311	0.1965826	0.1537888	0.6654092	0.2003966	0.1108849	0.2040394	0.3094154	0.6509237	0.0546857	0.1619304	0.5826774	0.6612040	0.3430164	0.4231399	0.0669246	0.0089354	0.2141925	0.3569631	0.6362272	0.3082167	0.3161431	0.4267734	0.3976553	0.0000162	0.6014903	0.2668770	0.3816537	0.0494694	0.2306156	0.0031979	0.0345771	0.7513967	0.3120429	0.1519086	0.6267197	0.3029841	0.5119105	0.3447322	0.2835447	0.4381660	0.4617416	0.6531118	0.1169486	0.0338065	0.0002573	0.6894790	0.2317239	0.1461938	0.0826726	0.5008787	0.5774344	0.1679716	0.6058417	0.0568756	0.4485145	0.1759568	0.6381918	0.5882172	0.3582205	0.0029668	0.4551235	0.0441506	0.5895096	0.4932411	0.3461914	0.4124856	0.6575787	0.2162791	0.2997099	0.4232199	0.0909909	0.1657356	0.0000007	0.4101808	0.0509841	0.5906292	0.7371949	0.6733308	0.0064018	0.5021285	0.0999366	0.5260135	0.4847633	0.4879935	0.0295439	0.5639786
400	0.3387936	0.3196979	0.2516643	0.4188269	0.0647254	0.6149992	0.4613363	0.3695798	0.5854211	0.2328896	0.3030232	0.1848185	0.3767736	0.3804700	0.2300980	0.1077824	0.7670293	0.2972652	0.1612945	0.2395412	0.2524202	0.5210680	0.0765181	0.1530932	0.6237357	0.6155631	0.3213150	0.5349260	0.0896467	0.0110911	0.2204564	0.3038537	0.6940572	0.2642121	0.3902155	0.4605337	0.4312551	0.0003663	0.4687639	0.2869336	0.3404890	0.0677621	0.1991081	0.0024066	0.0412810	0.7248702	0.3142744	0.2068228	0.6158948	0.3508477	0.5242116	0.3247207	0.2774131	0.3606023	0.4775985	0.6118012	0.1779507	0.0174574	0.0005665	0.7288346	0.2365964	0.0918293	0.0631982	0.5521870	0.6313725	0.1370254	0.5483407	0.0469664	0.3799853	0.1395090	0.7257405	0.7325014	0.2712860	0.0004381	0.3548928	0.0706159	0.5531222	0.4985810	0.2759214	0.4434499	0.5693494	0.2333067	0.2513882	0.4815855	0.0883473	0.1205809	0.0003067	0.3866142	0.0611058	0.6393628	0.6066102	0.6241140	0.0268445	0.5469860	0.0783789	0.4515494	0.5227316	0.6339442	0.0140749	0.7289287
