"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.1367116	0.3479611	0.5061111	0.4864580	0.7735720	0.0455476	0.7283344	0.4672914	0.0152515	0.5527700	0.0367697	0.3708268	0.0219813	0.0236199	0.0079372	0.1540797	0.3617531	0.5946434	0.0765208	0.0050504	0.0812049	0.2382684	0.0897394	0.1407791	0.1524071	0.7350787	0.6185455	0.4618554	0.2798120	0.4963284	0.2676247	0.0198463	0.1885208	0.0991267	0.7671017	0.6868994	0.5672378	0.1713146	0.0873311	0.6808235	0.0221950	0.7008083	0.6851823	0.6293352	0.6857784	0.6175001	0.6204357	0.6392243	0.4650277	0.1840941	0.6868046	0.7110691	0.4315844	0.2583235	0.5500453	0.3276857	0.2658018	0.2997572	0.1466673	0.2779016	0.0330442	0.2732197	0.6740630	0.5220481	0.5591348	0.3755651	0.2847811	0.5256890	0.3913740	0.0287909	0.1365936	0.0128047	0.0628663	0.1085803	0.4640722	0.7858541	0.0150779	0.1342947	0.1144126	0.0139411	0.4687931	0.1368736	0.8990127	0.2132811	0.5499985	0.1533938	0.1398052	0.0768238	0.0483428	0.7869679	0.7659348	0.4845342	0.7969497	0.4679682	0.5771098	0.7250015	0.3754229	0.7849618	0.6494523	0.5793969
50	0.1140031	0.5191611	0.6387277	0.4269226	0.6572763	0.0440188	0.6506216	0.5172278	0.0551939	0.5844922	0.0180780	0.1325109	0.0102439	0.0271786	0.0243045	0.4843808	0.3836306	0.4805241	0.0366405	0.0034702	0.0169704	0.1756641	0.0674204	0.0633523	0.0200330	0.6864343	0.5195762	0.3231404	0.1152012	0.6150102	0.2708521	0.0256834	0.2172288	0.0448292	0.7226201	0.5709628	0.7684449	0.1660107	0.0649669	0.4483047	0.4483417	0.6350078	0.7193754	0.5248583	0.7018215	0.6269838	0.7385053	0.6030932	0.4284362	0.2333844	0.5834535	0.7088870	0.4571713	0.1575561	0.7529259	0.0683066	0.1868429	0.2697989	0.1057070	0.2928396	0.0256768	0.3388919	0.7001059	0.4600689	0.5523667	0.3005089	0.4256269	0.6046900	0.6453707	0.0304832	0.1611199	0.0098006	0.0493256	0.0948245	0.3509390	0.7257118	0.2821237	0.0573771	0.2063718	0.0326777	0.3791763	0.1886723	0.7020478	0.2121210	0.6731822	0.2278034	0.1165259	0.0919150	0.0619594	0.7106354	0.6658440	0.4568089	0.6206317	0.7085624	0.4276905	0.7293455	0.2708151	0.6716264	0.6941044	0.8468893
100	0.1184676	0.4534952	0.6615169	0.3078787	0.6274607	0.0165266	0.6508170	0.5194253	0.0177438	0.5290296	0.0149662	0.0570857	0.0038372	0.0210697	0.0268379	0.4472121	0.3457225	0.5807256	0.0306599	0.0082399	0.0230856	0.1663713	0.0626028	0.0110714	0.0074087	0.7212207	0.5300340	0.3457554	0.1489156	0.6113960	0.2789742	0.0219668	0.2421465	0.0301692	0.7829255	0.7216759	0.7355841	0.1358241	0.0650271	0.3716300	0.5482545	0.7203581	0.7938803	0.5230964	0.6414054	0.7092363	0.6397423	0.7046770	0.4645411	0.1667317	0.6014837	0.7021326	0.4298271	0.1132121	0.6160954	0.1189030	0.1538167	0.2010568	0.0886434	0.2434668	0.0149034	0.3646641	0.7567020	0.5023623	0.6547353	0.2788989	0.4015760	0.3994156	0.7151227	0.0296564	0.1901206	0.0053936	0.0439708	0.0635889	0.4296698	0.6808465	0.2593842	0.0695401	0.2117467	0.0242083	0.3382633	0.1591964	0.7169081	0.3041984	0.6586786	0.1723385	0.1149806	0.0372733	0.0381053	0.8086361	0.7787674	0.4379927	0.7549025	0.7784724	0.5563890	0.7351686	0.2607058	0.6499059	0.6240588	0.7720083
150	0.0945292	0.5101185	0.5325572	0.3451449	0.7092080	0.0332536	0.3230003	0.4134110	0.0050307	0.5836800	0.0258480	0.0243725	0.0016582	0.0285587	0.0071036	0.5341857	0.3509317	0.5876738	0.0064444	0.0032864	0.0161048	0.1143567	0.0198616	0.0050574	0.0015477	0.6683166	0.5314160	0.2994877	0.1684611	0.5790369	0.2794045	0.0258068	0.2264372	0.0577241	0.6871993	0.7727887	0.7798186	0.1013089	0.0459495	0.3629943	0.4610431	0.6175051	0.7090826	0.6304412	0.7409099	0.6782848	0.6595721	0.7110131	0.3881947	0.1576317	0.6234772	0.7490334	0.4569664	0.1297250	0.7278603	0.0537719	0.2315276	0.2788774	0.1016849	0.3231124	0.0107560	0.3058460	0.6338699	0.5675032	0.6554023	0.2171458	0.4035346	0.3937063	0.6860527	0.0154988	0.1809731	0.0127519	0.0521883	0.0399634	0.3899235	0.6765716	0.3004776	0.0834055	0.1751906	0.0180397	0.2265647	0.1946237	0.7376615	0.3511036	0.7346572	0.2310683	0.1620924	0.0442643	0.0350630	0.6249972	0.7940719	0.4424176	0.7263336	0.7932758	0.4932297	0.6521488	0.2703092	0.7126061	0.7728420	0.8145091
200	0.0905480	0.4704899	0.4893215	0.2196352	0.5367824	0.0090248	0.1244951	0.4067519	0.0058390	0.3809179	0.0288311	0.0446141	0.0006466	0.0170147	0.0139805	0.5101502	0.4387181	0.5397431	0.0018766	0.0033151	0.0279599	0.1546961	0.0335264	0.0049458	0.0001630	0.7528588	0.4536547	0.3519183	0.2024005	0.4977438	0.2591290	0.0131668	0.3098719	0.0342380	0.6372048	0.6633661	0.9206670	0.1068133	0.0693151	0.3038333	0.5719904	0.6738062	0.7465603	0.5372043	0.8181547	0.6941819	0.6999592	0.7751222	0.3970239	0.1347640	0.6167069	0.6828717	0.4321712	0.2088569	0.8264617	0.0612104	0.1461180	0.2626534	0.1008260	0.2946832	0.0299495	0.2561512	0.5477663	0.4112166	0.6740324	0.0938852	0.3726874	0.3741868	0.6723495	0.0338848	0.1633283	0.0031221	0.0272583	0.0375032	0.4169363	0.6935479	0.3061188	0.0891547	0.2354799	0.0449403	0.3034796	0.1975925	0.6780606	0.3549758	0.6414325	0.2446465	0.1403675	0.0794818	0.0593003	0.6829058	0.6296456	0.4141999	0.6475549	0.7948652	0.4359704	0.8258756	0.3801236	0.6434176	0.6403918	0.7821022
250	0.1046026	0.5936973	0.4668045	0.3551952	0.6527739	0.0119730	0.1663528	0.3486270	0.0090525	0.5465320	0.0041789	0.0234610	0.0000000	0.0262033	0.0062997	0.5388134	0.4442409	0.4673380	0.0057447	0.0059472	0.0470860	0.1840494	0.0355746	0.0100747	0.0036699	0.7846546	0.5210989	0.3778597	0.1231792	0.6154904	0.2242164	0.0365031	0.2001347	0.0335331	0.6680190	0.6447288	0.6596379	0.1245189	0.0271726	0.3484122	0.6615565	0.7440839	0.7515336	0.5528020	0.7269500	0.7177931	0.6199415	0.5699820	0.4892399	0.2003648	0.7958038	0.6626528	0.4222210	0.2087007	0.5461422	0.0799619	0.1836723	0.2494771	0.1001026	0.2283701	0.0293236	0.3393019	0.6797514	0.5117173	0.8183156	0.1257881	0.5291957	0.5089615	0.6539437	0.0126878	0.2573873	0.0001943	0.0216033	0.0102721	0.3393004	0.7462382	0.4441033	0.0744233	0.1661176	0.0181974	0.3053703	0.1749015	0.7333344	0.4050029	0.6593873	0.2526659	0.1674330	0.0533735	0.0319561	0.6787625	0.6545951	0.5138768	0.6619659	0.8285899	0.4642922	0.6875495	0.2258952	0.6728942	0.6131477	0.7762009
300	0.1033373	0.5389902	0.6956150	0.3736806	0.5992762	0.0052733	0.1919497	0.4195920	0.0110909	0.5863279	0.0139909	0.0529776	0.0006757	0.0128905	0.0058732	0.5328112	0.3985516	0.4365852	0.0007984	0.0023585	0.0390291	0.2103947	0.0304460	0.0024936	0.0000012	0.6989501	0.5322073	0.3976962	0.2313836	0.6433932	0.3021673	0.0149238	0.2005201	0.0249786	0.6050986	0.7007315	0.8234181	0.0876058	0.0423883	0.3004622	0.5846296	0.6510118	0.7809445	0.6629551	0.5827065	0.7307304	0.5908971	0.6763036	0.3959248	0.1863253	0.6020021	0.6908305	0.4860223	0.1614050	0.6337128	0.0336909	0.1778083	0.2315269	0.1262753	0.2403725	0.0140948	0.2641125	0.7053150	0.4892592	0.7693670	0.1674878	0.4478844	0.3405154	0.7708343	0.0049238	0.2280669	0.0030746	0.0340404	0.0396343	0.3255468	0.6061665	0.4113494	0.1345737	0.1902495	0.0186305	0.3400340	0.1550451	0.6775471	0.3841609	0.6017735	0.2565209	0.1553325	0.0279891	0.0287660	0.8044461	0.7112322	0.5811572	0.6936855	0.6372661	0.3881557	0.7468336	0.2898380	0.6910027	0.5069641	0.5762632
350	0.1084195	0.5216855	0.5687548	0.2497033	0.8123688	0.0192538	0.1369368	0.4516687	0.0206616	0.5817656	0.0069489	0.0509397	0.0000118	0.0395782	0.0053651	0.5322850	0.3604272	0.5841070	0.0011707	0.0005867	0.0382494	0.2068682	0.0253740	0.0086815	0.0010769	0.6154188	0.5679990	0.3433763	0.1443345	0.5071265	0.2671311	0.0245872	0.1529670	0.0219644	0.6270492	0.7051230	0.6789759	0.1218016	0.0853614	0.4584209	0.5200098	0.7024741	0.7038500	0.5200030	0.7232037	0.6482770	0.6948312	0.6921473	0.4215766	0.2045971	0.7074677	0.6930036	0.4434471	0.1367097	0.6977311	0.0610681	0.1200878	0.2576967	0.0867007	0.2403001	0.0177610	0.3095234	0.6594295	0.5372595	0.7857055	0.1973811	0.4269860	0.3331867	0.7156161	0.0283477	0.1260890	0.0003740	0.0397904	0.0554342	0.3348820	0.7242665	0.3350520	0.0630367	0.1948352	0.0439680	0.2417237	0.3162243	0.6412734	0.4630137	0.5600575	0.1886170	0.1309839	0.0970062	0.0482412	0.6968162	0.5919309	0.4380848	0.7923384	0.6492014	0.5626830	0.7069465	0.2451873	0.6188277	0.6437407	0.7058290
400	0.1472640	0.4310345	0.5127158	0.2731596	0.6497901	0.0159289	0.1863896	0.5077331	0.0137062	0.4833634	0.0216386	0.0274612	0.0004364	0.0363519	0.0169739	0.6347759	0.3881313	0.6377539	0.0001593	0.0106764	0.0460032	0.1688943	0.0146889	0.0074182	0.0001504	0.6267114	0.4768507	0.4886074	0.1900693	0.6041977	0.2589003	0.0277233	0.2098405	0.0133150	0.7510776	0.6412190	0.6200701	0.1051245	0.0699208	0.3405112	0.6232969	0.6697032	0.6232134	0.5008892	0.6607977	0.7289278	0.6434203	0.6377996	0.4305064	0.1967431	0.6189893	0.6210091	0.4374927	0.1791284	0.7031266	0.0633328	0.1545542	0.3279455	0.0750476	0.2206826	0.0250178	0.3690797	0.7154434	0.5455872	0.6165556	0.1634630	0.5876230	0.4686240	0.7484076	0.0306430	0.1817098	0.0024620	0.0434708	0.0898955	0.3969376	0.7294345	0.3498444	0.1061320	0.1439200	0.0343371	0.2822457	0.2329482	0.7213496	0.3693994	0.6221384	0.2102002	0.1644195	0.1258510	0.0277598	0.7182916	0.6117580	0.5028543	0.5781729	0.8202920	0.5788222	0.6708842	0.3225937	0.7709782	0.6348792	0.6599438
