G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0000000	0.8161671	0.2135271	0.2933677	0.7468552	0.8189016	0.3495623	0.6503434	0.3642217	0.8027464
0.5316213	0.0000000	0.7232058	0.2212352	0.6194900	0.7328128	0.3722677	0.7237554	0.6647147	0.7284223
0.3738026	0.1509948	0.0000000	0.7687561	0.6276451	0.8212942	0.3665674	0.7401419	0.8266590	0.8082627
0.1103593	0.4657111	0.2563429	0.0000000	0.5732840	0.8068409	0.3360615	0.6924618	0.4179292	0.6870969
0.7317870	0.1218256	0.7021576	0.2353027	0.0000000	0.7475218	0.3577963	0.7680834	0.8087680	0.7927100
0.2569142	0.4256030	0.6190975	0.2190788	0.7592445	0.0000000	0.7148066	0.7722312	0.6658442	0.9482303
0.7079931	0.1774122	0.7757785	0.1799555	0.9019943	0.5757311	0.0000000	0.8784960	0.6318881	0.7744274
0.3758513	0.2001273	0.2997379	0.2443330	0.8474839	0.0369561	0.3553426	0.0000000	0.8779209	0.6544367
0.4096852	0.2761778	0.6787519	0.2336981	0.7130502	0.8904494	0.3039340	0.8509155	0.0000000	0.7904943
0.6705966	0.1590187	0.6903140	0.3360463	0.7384662	0.7586925	0.3795067	0.6884489	0.3370181	0.0000000
