G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	-0.495083772810176	0.0	0.05263708889473393	0.0	-0.7034629457630217	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.1677013690023513	0.0	-0.3837295107077807	-0.004127673804759979	0.0	-0.7033287065569311	0.0
-0.6054872425738722	0.0	0.0	0.0	-0.4251080744434148	-0.411032349569723	0.0	-0.6506112541537732	0.0	0.38218828868004917
-0.7840282686520368	0.0	-0.4273598299043294	0.0	0.0	0.0	0.0	0.0	-0.620969919487834	0.0
0.0	-0.13755074539221823	0.0	0.0	0.0	-0.6926626865752041	-0.6658905609510839	-0.6654979821760207	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
-0.4612176085356623	0.0	0.0	0.23611232507031574	0.0	0.0	0.0	-0.2693832931108773	-0.8763512328732759	0.4841867552127266
0.0	0.0	0.0	0.48915643136937337	0.0	-0.20231693121604621	-0.1590746829751879	0.0	0.0	0.0
0.0	0.0	0.0	0.5236343057731928	0.0	0.0	-0.6762532717548311	0.0	0.0	0.0
0.0	0.0	-6.677969506051484E-4	0.3733821342139335	0.0	-0.4778129409532994	0.0	-0.86927719716914	0.0	0.0
