G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.3776029	0.2823918	0.5579402	0.1450309	0.7205320	0.5916860	0.2684870	0.6617241	0.4360264	0.6208319
0.7546843	0.2237486	0.7793461	0.2458855	0.6901685	0.5961322	0.0907098	0.7517168	0.7637721	0.6600049
0.2208089	0.2025048	0.7848453	0.0086745	0.6804090	0.8381435	0.1724304	0.7284442	0.6338706	1.0000000
0.1306296	0.3845390	0.6017245	0.0069656	0.7170015	0.6433319	0.3803455	0.7072809	0.3451467	0.7485498
0.3211957	0.3415654	0.3168246	0.2927733	0.8378180	0.6726643	0.2778598	0.8068445	0.7691438	0.7650728
0.4136356	0.3070613	0.5137994	0.1571423	0.4158850	0.8541777	0.1594586	0.4217177	0.8830476	0.6846265
0.4366089	0.2610117	0.7827441	0.0957097	0.8784126	0.7491947	0.3118271	0.6791907	0.6911822	0.6556693
0.5182715	0.1599096	0.6328620	0.1766031	0.8109718	0.7028443	0.2648246	0.6045121	0.6510393	0.6543008
0.3567946	0.2041013	0.5915967	0.1831939	0.7636331	0.7850806	0.2702636	0.6483670	0.7526612	0.6609425
0.3626205	0.0855764	0.7807077	0.1830469	0.8159063	0.7278748	0.5021007	0.8099234	0.5080509	0.5703671
