"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10

0	0.7002964	0.7257539	0.5944271	0.1780700	0.0612610	0.0522762	0.0176536	0.5838533	0.3285481	0.6983345
50	0.7315565	0.0855326	0.4718382	0.1203361	0.0402130	0.0869796	0.0380696	0.5061648	0.2016527	0.8789119
100	0.7089245	0.0251038	0.5675600	0.1632352	0.0519875	0.0692762	0.0134059	0.6238749	0.4125473	0.6715764
150	0.4764104	0.0153984	0.5185448	0.1361606	0.0239609	0.0589967	0.0140174	0.4958346	0.2693522	0.7398686
200	0.7654082	0.0341930	0.5115836	0.1579661	0.0173866	0.0319635	0.0143261	0.5935168	0.2274057	0.7745283
250	0.6440870	0.0380046	0.4364521	0.1254081	0.0109472	0.0698647	0.0263779	0.5956713	0.3642494	0.8912753
300	0.7947421	0.0160892	0.4844094	0.1654307	0.0471122	0.0878622	0.0264613	0.7206353	0.3681371	0.6970614
350	0.6797053	0.0211109	0.6122869	0.1468562	0.0278707	0.1034941	0.0154465	0.5158516	0.3219160	0.6203487
400	0.6945606	0.0156658	0.5474545	0.1368002	0.0597110	0.0419854	0.0415457	0.6090530	0.3009775	0.6896970
450	0.8464951	0.0122946	0.5152644	0.1536577	0.0498388	0.0515667	0.0278506	0.6415115	0.2020312	0.7555155
500	0.7607292	0.0554628	0.3933694	0.2008760	0.0311281	0.0426624	0.0124393	0.4624148	0.2073556	0.8142935
550	0.7689878	0.5964570	0.5412174	0.0965551	0.0593878	0.0634441	0.0633088	0.6578927	0.1719847	0.7656781
600	0.7012720	0.7708637	0.5631876	0.1679492	0.0883262	0.0701026	0.0427634	0.5556825	0.3102846	0.6328939
650	0.7241332	0.7199821	0.5879595	0.2613943	0.0730841	0.0725873	0.0131536	0.6498672	0.2105812	0.8610692
700	0.7129047	0.7762067	0.5857987	0.1402558	0.0355454	0.0974672	0.0313536	0.5320590	0.1047152	0.9230555
750	0.9100830	0.6335593	0.5463070	0.1369956	0.0283255	0.0739480	0.0104787	0.4974785	0.1402720	0.7351263
800	0.7513410	0.7509513	0.4571032	0.1395479	0.0370334	0.1232088	0.0142616	0.5607774	0.1226815	0.7572620
850	0.8550027	0.7116913	0.4690436	0.1814882	0.0815879	0.0479430	0.0235136	0.4930518	0.1020329	0.7961737
900	0.7057280	0.6807309	0.5351979	0.1840006	0.0570400	0.1233305	0.0305705	0.6240621	0.1057390	0.8800044
950	0.9392621	0.6993280	0.5089221	0.2354643	0.0533635	0.0764915	0.0180897	0.5772719	0.1378322	0.7449970
1000	0.8710471	0.7167090	0.4373294	0.1932429	0.0745491	0.0495638	0.0242125	0.6774134	0.1638114	0.7681893

0	0.6655594	0.6869635	0.6528900	0.1290218	0.0695216	0.0684937	0.0205977	0.5497819	0.3209100	0.6744854
50	0.1451988	0.7246972	0.5296563	0.1536177	0.0637097	0.0750820	0.0140906	0.5812693	0.3833393	0.7566413
100	0.0860646	0.5962824	0.6162966	0.2077754	0.0463604	0.0564407	0.0077234	0.6363248	0.4073554	0.7351223
150	0.0361946	0.9453008	0.7250373	0.1604749	0.0298937	0.0588350	0.0063455	0.6010903	0.3864675	0.7436709
200	0.0109178	0.6722439	0.4958454	0.1513160	0.0349273	0.0507606	0.0016879	0.7153913	0.3450152	0.7260211
250	0.0022599	0.7397611	0.4735389	0.1281621	0.0528245	0.0609322	0.0016308	0.6380019	0.3699430	0.8269378
300	0.0003580	0.6321165	0.4764619	0.2059968	0.0646121	0.0766856	0.0005795	0.7278579	0.3397410	0.8756458
350	0.0018444	0.7260421	0.4301279	0.1578450	0.0544783	0.0542070	0.0040121	0.6342077	0.3290677	0.9718054
400	0.0007148	0.7361659	0.4103065	0.1624818	0.0762256	0.0449828	0.0037984	0.6412324	0.3037145	0.7865932
450	0.0031913	0.8635963	0.4902000	0.1277080	0.0339671	0.0592601	0.0104052	0.5680586	0.1705761	0.8204226
500	0.0025977	0.5502898	0.6133617	0.1574775	0.0333451	0.0466621	0.0072064	0.6674779	0.4141786	0.7274697
550	0.4552835	0.9865636	0.5274262	0.2075490	0.0650548	0.0566238	0.0264553	0.7627921	0.3292906	0.7689578
600	0.5878329	0.8055554	0.7198442	0.1459226	0.0577643	0.0608363	0.0292897	0.6670800	0.3207564	0.8525829
650	0.5946413	0.6143882	0.5192020	0.1432063	0.0523296	0.0478252	0.0167102	0.6386275	0.2914675	0.6787340
700	0.6918967	0.8412759	0.6050555	0.1092380	0.0652111	0.0776878	0.0174017	0.6940957	0.2370296	0.8140520
750	0.6275504	0.8463601	0.6341234	0.1697808	0.0851362	0.0688402	0.0206425	0.5475978	0.3432602	1.0000000
800	0.6911433	0.7382853	0.4802484	0.1692158	0.0375243	0.0483704	0.0413356	0.7054130	0.3925175	0.7026808
850	0.6450564	0.6339929	0.5438485	0.1640992	0.0750758	0.0667361	0.0285611	0.6137762	0.3065842	0.8778493
900	0.6516793	0.6181382	0.5126475	0.1600665	0.0344481	0.1150168	0.0164371	0.6024976	0.1976057	0.8896825
950	0.8029134	0.7154661	0.4781811	0.1669470	0.0529656	0.0769991	0.0359688	0.5368025	0.1624403	0.7935127
1000	0.7335820	0.9369099	0.4876244	0.1805604	0.0516748	0.0690112	0.0225980	0.4725168	0.1819950	0.9161065

0	0.7085940	0.7115334	0.5625698	0.1270906	0.0409090	0.0569266	0.0132238	0.6263504	0.3000111	0.7980464
50	0.5257098	0.7757299	0.4345877	0.0800871	0.0486535	0.0434135	0.0114915	0.6862116	0.4458919	0.3346415
100	0.4774904	0.6873970	0.2922409	0.0731844	0.0444502	0.0602520	0.0379445	0.6731260	0.4816097	0.2905897
150	0.4508706	0.7587827	0.1905175	0.1692105	0.0566720	0.0837056	0.0230914	0.6203706	0.5273602	0.2695532
200	0.5853566	0.5383451	0.0872352	0.3962412	0.0437081	0.0992132	0.0334515	0.6870561	0.3125132	0.2481541
250	0.7002503	0.6016857	0.0764900	0.4310928	0.0503196	0.0580824	0.0484152	0.5872284	0.2981244	0.2347025
300	0.5812282	0.7664171	0.0409006	0.5124943	0.0589253	0.0689041	0.0297962	0.5270040	0.2296545	0.1949971
350	0.8255479	0.6267909	0.0772752	0.4958853	0.0314186	0.0744356	0.0404499	0.5921748	0.2583692	0.2840748
400	0.7555512	0.6213466	0.0757624	0.5437927	0.0508252	0.0597179	0.0359639	0.5874976	0.2069302	0.1809435
450	0.7992815	0.6389183	0.0736118	0.5793226	0.0684937	0.0683062	0.0142875	0.5457813	0.1384119	0.2325779
500	0.8357916	0.7903602	0.0945633	0.5590231	0.0370838	0.0444025	0.0489298	0.6079972	0.1573317	0.2354411
550	0.6256767	0.7052139	0.0510439	0.7449433	0.0264082	0.0471339	0.0217485	0.7611789	0.2746495	0.5834612
600	0.8091434	0.6383436	0.2498223	0.7646666	0.0297156	0.0624647	0.0275130	0.5405022	0.2700616	0.9759534
650	0.6728074	0.5703906	0.4189401	0.4074653	0.0415830	0.0409175	0.0307531	0.6324795	0.2183405	0.7894125
700	0.6207116	0.7891918	0.4897011	0.2226979	0.0528504	0.0605520	0.0161767	0.6565567	0.3735756	0.9497146
750	0.6124617	0.5738886	0.5060646	0.1164989	0.0519539	0.1296089	0.0148882	0.6918612	0.2444975	0.7317755
800	0.6655040	0.7582806	0.5538554	0.1616571	0.0585286	0.0943749	0.0229805	0.8092329	0.2916276	0.7708728
850	0.7398846	0.7963559	0.4531403	0.1306206	0.0808878	0.0948639	0.0141902	0.5196096	0.1913194	0.8311710
900	0.6197870	0.5974535	0.6155012	0.1805349	0.0489058	0.1310948	0.0372499	0.6132230	0.1057339	0.7008455
950	0.7888525	0.8089362	0.3840545	0.1290211	0.0652277	0.0773898	0.0378962	0.5337985	0.1427144	0.7271699
1000	0.8043701	0.7098870	0.4754012	0.1649201	0.0857675	0.0413653	0.0116700	0.7175688	0.2753935	0.6349829

0	0.6487678	0.6945471	0.5531809	0.1585927	0.0434605	0.0768198	0.0437520	0.6077181	0.3883344	0.7494613
50	0.6674967	0.5574726	0.4583836	0.1910554	0.0468770	0.0876910	0.0468720	0.3892247	0.3034583	0.6785246
100	0.7702672	0.5236189	0.4815655	0.1572584	0.0490730	0.0601915	0.0268626	0.2984946	0.2925329	0.6924430
150	0.6323813	0.5404284	0.5620904	0.1553760	0.0646257	0.0938060	0.0210529	0.4415398	0.2679204	0.8001457
200	0.6303131	0.5162390	0.3929600	0.2084570	0.0426895	0.0722271	0.0495434	0.3413241	0.3585758	0.7336135
250	0.6283367	0.4485581	0.4482337	0.2136454	0.0475122	0.0583570	0.0630141	0.2889582	0.4756202	0.6391191
300	0.4759058	0.3979947	0.4047749	0.1984557	0.0718557	0.0452237	0.0547506	0.2849292	0.4474712	0.7207082
350	0.4883126	0.4655191	0.4631597	0.1819440	0.0451353	0.0846499	0.0586645	0.3115388	0.4723039	0.7430000
400	0.5121775	0.4540607	0.4605944	0.1996384	0.0236819	0.0576024	0.0344245	0.3750672	0.4445738	0.7923961
450	0.5369086	0.4505071	0.5967911	0.1576158	0.0243541	0.0595808	0.0284585	0.3046288	0.3958010	0.7400110
500	0.5582214	0.5298257	0.4967369	0.1422667	0.0376684	0.0547659	0.0566604	0.4970980	0.4709063	0.7364331
550	0.5341883	0.7668304	0.5589367	0.1235493	0.0488725	0.0527174	0.0363680	0.6871429	0.4686482	0.7176303
600	0.4103291	0.7392371	0.5461008	0.1006773	0.0507785	0.0831990	0.0279230	0.7520506	0.4591784	0.8530817
650	0.4917850	0.6295351	0.5140697	0.1675264	0.0375407	0.0461656	0.0193388	0.7025368	0.5216613	0.7737550
700	0.4695572	0.7632717	0.4845874	0.1037498	0.0463864	0.0677816	0.0162398	0.5843131	0.5750707	0.8009074
750	0.5594023	0.5855550	0.4431385	0.1287709	0.0916718	0.0725577	0.0304913	0.6847203	0.4415806	0.8357586
800	0.5842605	0.7611391	0.6153876	0.1758081	0.0655885	0.1000864	0.0181672	0.6005233	0.3417696	0.7227086
850	0.6133657	0.7364922	0.4358374	0.1767361	0.0668548	0.0786870	0.0251057	0.6046854	0.2509604	0.7857047
900	0.6563508	0.6855500	0.4493537	0.2130333	0.0736440	0.0629789	0.0226371	0.6474633	0.1535102	0.7030439
950	0.5513469	0.7268346	0.3408099	0.1919725	0.0746692	0.0421871	0.0377320	0.7110695	0.2726614	0.8359154
1000	0.8031522	0.6621606	0.5336610	0.2021317	0.0735398	0.0342397	0.0048838	0.6612063	0.3146999	0.7264229

0	0.8218758	0.7685850	0.5671873	0.1328726	0.0399959	0.0585484	0.0164537	0.7581162	0.2478015	0.9033040
50	0.7456141	0.5857285	0.5009335	0.0714684	0.0602205	0.1234759	0.0055831	0.2819654	0.2291585	0.6210648
100	0.6911656	0.5748460	0.4868352	0.0268731	0.0625764	0.0460193	0.0405857	0.2783103	0.3070980	0.8064905
150	0.6249126	0.5134685	0.5730383	0.0445772	0.0471538	0.0590424	0.0180914	0.2120560	0.3508563	0.7683136
200	0.6374686	0.4816276	0.4147226	0.0284946	0.0598285	0.0829680	0.0461372	0.2991349	0.5232706	0.7513435
250	0.5873999	0.5072708	0.5244978	0.0556875	0.0376227	0.1047905	0.0411510	0.3490397	0.5560935	0.8033891
300	0.4055730	0.4958947	0.5495978	0.0152779	0.0613887	0.0822456	0.0264633	0.2458400	0.4415903	0.9048619
350	0.4910383	0.5503564	0.4472013	0.0228403	0.0776965	0.0513727	0.0343577	0.3163309	0.4491469	0.8618547
400	0.5888960	0.4960690	0.5324736	0.0473720	0.0839291	0.0484603	0.0294088	0.3038308	0.5540376	0.8067154
450	0.4458514	0.6388993	0.5070452	0.0326486	0.0705841	0.0376025	0.0570480	0.2337469	0.5652411	0.7807556
500	0.5145979	0.4776298	0.5421073	0.0199260	0.0629068	0.0760535	0.0407969	0.2724281	0.4436779	0.8695557
550	0.4905603	0.5519916	0.6266436	0.1504636	0.0548826	0.0936986	0.0433208	0.5125620	0.3942696	0.5736476
600	0.5714031	0.7404083	0.5000101	0.1654136	0.0550968	0.0643513	0.0284669	0.5738807	0.3137291	0.7482294
650	0.6007921	0.7518339	0.5207736	0.1970936	0.0389318	0.0711447	0.0266259	0.5299841	0.4041148	0.8891361
700	0.8673138	0.7469910	0.5622841	0.0865110	0.0234358	0.0971284	0.0183467	0.5776406	0.3239865	0.8573092
750	0.6720577	0.7110580	0.5353129	0.1399647	0.0463142	0.0374996	0.0493417	0.5615315	0.3847115	0.7555227
800	0.7299900	0.7821516	0.4707449	0.1887476	0.0497306	0.0548854	0.0493007	0.7721405	0.4671258	0.8852442
850	0.5302834	0.8004657	0.3925924	0.1878319	0.0582002	0.1412342	0.0333817	0.5506946	0.4377782	0.7819435
900	0.7278893	0.6690085	0.4186593	0.2495669	0.0442647	0.0534841	0.0086826	0.6464331	0.2341851	0.6463114
950	0.5936794	0.6570035	0.4919758	0.1434780	0.0639735	0.0676924	0.0353140	0.6046938	0.2845253	0.8318932
1000	0.6414054	0.7247190	0.4203589	0.1969659	0.0417925	0.0588278	0.0341094	0.5618046	0.2489086	0.6387036

0	0.7731035	0.7551990	0.5098738	0.1253379	0.0628569	0.0425653	0.0115553	0.6485327	0.3266893	0.7921287
50	0.6897595	0.7427727	0.4511337	0.1747370	0.0398180	0.0789787	0.0052837	0.5792441	0.2504089	0.7374644
100	0.6292114	0.7218723	0.4320953	0.1956439	0.0585153	0.0629254	0.0049323	0.5999625	0.2625325	0.7681465
150	0.6083890	0.8261889	0.5347701	0.1527504	0.0504448	0.0536613	0.0048170	0.5227849	0.1807962	0.8373427
200	0.6814874	0.6909308	0.5400458	0.1325551	0.0593960	0.0443306	0.0010373	0.5395003	0.1339666	0.7219907
250	0.6578997	0.7575155	0.4963654	0.1200884	0.0718548	0.1029907	0.0011893	0.6275947	0.2017446	0.8601857
300	0.5926636	0.7011004	0.4595052	0.1633910	0.0786409	0.0803533	0.0001014	0.5650599	0.3000993	0.6801815
350	0.5760414	0.6916124	0.5766064	0.1190443	0.0733568	0.0890576	0.0008746	0.5126574	0.2063152	0.8478672
