"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.3426148	0.2559723	0.6184637	0.4490756	0.1064244	0.5936790	0.6668705	0.5816094	0.6693333	0.1895230	0.2954098	0.1553047	0.1589772	0.1911518	0.1837410	0.2072235	0.5614744	0.2360711	0.4032449	0.4476973	0.2383840	0.1148445	0.5929537	0.4564044	0.5267962	0.6089728	0.3030804	0.4525593	0.0848966	0.0105453	0.1540952	0.3790973	0.7783853	0.2434898	0.1238922	0.0967643	0.6321142	0.0394034	0.7652094	0.2702213	0.7444858	0.0561368	0.6233949	0.0468921	0.0655526	0.7532005	0.3749991	0.2774764	0.6196160	0.5911644	0.1691637	0.6427908	0.5057463	0.5652055	0.6992462	0.6919802	0.0572607	0.0373800	0.0619884	0.7851000	0.0296065	0.2144601	0.2309440	0.4268688	0.1818372	0.5071846	0.0644677	0.0504231	0.3674929	0.0582142	0.7460220	0.3771179	0.2822774	0.0855551	0.4182046	0.0420942	0.6869326	0.5495133	0.3240782	0.3546247	0.4075719	0.2572195	0.6654354	0.0660956	0.6698373	0.6373526	0.1732534	0.8662716	0.0478555	0.7471291	0.7567031	0.8430257	0.0864119	0.5202975	0.0882705	0.6528534	0.5470603	0.8145693	0.0396540	0.7345874
50	0.3074630	0.4019546	0.7246391	0.1109222	0.1036052	0.6386366	0.5249945	0.3211021	0.5831114	0.1651324	0.4384257	0.3766225	0.1460147	0.2810780	0.1560552	0.3261363	0.6093880	0.3973767	0.2090490	0.3884081	0.1284816	0.1839576	0.5869899	0.4588620	0.5889811	0.6626118	0.2586638	0.4405953	0.0525243	0.2317418	0.2852019	0.3726967	0.6998560	0.3253097	0.1887492	0.2856314	0.5241330	0.0077053	0.6965915	0.1749526	0.7755230	0.2887576	0.5357768	0.0318769	0.0554964	0.7740074	0.3300806	0.0634393	0.5887663	0.5480638	0.1568447	0.3264921	0.4403044	0.4354317	0.6644279	0.5575017	0.0978324	0.3796467	0.0554232	0.7708289	0.5345444	0.1752670	0.2639182	0.5029402	0.2408306	0.4256957	0.0324459	0.0353973	0.4827856	0.1627474	0.6276114	0.2839761	0.4157240	0.0607349	0.4096063	0.0709566	0.4449820	0.4772826	0.2498486	0.1376871	0.5546191	0.2279325	0.6004843	0.0841330	0.2758189	0.6477902	0.0366149	0.7320241	0.0688299	0.7570129	0.8039364	0.2887804	0.1130200	0.6150524	0.0848484	0.5500697	0.5627703	0.6898753	0.0025641	0.6594023
100	0.3038906	0.5195757	0.7021630	0.0416808	0.0900936	0.6708606	0.5057826	0.3759778	0.7914180	0.1159979	0.3802117	0.4024276	0.1286155	0.3038149	0.1370526	0.2466517	0.8148290	0.4959930	0.1234195	0.4905729	0.1906427	0.1119293	0.5990159	0.4099702	0.5094641	0.7025205	0.3121616	0.5567576	0.0794661	0.3824043	0.4214510	0.4664906	0.6280788	0.2438245	0.1857608	0.2626958	0.4151142	0.0020303	0.7276797	0.2005388	0.7154475	0.4944094	0.5908806	0.0389750	0.0763345	0.8069910	0.4544541	0.0298141	0.4253234	0.4960735	0.1404462	0.2647945	0.4855948	0.3618541	0.6578960	0.6797744	0.0877651	0.5986365	0.0589174	0.7578238	0.6273008	0.2926865	0.2085491	0.4344935	0.2227312	0.3404932	0.0313639	0.0692292	0.3986487	0.1780324	0.7411273	0.2473705	0.5715490	0.0520618	0.4581829	0.0536503	0.4873632	0.4649500	0.3590390	0.1171580	0.5930767	0.1973941	0.6866972	0.0875983	0.2121492	0.6054891	0.0192224	0.6488020	0.0681564	0.6711599	0.7701825	0.1341414	0.0793030	0.6029572	0.0931678	0.4212315	0.4866900	0.6562848	0.0012485	0.5878813
150	0.3159919	0.5107319	0.6549835	0.0307200	0.1240501	0.6434444	0.5741688	0.3643171	0.6561323	0.1034127	0.3319663	0.5199120	0.1151439	0.4505524	0.1488115	0.2879726	0.6536827	0.4554253	0.1519799	0.5926139	0.1924459	0.1153188	0.6444092	0.6627967	0.6679654	0.6129321	0.2989291	0.4936491	0.0291665	0.4296049	0.4085112	0.2726874	0.7093893	0.2271308	0.1529293	0.3002770	0.5717097	0.0005662	0.6426869	0.1032745	0.7090072	0.5028593	0.6875053	0.0589341	0.0333547	0.8603808	0.3941631	0.0280755	0.3607167	0.6191992	0.1163574	0.2310312	0.5039993	0.4530622	0.7015755	0.6563570	0.1267263	0.5917573	0.0553389	0.6956749	0.7135498	0.1910557	0.1872152	0.5488967	0.2066451	0.4031573	0.0531053	0.0654010	0.2751503	0.1693250	0.6356302	0.2422751	0.5537507	0.0500995	0.5006467	0.0303876	0.4977275	0.3828415	0.3265530	0.0985196	0.5263953	0.1608763	0.6112086	0.0705527	0.1991549	0.8862296	0.0263469	0.6981697	0.0333428	0.6845220	0.7015982	0.1337106	0.0480813	0.6869910	0.0420077	0.7226477	0.4936148	0.5854646	0.0087362	0.5848819
200	0.2989661	0.5436331	0.7438470	0.0729402	0.0654822	0.5907660	0.5142242	0.4329592	0.5972546	0.0887229	0.4106875	0.4589997	0.1183269	0.3220901	0.1745966	0.3070425	0.7183139	0.5834826	0.0673764	0.6235542	0.1691830	0.0639617	0.6718333	0.5532291	0.7171092	0.7076801	0.3731635	0.4912033	0.0373001	0.3990347	0.5108342	0.3537344	0.7928655	0.2939738	0.1674885	0.2790470	0.5771200	0.0012600	0.7265875	0.1922154	0.6663251	0.5685980	0.5539412	0.0239888	0.0419081	0.7845012	0.3364351	0.0272325	0.3805243	0.5086774	0.1124795	0.2231930	0.5351537	0.4751880	0.5988688	0.7811972	0.1328115	0.6159476	0.0602316	0.7770080	0.6596001	0.2262593	0.1222050	0.6782286	0.2135729	0.3401152	0.0861979	0.0327737	0.3938914	0.1831572	0.5921842	0.3461630	0.6376985	0.0389284	0.4699947	0.0503496	0.5370339	0.4845197	0.2934990	0.1198866	0.5624976	0.1851207	0.7127852	0.0509509	0.1909654	0.6816975	0.1075905	0.7864533	0.0473302	0.8196316	0.7324106	0.1168762	0.0793173	0.6882625	0.0480596	0.5248828	0.4725851	0.6563489	0.0023155	0.5092910
250	0.3940541	0.4834410	0.7650597	0.0595467	0.0742128	0.6009354	0.6150473	0.4130593	0.6444747	0.1271472	0.3195805	0.4416847	0.1865248	0.3132631	0.2093769	0.1951680	0.6452285	0.4358416	0.1370500	0.6898948	0.1726978	0.1215441	0.5935544	0.5499024	0.5724630	0.6474451	0.3884493	0.4664843	0.0904352	0.4022190	0.5988121	0.3852104	0.7528959	0.3069744	0.2880646	0.2179362	0.6755382	0.0000482	0.7005721	0.1365015	0.6688798	0.5132485	0.4730025	0.0603507	0.0257247	0.6601098	0.3636030	0.0130785	0.3634759	0.6771156	0.1059459	0.2218063	0.5067840	0.3764277	0.6842086	0.6488733	0.0757535	0.6687376	0.0583726	0.7275661	0.6163864	0.2433391	0.1434201	0.5062386	0.1466260	0.3793919	0.0279996	0.0221422	0.3689357	0.1580544	0.7575164	0.3335342	0.4938912	0.0632996	0.4864951	0.0557409	0.5718008	0.4536308	0.2546805	0.1193356	0.6733626	0.1368782	0.7206510	0.1097655	0.1839713	0.7169169	0.1077855	0.7444527	0.0227110	0.5782460	0.8478876	0.1169720	0.0327176	0.6672892	0.0684026	0.5661828	0.5434949	0.7564656	0.0004891	0.6247626
300	0.2926287	0.4697577	0.7428534	0.0388338	0.1143834	0.6951749	0.5463218	0.3326808	0.5325762	0.1340418	0.3172946	0.4254034	0.1916754	0.3561534	0.1916592	0.2479931	0.6451350	0.5150605	0.1185885	0.7210051	0.1755199	0.0865691	0.7974900	0.6126447	0.8435205	0.7172595	0.3699115	0.4490514	0.1016451	0.3612142	0.4627063	0.3647270	0.7497967	0.4448977	0.2249653	0.2723618	0.5975457	0.0007544	0.6345268	0.1521662	0.7255004	0.6106072	0.4863815	0.0623887	0.1194879	0.5648867	0.4094209	0.0230579	0.3928041	0.5420160	0.0996300	0.1618471	0.4715814	0.3844025	0.8806767	0.7012094	0.0655131	0.6262716	0.0400761	0.6654535	0.6925823	0.2586041	0.1689993	0.5372737	0.2115736	0.2504529	0.0449957	0.0731671	0.3180602	0.2270764	0.7313068	0.3541250	0.5484838	0.0423630	0.4551191	0.0622980	0.5818279	0.5167676	0.3146678	0.1329478	0.5658065	0.1305150	0.6019610	0.0494223	0.2106632	0.6923395	0.0569857	0.7523962	0.0489275	0.7078081	0.8249690	0.1078500	0.0469787	0.6043016	0.0884122	0.5536328	0.6294465	0.6158082	0.0007965	0.5423143
350	0.3060160	0.5603104	0.6675846	0.0165391	0.0617207	0.6154746	0.6048944	0.3440615	0.6599303	0.1213723	0.3183443	0.3955325	0.2438340	0.2948652	0.1331682	0.1978787	0.6751810	0.5580558	0.0578371	0.5413079	0.2461185	0.2017687	0.5276841	0.5951862	0.6176445	0.5000339	0.2825629	0.4627277	0.0663704	0.4047573	0.6228159	0.3468392	0.6014279	0.4191587	0.2426062	0.2919936	0.5605367	0.0004712	0.6343851	0.1537376	0.6069396	0.6055312	0.5332302	0.0340221	0.0639589	0.7402812	0.3185632	0.0286942	0.4572560	0.5838336	0.1442687	0.2106548	0.4484047	0.4301625	0.7243677	0.7258627	0.1245970	0.5395845	0.0503543	0.6721034	0.7039535	0.2886513	0.1435788	0.5862392	0.1844060	0.2792333	0.1424850	0.1051059	0.3854439	0.1505322	0.6428186	0.3453048	0.4920798	0.0689670	0.4749628	0.0620500	0.4411623	0.5128317	0.3020612	0.1544701	0.6491691	0.1536168	0.7534485	0.0934551	0.1436479	0.5766227	0.0273459	0.6548066	0.0694266	0.6749933	0.6721060	0.0882654	0.0510496	0.6426835	0.0727827	0.5597166	0.5579609	0.6669402	0.0044422	0.5581521
400	0.3460864	0.5758863	0.6276338	0.0460854	0.0826011	0.8090489	0.7108799	0.3542054	0.6883894	0.1016370	0.3805715	0.4451845	0.2273576	0.2759662	0.1845843	0.2426027	0.6026607	0.5000177	0.0628303	0.5009888	0.2049802	0.2742760	0.5045107	0.4227658	0.7055733	0.6544675	0.4393897	0.4613379	0.1027329	0.4031970	0.5549990	0.3366694	0.6496218	0.2847901	0.1914488	0.3426202	0.6492376	0.0000989	0.6486102	0.1219658	0.7065954	0.6243464	0.5640532	0.0429428	0.0596192	0.7226514	0.4137793	0.0175440	0.3298174	0.6636745	0.1564673	0.2095674	0.5811225	0.3141774	0.7134515	0.6967048	0.0871198	0.7782998	0.0630842	0.5854388	0.6507076	0.2615949	0.1635359	0.5650488	0.1919357	0.3012514	0.0308920	0.0511001	0.4366042	0.2150388	0.6712078	0.3082946	0.4879439	0.0569869	0.3670176	0.0508672	0.5571368	0.4550504	0.3148869	0.1456135	0.6904712	0.1851563	0.6577384	0.0853219	0.1741184	0.6141698	0.0147931	0.6771851	0.0206373	0.6442558	0.7063750	0.0557320	0.0638396	0.6263234	0.0585617	0.5729754	0.4688483	0.7361956	0.0121253	0.5835190
